ID,YEAR,MONTH,DAY,ACMH,ACSH,AWND,FMTM,PGTM,PRCP,SNOW,SNWD,TAVG,TMAX,TMIN,TSUN,WDF1,WDF2,WDF5,WDFG,WESD,WSF1,WSF2,WSF5,WSFG,WT01,WT02,WT03,WT04,WT05,WT06,WT07,WT08,WT09,WT10,WT11,WT13,WT14,WT15,WT16,WT17,WT18,WT19,WT21,WT22,WV01,WV03
USW00024257,1986,9,6,,20.0,35.0,,1538.0,0.0,0.0,0.0,,389.0,189.0,772.0,,,,135.0,,,,,93.0,-9999.0,-9999.0,-9999.0,,,,,,,,,,,,-9999.0,,,,,,,
USW00024257,1986,9,7,,0.0,39.0,,1603.0,0.0,0.0,0.0,,322.0,178.0,769.0,,,,180.0,,,,,98.0,-9999.0,-9999.0,-9999.0,,,,,,,,,,,,-9999.0,,,,,,,
USW00024257,1986,9,8,,10.0,42.0,,1122.0,0.0,0.0,0.0,,267.0,150.0,767.0,,,,180.0,,,,,113.0,-9999.0,-9999.0,-9999.0,,,,,,,,,,,,-9999.0,,,,,,,
USW00024257,1986,9,9,,0.0,42.0,,1015.0,0.0,0.0,0.0,,300.0,111.0,764.0,,,,360.0,,,,,103.0,-9999.0,-9999.0,-9999.0,,,,,,,,,,,,-9999.0,,,,,,,
USW00024257,1986,10,1,10.0,20.0,65.0,,1139.0,0.0,0.0,0.0,,228.0,139.0,614.0,,,,360.0,,,,,149.0,-9999.0,-9999.0,,,,,,-9999.0,,,,,-9999.0,,-9999.0,,,,,,,
USW00024257,1986,10,10,0.0,0.0,23.0,,1644.0,0.0,0.0,0.0,,344.0,122.0,683.0,,,,180.0,,,,,62.0,-9999.0,-9999.0,,,,,,-9999.0,,,,,-9999.0,,-9999.0,,,,,,,
USW00024257,1986,10,11,10.0,0.0,68.0,,405.0,0.0,0.0,0.0,,278.0,117.0,611.0,,,,360.0,,,,,154.0,-9999.0,-9999.0,,,,,,-9999.0,,,,,-9999.0,,-9999.0,,,,,,,
USW00024257,1986,10,12,0.0,0.0,19.0,,946.0,0.0,0.0,0.0,,272.0,83.0,618.0,,,,45.0,,,,,57.0,-9999.0,-9999.0,,,,,,-9999.0,,,,,-9999.0,,-9999.0,,,,,,,
USW00024257,1986,10,13,0.0,0.0,15.0,,1347.0,0.0,0.0,0.0,,256.0,44.0,594.0,,,,270.0,,,,,51.0,-9999.0,-9999.0,,,,,,-9999.0,,,,,-9999.0,,-9999.0,,,,,,,
USW00024257,1986,10,14,0.0,0.0,16.0,,1352.0,0.0,0.0,0.0,,272.0,50.0,603.0,,,,180.0,,,,,51.0,-9999.0,-9999.0,,,,,,-9999.0,,,,,-9999.0,,-9999.0,,,,,,,
USW00024257,1986,10,15,0.0,0.0,13.0,,2017.0,0.0,0.0,0.0,,278.0,56.0,671.0,,,,360.0,,,,,46.0,-9999.0,-9999.0,,,,,,-9999.0,,,,,-9999.0,,-9999.0,,,,,,,
USW00024257,1986,10,16,50.0,70.0,30.0,,1540.0,18.0,0.0,0.0,,239.0,72.0,421.0,,,,180.0,,,,,113.0,-9999.0,-9999.0,,,,,,-9999.0,,,,,-9999.0,,1.0,,,,,,,
USW00024257,1986,10,17,70.0,90.0,29.0,,651.0,28.0,0.0,0.0,,161.0,78.0,166.0,,,,180.0,,,,,72.0,-9999.0,-9999.0,,,,,,-9999.0,,,,,-9999.0,,1.0,,,,,,,
USW00024257,1986,10,18,0.0,0.0,43.0,,1118.0,0.0,0.0,0.0,,217.0,56.0,662.0,,,,360.0,,,,,139.0,-9999.0,-9999.0,,,,,,-9999.0,,,,,-9999.0,,-9999.0,,,,,,,
USW00024257,1986,10,19,0.0,0.0,49.0,,1024.0,0.0,0.0,0.0,,267.0,111.0,660.0,,,,360.0,,,,,123.0,-9999.0,-9999.0,,,,,,-9999.0,,,,,-9999.0,,-9999.0,,,,,,,
USW00024257,1986,10,2,0.0,0.0,56.0,,936.0,0.0,0.0,0.0,,239.0,122.0,704.0,,,,315.0,,,,,159.0,-9999.0,-9999.0,,,,,,-9999.0,,,,,-9999.0,,-9999.0,,,,,,,
USW00024257,1986,10,20,0.0,0.0,14.0,,1635.0,0.0,0.0,0.0,,250.0,67.0,657.0,,,,135.0,,,,,57.0,-9999.0,-9999.0,,,,,,-9999.0,,,,,-9999.0,,-9999.0,,,,,,,
USW00024257,1986,10,21,20.0,20.0,11.0,,1331.0,0.0,0.0,0.0,,244.0,72.0,600.0,,,,225.0,,,,,41.0,-9999.0,-9999.0,,,,,,-9999.0,,,,,-9999.0,,-9999.0,,,,,,,
USW00024257,1986,10,22,10.0,10.0,17.0,,1333.0,0.0,0.0,0.0,,267.0,78.0,612.0,,,,90.0,,,,,51.0,-9999.0,-9999.0,,,,,,-9999.0,,,,,-9999.0,,-9999.0,,,,,,,
USW00024257,1986,10,23,90.0,100.0,13.0,,1548.0,33.0,0.0,0.0,,206.0,72.0,507.0,,,,180.0,,,,,62.0,-9999.0,-9999.0,,,,,,-9999.0,,,,,-9999.0,,1.0,,,,,,,
USW00024257,1986,10,24,70.0,100.0,24.0,,1600.0,8.0,0.0,0.0,,189.0,117.0,521.0,,,,225.0,,,,,62.0,1.0,-9999.0,,,,,,-9999.0,,,,,1.0,,1.0,,,,,,,
USW00024257,1986,10,25,70.0,60.0,13.0,,1158.0,0.0,0.0,0.0,,261.0,106.0,645.0,,,,360.0,,,,,41.0,-9999.0,-9999.0,,,,,,-9999.0,,,,,-9999.0,,-9999.0,,,,,,,
USW00024257,1986,10,26,70.0,60.0,22.0,,2130.0,28.0,0.0,0.0,,250.0,100.0,572.0,,,,225.0,,,,,82.0,1.0,-9999.0,,,,,,-9999.0,,,,,-9999.0,,1.0,,,,,,,
USW00024257,1986,10,27,30.0,20.0,22.0,,1524.0,0.0,0.0,0.0,,233.0,106.0,596.0,,,,315.0,,,,,57.0,1.0,1.0,,,,,,-9999.0,,,,,-9999.0,,-9999.0,,,,,,,
USW00024257,1986,10,28,50.0,90.0,11.0,,1518.0,0.0,0.0,0.0,,222.0,72.0,568.0,,,,135.0,,,,,36.0,-9999.0,-9999.0,,,,,,-9999.0,,,,,-9999.0,,-9999.0,,,,,,,
USW00024257,1986,10,29,90.0,100.0,16.0,,1552.0,66.0,0.0,0.0,,150.0,89.0,196.0,,,,90.0,,,,,62.0,1.0,1.0,,,,,,1.0,,,,,-9999.0,,1.0,,,,,,,
USW00024257,1986,10,3,10.0,10.0,46.0,,1035.0,0.0,0.0,0.0,,267.0,100.0,639.0,,,,360.0,,,,,149.0,-9999.0,-9999.0,,,,,,-9999.0,,,,,-9999.0,,-9999.0,,,,,,,
USW00024257,1986,10,30,50.0,60.0,24.0,,305.0,23.0,0.0,0.0,,194.0,89.0,547.0,,,,180.0,,,,,67.0,1.0,-9999.0,,,,,,-9999.0,,,,,-9999.0,,1.0,,,,,,,
USW00024257,1986,10,31,10.0,10.0,67.0,,1355.0,0.0,0.0,0.0,,217.0,83.0,602.0,,,,360.0,,,,,149.0,-9999.0,-9999.0,,,,,,-9999.0,,,,,-9999.0,,-9999.0,,,,,,,
USW00024257,1986,10,4,0.0,0.0,51.0,,1556.0,0.0,0.0,0.0,,317.0,122.0,645.0,,,,360.0,,,,,98.0,-9999.0,-9999.0,,,,,,-9999.0,,,,,-9999.0,,-9999.0,,,,,,,
USW00024257,1986,10,5,0.0,0.0,51.0,,1000.0,0.0,0.0,0.0,,333.0,161.0,643.0,,,,360.0,,,,,129.0,-9999.0,-9999.0,,,,,,-9999.0,,,,,-9999.0,,-9999.0,,,,,,,
USW00024257,1986,10,6,0.0,0.0,21.0,,1042.0,0.0,0.0,0.0,,333.0,106.0,691.0,,,,360.0,,,,,72.0,-9999.0,-9999.0,,,,,,-9999.0,,,,,-9999.0,,-9999.0,,,,,,,
USW00024257,1986,10,7,0.0,0.0,21.0,,1647.0,0.0,0.0,0.0,,328.0,111.0,691.0,,,,135.0,,,,,51.0,-9999.0,-9999.0,,,,,,-9999.0,,,,,-9999.0,,-9999.0,,,,,,,
USW00024257,1986,10,8,0.0,0.0,19.0,,1358.0,0.0,0.0,0.0,,328.0,117.0,688.0,,,,180.0,,,,,51.0,-9999.0,-9999.0,,,,,,-9999.0,,,,,-9999.0,,-9999.0,,,,,,,
USW00024257,1986,10,9,0.0,0.0,21.0,,1240.0,0.0,0.0,0.0,,344.0,128.0,686.0,,,,315.0,,,,,57.0,-9999.0,-9999.0,,,,,,-9999.0,,,,,-9999.0,,-9999.0,,,,,,,
USW00024257,1986,11,1,10.0,20.0,71.0,,926.0,0.0,0.0,0.0,,244.0,150.0,629.0,,,,360.0,,,,,144.0,-9999.0,-9999.0,,,,,,-9999.0,,,,,,,-9999.0,,,,,,,
USW00024257,1986,11,10,10.0,20.0,67.0,,1338.0,0.0,0.0,0.0,,239.0,117.0,584.0,,,,360.0,,,,,134.0,-9999.0,-9999.0,,,,,,-9999.0,,,,,,,-9999.0,,,,,,,
USW00024257,1986,11,11,10.0,20.0,49.0,,1530.0,0.0,0.0,0.0,,261.0,78.0,583.0,,,,360.0,,,,,108.0,-9999.0,-9999.0,,,,,,-9999.0,,,,,,,-9999.0,,,,,,,
USW00024257,1986,11,12,50.0,70.0,39.0,,1117.0,0.0,0.0,0.0,,261.0,83.0,539.0,,,,315.0,,,,,103.0,-9999.0,-9999.0,,,,,,-9999.0,,,,,,,-9999.0,,,,,,,
USW00024257,1986,11,13,90.0,90.0,12.0,,1204.0,0.0,0.0,0.0,,217.0,44.0,537.0,,,,135.0,,,,,46.0,-9999.0,-9999.0,,,,,,-9999.0,,,,,,,-9999.0,,,,,,,
USW00024257,1986,11,14,100.0,100.0,16.0,,713.0,0.0,0.0,0.0,,150.0,67.0,402.0,,,,90.0,,,,,57.0,-9999.0,-9999.0,,,,,,-9999.0,,,,,,,-9999.0,,,,,,,
USW00024257,1986,11,15,0.0,0.0,12.0,,1034.0,0.0,0.0,0.0,,206.0,17.0,599.0,,,,360.0,,,,,36.0,-9999.0,-9999.0,,,,,,-9999.0,,,,,,,-9999.0,,,,,,,
USW00024257,1986,11,16,40.0,60.0,8.0,,1918.0,0.0,0.0,0.0,,194.0,11.0,533.0,,,,360.0,,,,,36.0,-9999.0,-9999.0,,,,,,-9999.0,,,,,,,-9999.0,,,,,,,
USW00024257,1986,11,17,30.0,10.0,19.0,,1053.0,0.0,0.0,0.0,,217.0,17.0,551.0,,,,315.0,,,,,62.0,-9999.0,-9999.0,,,,,,-9999.0,,,,,,,-9999.0,,,,,,,
USW00024257,1986,11,18,60.0,60.0,22.0,,1357.0,8.0,0.0,0.0,,189.0,28.0,455.0,,,,360.0,,,,,87.0,-9999.0,-9999.0,,,,,,-9999.0,,,,,,,1.0,,,,,,,
USW00024257,1986,11,19,30.0,30.0,22.0,,25.0,0.0,0.0,0.0,,189.0,67.0,539.0,,,,180.0,,,,,108.0,-9999.0,-9999.0,,,,,,-9999.0,,,,,,,-9999.0,,,,,,,
USW00024257,1986,11,2,20.0,30.0,48.0,,1417.0,0.0,0.0,0.0,,278.0,122.0,626.0,,,,360.0,,,,,108.0,-9999.0,-9999.0,,,,,,-9999.0,,,,,,,-9999.0,,,,,,,
USW00024257,1986,11,20,90.0,100.0,16.0,,2100.0,69.0,0.0,0.0,,139.0,39.0,269.0,,,,90.0,,,,,57.0,1.0,-9999.0,,,,,,1.0,,,,,,,1.0,,,,,,,
USW00024257,1986,11,21,20.0,0.0,16.0,,1338.0,0.0,0.0,0.0,,178.0,50.0,552.0,,,,315.0,,,,,57.0,1.0,1.0,,,,,,-9999.0,,,,,,,-9999.0,,,,,,,
USW00024257,1986,11,22,70.0,70.0,16.0,,203.0,0.0,0.0,0.0,,178.0,56.0,504.0,,,,360.0,,,,,41.0,-9999.0,-9999.0,,,,,,-9999.0,,,,,,,-9999.0,,,,,,,
USW00024257,1986,11,23,50.0,60.0,20.0,,1157.0,0.0,0.0,0.0,,200.0,39.0,525.0,,,,360.0,,,,,51.0,-9999.0,-9999.0,,,,,,-9999.0,,,,,,,-9999.0,,,,,,,
USW00024257,1986,11,24,30.0,70.0,28.0,,2256.0,0.0,0.0,0.0,,150.0,6.0,449.0,,,,315.0,,,,,87.0,-9999.0,-9999.0,,,,,,-9999.0,,,,,,,1.0,,,,,,,
USW00024257,1986,11,25,30.0,30.0,46.0,,1056.0,0.0,0.0,0.0,,200.0,33.0,539.0,,,,360.0,,,,,123.0,-9999.0,-9999.0,,,,,,-9999.0,,,,,,,-9999.0,,,,,,,
USW00024257,1986,11,26,90.0,100.0,14.0,,1225.0,0.0,0.0,0.0,,133.0,22.0,432.0,,,,135.0,,,,,51.0,-9999.0,-9999.0,,,,,,1.0,,,,,,,-9999.0,,,,,,,
USW00024257,1986,11,27,100.0,100.0,8.0,,2301.0,0.0,0.0,0.0,,139.0,28.0,449.0,,,,315.0,,,,,31.0,1.0,-9999.0,,,,,,1.0,,,,,,,-9999.0,,,,,,,
USW00024257,1986,11,28,100.0,100.0,17.0,,1747.0,28.0,0.0,0.0,,106.0,28.0,253.0,,,,315.0,,,,,62.0,1.0,-9999.0,,,,,,1.0,,,,,,,1.0,,,,,,,
USW00024257,1986,11,29,20.0,10.0,43.0,,2343.0,0.0,0.0,0.0,,156.0,28.0,548.0,,,,360.0,,,,,108.0,-9999.0,-9999.0,,,,,,-9999.0,,,,,,,-9999.0,,,,,,,
USW00024257,1986,11,3,10.0,10.0,51.0,,1450.0,0.0,0.0,0.0,,294.0,78.0,624.0,,,,360.0,,,,,118.0,-9999.0,-9999.0,,,,,,-9999.0,,,,,,,-9999.0,,,,,,,
USW00024257,1986,11,30,0.0,0.0,56.0,,1210.0,0.0,0.0,0.0,,194.0,17.0,573.0,,,,360.0,,,,,118.0,-9999.0,-9999.0,,,,,,-9999.0,,,,,,,-9999.0,,,,,,,
USW00024257,1986,11,31,-9999.0,-9999.0,-9999.0,,-9999.0,-9999.0,-9999.0,-9999.0,,-9999.0,-9999.0,-9999.0,,,,-9999.0,,,,,-9999.0,-9999.0,-9999.0,,,,,,-9999.0,,,,,,,-9999.0,,,,,,,
USW00024257,1986,11,4,0.0,0.0,38.0,,1433.0,0.0,0.0,0.0,,306.0,83.0,621.0,,,,360.0,,,,,108.0,-9999.0,-9999.0,,,,,,-9999.0,,,,,,,-9999.0,,,,,,,
USW00024257,1986,11,5,0.0,10.0,30.0,,1853.0,0.0,0.0,0.0,,256.0,56.0,619.0,,,,360.0,,,,,154.0,-9999.0,-9999.0,,,,,,-9999.0,,,,,,,-9999.0,,,,,,,
USW00024257,1986,11,6,0.0,0.0,58.0,,1653.0,0.0,0.0,0.0,,200.0,83.0,617.0,,,,360.0,,,,,144.0,-9999.0,-9999.0,,,,,,-9999.0,,,,,,,-9999.0,,,,,,,
USW00024257,1986,11,7,50.0,80.0,18.0,,1920.0,0.0,0.0,0.0,,183.0,44.0,558.0,,,,315.0,,,,,67.0,-9999.0,-9999.0,,,,,,-9999.0,,,,,,,-9999.0,,,,,,,
USW00024257,1986,11,8,30.0,30.0,24.0,,1355.0,0.0,0.0,0.0,,183.0,6.0,587.0,,,,315.0,,,,,98.0,-9999.0,-9999.0,,,,,,-9999.0,,,,,,,-9999.0,,,,,,,
USW00024257,1986,11,9,40.0,50.0,21.0,,2356.0,0.0,0.0,0.0,,217.0,50.0,583.0,,,,315.0,,,,,57.0,-9999.0,-9999.0,,,,,,-9999.0,,,,,,,-9999.0,,,,,,,
USW00024257,1986,12,1,20.0,0.0,13.0,,1230.0,0.0,0.0,0.0,,211.0,-22.0,525.0,,,,315.0,,,,,46.0,-9999.0,-9999.0,,,,,,-9999.0,,,,,-9999.0,,-9999.0,,,,,,,
USW00024257,1986,12,10,0.0,0.0,15.0,,2.0,0.0,0.0,0.0,,150.0,-17.0,520.0,,,,360.0,,,,,57.0,-9999.0,-9999.0,,,,,,-9999.0,,,,,-9999.0,,-9999.0,,,,,,,
USW00024257,1986,12,11,80.0,100.0,15.0,,1900.0,0.0,0.0,0.0,,89.0,-22.0,389.0,,,,135.0,,,,,41.0,1.0,1.0,,,,,,1.0,,,,,1.0,,1.0,,,,,,,
USW00024257,1986,12,12,100.0,90.0,14.0,,1558.0,0.0,0.0,0.0,,83.0,0.0,406.0,,,,135.0,,,,,62.0,1.0,1.0,,,,,,1.0,,,,,1.0,,1.0,,,,,,,
USW00024257,1986,12,13,100.0,100.0,13.0,,41.0,33.0,0.0,0.0,,50.0,22.0,0.0,,,,135.0,,,,,41.0,1.0,-9999.0,,,,,,-9999.0,,,,,-9999.0,,1.0,,,,,,,
USW00024257,1986,12,14,70.0,30.0,23.0,,1737.0,0.0,0.0,0.0,,133.0,33.0,503.0,,,,180.0,,,,,82.0,1.0,-9999.0,,,,,,-9999.0,,,,,-9999.0,,-9999.0,,,,,,,
USW00024257,1986,12,15,80.0,100.0,10.0,,1820.0,0.0,0.0,0.0,,144.0,28.0,455.0,,,,315.0,,,,,41.0,-9999.0,-9999.0,,,,,,-9999.0,,,,,-9999.0,,-9999.0,,,,,,,
USW00024257,1986,12,16,0.0,0.0,21.0,,1240.0,0.0,0.0,0.0,,194.0,0.0,559.0,,,,360.0,,,,,67.0,-9999.0,-9999.0,,,,,,-9999.0,,,,,-9999.0,,-9999.0,,,,,,,
USW00024257,1986,12,17,30.0,10.0,12.0,,1437.0,0.0,0.0,0.0,,156.0,-17.0,560.0,,,,135.0,,,,,41.0,-9999.0,-9999.0,,,,,,-9999.0,,,,,-9999.0,,-9999.0,,,,,,,
USW00024257,1986,12,18,100.0,100.0,10.0,,702.0,43.0,0.0,0.0,,83.0,44.0,0.0,,,,90.0,,,,,41.0,1.0,-9999.0,,,,,,-9999.0,,,,,1.0,,1.0,,,,,,,
USW00024257,1986,12,19,100.0,100.0,13.0,,2014.0,127.0,0.0,0.0,,89.0,50.0,0.0,,,,360.0,,,,,51.0,1.0,1.0,,,,,,-9999.0,,,,,1.0,,1.0,,,,,,,
USW00024257,1986,12,2,60.0,50.0,8.0,,1453.0,0.0,0.0,0.0,,189.0,0.0,528.0,,,,180.0,,,,,36.0,-9999.0,-9999.0,,,,,,-9999.0,,,,,-9999.0,,-9999.0,,,,,,,
USW00024257,1986,12,20,30.0,60.0,25.0,,1216.0,0.0,0.0,0.0,,156.0,6.0,528.0,,,,360.0,,,,,72.0,-9999.0,-9999.0,,,,,,-9999.0,,,,,-9999.0,,-9999.0,,,,,,,
USW00024257,1986,12,21,80.0,90.0,17.0,,1529.0,0.0,0.0,0.0,,122.0,6.0,411.0,,,,135.0,,,,,36.0,1.0,-9999.0,,,,,,-9999.0,,,,,-9999.0,,-9999.0,,,,,,,
USW00024257,1986,12,22,90.0,100.0,23.0,,438.0,84.0,0.0,0.0,,78.0,44.0,36.0,,,,225.0,,,,,77.0,1.0,-9999.0,,,,,,-9999.0,,,,,1.0,,1.0,,,,,,,
USW00024257,1986,12,23,30.0,40.0,37.0,,1234.0,0.0,0.0,0.0,,150.0,17.0,525.0,,,,315.0,,,,,108.0,-9999.0,-9999.0,,,,,,-9999.0,,,,,-9999.0,,-9999.0,,,,,,,
USW00024257,1986,12,24,70.0,90.0,23.0,,243.0,0.0,0.0,0.0,,100.0,22.0,320.0,,,,90.0,,,,,57.0,1.0,-9999.0,,,,,,-9999.0,,,,,-9999.0,,1.0,,,,,,,
USW00024257,1986,12,25,90.0,100.0,28.0,,1650.0,0.0,0.0,0.0,,100.0,6.0,470.0,,,,180.0,,,,,62.0,1.0,-9999.0,,,,,,-9999.0,,,,,-9999.0,,-9999.0,,,,,,,
USW00024257,1986,12,26,40.0,20.0,17.0,,702.0,30.0,0.0,0.0,,161.0,28.0,460.0,,,,315.0,,,,,46.0,1.0,-9999.0,,,,,,-9999.0,,,,,-9999.0,,1.0,,,,,,,
USW00024257,1986,12,27,40.0,60.0,17.0,,1625.0,0.0,0.0,0.0,,139.0,-11.0,530.0,,,,135.0,,,,,46.0,1.0,1.0,,,,,,-9999.0,,,,,-9999.0,,-9999.0,,,,,,,
USW00024257,1986,12,28,100.0,100.0,17.0,,2134.0,0.0,0.0,0.0,,67.0,28.0,361.0,,,,90.0,,,,,51.0,1.0,1.0,,,,,,1.0,,,,,-9999.0,,-9999.0,,,,,,,
USW00024257,1986,12,29,80.0,100.0,14.0,,1440.0,18.0,0.0,0.0,,83.0,22.0,312.0,,,,360.0,,,,,46.0,1.0,-9999.0,,,,,,-9999.0,,,,,1.0,,1.0,,,,,,,
USW00024257,1986,12,3,50.0,30.0,8.0,,1508.0,0.0,0.0,0.0,,194.0,6.0,503.0,,,,135.0,,,,,41.0,-9999.0,-9999.0,,,,,,-9999.0,,,,,-9999.0,,-9999.0,,,,,,,
USW00024257,1986,12,30,70.0,100.0,23.0,,1337.0,0.0,0.0,0.0,,100.0,-11.0,474.0,,,,135.0,,,,,57.0,1.0,1.0,,,,,,-9999.0,,,,,-9999.0,,1.0,,,,,,,
USW00024257,1986,12,31,100.0,100.0,16.0,,410.0,46.0,0.0,0.0,,67.0,33.0,119.0,,,,270.0,,,,,51.0,1.0,1.0,,,,,,-9999.0,,,,,1.0,,1.0,,,,,,,
USW00024257,1986,12,4,100.0,100.0,17.0,,1035.0,76.0,0.0,0.0,,128.0,44.0,251.0,,,,315.0,,,,,67.0,1.0,-9999.0,,,,,,-9999.0,,,,,-9999.0,,1.0,,,,,,,
