ID,YEAR,MONTH,DAY,DAEV,DAPR,DAWM,EVAP,MDEV,MDPR,MDWM,PRCP,SNOW,SNWD,TMAX,TMIN,TOBS,WDMV,WT01,WT03,WT04,WT09,WT11,WT14,WT16,WT18
USC00042964,1923,5,31,,,,,,,,3.0,,,144.0,11.0,,,,,,,,,,
USC00042964,1923,5,4,,,,,,,,0.0,,,-9999.0,78.0,,,,,,,,,,
USC00042964,1923,5,5,,,,,,,,0.0,,,256.0,100.0,,,,,,,,,,
USC00042964,1923,5,6,,,,,,,,0.0,,,267.0,111.0,,,,,,,,,,
USC00042964,1923,5,7,,,,,,,,0.0,,,272.0,106.0,,,,,,,,,,
USC00042964,1923,5,8,,,,,,,,0.0,,,278.0,111.0,,,,,,,,,,
USC00042964,1923,5,9,,,,,,,,0.0,,,256.0,133.0,,,,,,,,,,
USC00042964,1923,6,1,,,,,,,,0.0,,,194.0,28.0,,,,,,,,,,
USC00042964,1923,6,10,,,,,,,,0.0,,,283.0,122.0,,,,,,,,,,
USC00042964,1923,6,11,,,,,,,,0.0,,,256.0,106.0,,,,,,,,,,
USC00042964,1923,6,12,,,,,,,,0.0,,,178.0,50.0,,,,,,,,,,
USC00042964,1923,6,13,,,,,,,,0.0,,,178.0,11.0,,,,,,,,,,
USC00042964,1923,6,14,,,,,,,,0.0,,,200.0,39.0,,,,,,,,,,
USC00042964,1923,6,15,,,,,,,,13.0,,,189.0,67.0,,,,,,,,,,
USC00042964,1923,6,16,,,,,,,,51.0,,,178.0,39.0,,,,,,,,,,
USC00042964,1923,6,17,,,,,,,,33.0,,,189.0,94.0,,,,,,,,,,
USC00042964,1923,6,18,,,,,,,,0.0,,,211.0,89.0,,,,,,,,,,
USC00042964,1923,6,19,,,,,,,,0.0,,,217.0,106.0,,,,,,,,,,
USC00042964,1923,6,2,,,,,,,,0.0,,,211.0,33.0,,,,,,,,,,
USC00042964,1923,6,20,,,,,,,,25.0,,,233.0,100.0,,,,,,,,,,
USC00042964,1923,6,21,,,,,,,,5.0,,,156.0,100.0,,,,,,,,,,
USC00042964,1923,6,22,,,,,,,,97.0,,,78.0,67.0,,,,,,,,,,
USC00042964,1923,6,23,,,,,,,,213.0,,,128.0,44.0,,,,,,,,,,
USC00042964,1923,6,24,,,,,,,,0.0,,,200.0,56.0,,,,,,,,,,
USC00042964,1923,6,25,,,,,,,,0.0,,,222.0,67.0,,,,,,,,,,
USC00042964,1923,6,26,,,,,,,,0.0,,,222.0,89.0,,,,,,,,,,
USC00042964,1923,6,27,,,,,,,,0.0,,,294.0,89.0,,,,,,,,,,
USC00042964,1923,6,28,,,,,,,,0.0,,,300.0,111.0,,,,,,,,,,
USC00042964,1923,6,29,,,,,,,,0.0,,,300.0,100.0,,,,,,,,,,
USC00042964,1923,6,3,,,,,,,,0.0,,,261.0,56.0,,,,,,,,,,
USC00042964,1923,6,30,,,,,,,,0.0,,,322.0,133.0,,,,,,,,,,
USC00042964,1923,6,31,,,,,,,,-9999.0,,,-9999.0,-9999.0,,,,,,,,,,
USC00042964,1923,6,4,,,,,,,,0.0,,,261.0,78.0,,,,,,,,,,
USC00042964,1923,6,5,,,,,,,,5.0,,,244.0,78.0,,,,,,,,,,
USC00042964,1923,6,6,,,,,,,,43.0,,,250.0,94.0,,,,,,,,,,
USC00042964,1923,6,7,,,,,,,,5.0,,,256.0,111.0,,,,,,,,,,
USC00042964,1923,6,8,,,,,,,,0.0,,,267.0,117.0,,,,,,,,,,
USC00042964,1923,6,9,,,,,,,,0.0,,,278.0,128.0,,,,,,,,,,
USC00042964,1923,7,1,,,,,,,,0.0,,,311.0,133.0,,,,,,,,,,
USC00042964,1923,7,10,,,,,,,,0.0,,,283.0,100.0,,,,,,,,,,
USC00042964,1923,7,11,,,,,,,,0.0,,,300.0,100.0,,,,,,,,,,
USC00042964,1923,7,12,,,,,,,,0.0,,,311.0,111.0,,,,,,,,,,
USC00042964,1923,7,13,,,,,,,,0.0,,,322.0,133.0,,,,,,,,,,
USC00042964,1923,7,14,,,,,,,,0.0,,,322.0,156.0,,,,,,,,,,
USC00042964,1923,7,15,,,,,,,,0.0,,,311.0,133.0,,,,,,,,,,
USC00042964,1923,7,16,,,,,,,,0.0,,,256.0,100.0,,,,,,,,,,
USC00042964,1923,7,17,,,,,,,,0.0,,,256.0,78.0,,,,,,,,,,
USC00042964,1923,7,18,,,,,,,,0.0,,,278.0,78.0,,,,,,,,,,
USC00042964,1923,7,19,,,,,,,,0.0,,,289.0,94.0,,,,,,,,,,
USC00042964,1923,7,2,,,,,,,,0.0,,,311.0,111.0,,,,,,,,,,
USC00042964,1923,7,20,,,,,,,,0.0,,,311.0,89.0,,,,,,,,,,
USC00042964,1923,7,21,,,,,,,,0.0,,,311.0,100.0,,,,,,,,,,
USC00042964,1923,7,22,,,,,,,,0.0,,,322.0,100.0,,,,,,,,,,
USC00042964,1923,7,23,,,,,,,,0.0,,,333.0,156.0,,,,,,,,,,
USC00042964,1923,7,24,,,,,,,,0.0,,,311.0,122.0,,,,,,,,,,
USC00042964,1923,7,25,,,,,,,,0.0,,,322.0,100.0,,,,,,,,,,
USC00042964,1923,7,26,,,,,,,,0.0,,,356.0,122.0,,,,,,,,,,
USC00042964,1923,7,27,,,,,,,,0.0,,,356.0,200.0,,,,,,,,,,
USC00042964,1923,7,28,,,,,,,,0.0,,,367.0,156.0,,,,,,,,,,
USC00042964,1923,7,29,,,,,,,,0.0,,,378.0,167.0,,,,,,,,,,
USC00042964,1923,7,3,,,,,,,,0.0,,,300.0,133.0,,,,,,,,,,
USC00042964,1923,7,30,,,,,,,,0.0,,,333.0,178.0,,,,,,,,,,
USC00042964,1923,7,31,,,,,,,,0.0,,,306.0,167.0,,,,,,,,,,
USC00042964,1923,7,4,,,,,,,,0.0,,,300.0,128.0,,,,,,,,,,
USC00042964,1923,7,5,,,,,,,,0.0,,,300.0,144.0,,,,,,,,,,
USC00042964,1923,7,6,,,,,,,,33.0,,,144.0,89.0,,,,,,,,,,
USC00042964,1923,7,7,,,,,,,,0.0,,,233.0,56.0,,,,,,,,,,
USC00042964,1923,7,8,,,,,,,,0.0,,,267.0,78.0,,,,,,,,,,
USC00042964,1923,7,9,,,,,,,,0.0,,,278.0,83.0,,,,,,,,,,
USC00042964,1923,8,1,,,,,,,,-9999.0,,,311.0,133.0,,,,,,,,,,
USC00042964,1923,8,10,,,,,,,,-9999.0,,,278.0,106.0,,,,,,,,,,
USC00042964,1923,8,11,,,,,,,,-9999.0,,,322.0,100.0,,,,,,,,,,
USC00042964,1923,8,12,,,,,,,,-9999.0,,,256.0,100.0,,,,,,,,,,
USC00042964,1923,8,13,,,,,,,,64.0,,,267.0,133.0,,,,,,,,,,
USC00042964,1923,8,14,,,,,,,,-9999.0,,,311.0,122.0,,,,,,,,,,
USC00042964,1923,8,15,,,,,,,,-9999.0,,,322.0,122.0,,,,,,,,,,
USC00042964,1923,8,16,,,,,,,,-9999.0,,,322.0,111.0,,,,,,,,,,
USC00042964,1923,8,17,,,,,,,,-9999.0,,,322.0,122.0,,,,,,,,,,
USC00042964,1923,8,18,,,,,,,,-9999.0,,,311.0,111.0,,,,,,,,,,
USC00042964,1923,8,19,,,,,,,,-9999.0,,,306.0,111.0,,,,,,,,,,
USC00042964,1923,8,2,,,,,,,,-9999.0,,,300.0,122.0,,,,,,,,,,
USC00042964,1923,8,20,,,,,,,,-9999.0,,,267.0,100.0,,,,,,,,,,
USC00042964,1923,8,21,,,,,,,,-9999.0,,,267.0,100.0,,,,,,,,,,
USC00042964,1923,8,22,,,,,,,,-9999.0,,,278.0,111.0,,,,,,,,,,
USC00042964,1923,8,23,,,,,,,,-9999.0,,,311.0,89.0,,,,,,,,,,
USC00042964,1923,8,24,,,,,,,,-9999.0,,,317.0,89.0,,,,,,,,,,
USC00042964,1923,8,25,,,,,,,,-9999.0,,,339.0,111.0,,,,,,,,,,
USC00042964,1923,8,26,,,,,,,,-9999.0,,,344.0,128.0,,,,,,,,,,
USC00042964,1923,8,27,,,,,,,,-9999.0,,,339.0,139.0,,,,,,,,,,
USC00042964,1923,8,28,,,,,,,,-9999.0,,,322.0,156.0,,,,,,,,,,
USC00042964,1923,8,29,,,,,,,,-9999.0,,,317.0,144.0,,,,,,,,,,
USC00042964,1923,8,3,,,,,,,,-9999.0,,,267.0,111.0,,,,,,,,,,
USC00042964,1923,8,30,,,,,,,,-9999.0,,,289.0,133.0,,,,,,,,,,
USC00042964,1923,8,31,,,,,,,,-9999.0,,,333.0,128.0,,,,,,,,,,
USC00042964,1923,8,4,,,,,,,,-9999.0,,,267.0,89.0,,,,,,,,,,
USC00042964,1923,8,5,,,,,,,,-9999.0,,,283.0,100.0,,,,,,,,,,
USC00042964,1923,8,6,,,,,,,,-9999.0,,,278.0,144.0,,,,,,,,,,
USC00042964,1923,8,7,,,,,,,,-9999.0,,,283.0,111.0,,,,,,,,,,
USC00042964,1923,8,8,,,,,,,,-9999.0,,,278.0,111.0,,,,,,,,,,
USC00042964,1923,8,9,,,,,,,,-9999.0,,,267.0,122.0,,,,,,,,,,
USC00042964,1923,9,1,,,,,,,,0.0,,,333.0,144.0,,,,,,,,,,
USC00042964,1923,9,10,,,,,,,,0.0,,,322.0,122.0,,,,,,,,,,
USC00042964,1923,9,11,,,,,,,,0.0,,,300.0,100.0,,,,,,,,,,
USC00042964,1923,9,12,,,,,,,,0.0,,,311.0,100.0,,,,,,,,,,
USC00042964,1923,9,13,,,,,,,,0.0,,,317.0,144.0,,,,,,,,,,
USC00042964,1923,9,14,,,,,,,,0.0,,,267.0,133.0,,,,,,,,,,
USC00042964,1923,9,15,,,,,,,,0.0,,,211.0,122.0,,,,,,,,,,
USC00042964,1923,9,16,,,,,,,,0.0,,,222.0,167.0,,,,,,,,,,
USC00042964,1923,9,17,,,,,,,,0.0,,,239.0,-9999.0,,,,,,,,,,
USC00042964,1923,9,18,,,,,,,,0.0,,,267.0,-9999.0,,,,,,,,,,
USC00042964,1923,9,19,,,,,,,,0.0,,,289.0,-9999.0,,,,,,,,,,
USC00042964,1923,9,2,,,,,,,,0.0,,,322.0,139.0,,,,,,,,,,
USC00042964,1923,9,20,,,,,,,,0.0,,,211.0,122.0,,,,,,,,,,
USC00042964,1923,9,21,,,,,,,,0.0,,,256.0,111.0,,,,,,,,,,
USC00042964,1923,9,22,,,,,,,,66.0,,,167.0,111.0,,,,,,,,,,
USC00042964,1923,9,23,,,,,,,,41.0,,,111.0,67.0,,,,,,,,,,
USC00042964,1923,9,24,,,,,,,,25.0,,,144.0,67.0,,,,,,,,,,
USC00042964,1923,9,25,,,,,,,,251.0,,,100.0,72.0,,,,,,,,,,
USC00042964,1923,9,26,,,,,,,,157.0,,,133.0,56.0,,,,,,,,,,
USC00042964,1923,9,27,,,,,,,,0.0,,,167.0,39.0,,,,,,,,,,
USC00042964,1923,9,28,,,,,,,,0.0,,,200.0,44.0,,,,,,,,,,
USC00042964,1923,9,29,,,,,,,,0.0,,,211.0,56.0,,,,,,,,,,
USC00042964,1923,9,3,,,,,,,,0.0,,,322.0,144.0,,,,,,,,,,
USC00042964,1923,9,30,,,,,,,,0.0,,,233.0,78.0,,,,,,,,,,
USC00042964,1923,9,31,,,,,,,,-9999.0,,,-9999.0,-9999.0,,,,,,,,,,
USC00042964,1923,9,4,,,,,,,,0.0,,,322.0,122.0,,,,,,,,,,
USC00042964,1923,9,5,,,,,,,,0.0,,,333.0,122.0,,,,,,,,,,
USC00042964,1923,9,6,,,,,,,,0.0,,,344.0,133.0,,,,,,,,,,
USC00042964,1923,9,7,,,,,,,,0.0,,,350.0,133.0,,,,,,,,,,
USC00042964,1923,9,8,,,,,,,,0.0,,,344.0,133.0,,,,,,,,,,
USC00042964,1923,9,9,,,,,,,,0.0,,,356.0,122.0,,,,,,,,,,
USC00042964,1923,10,1,,,,,,,,-9999.0,,,244.0,78.0,,,,,,,,,,
USC00042964,1923,10,10,,,,,,,,23.0,,,144.0,100.0,,,,,,,,,,
USC00042964,1923,10,11,,,,,,,,-9999.0,,,178.0,33.0,,,,,,,,,,
USC00042964,1923,10,12,,,,,,,,-9999.0,,,211.0,28.0,,,,,,,,,,
USC00042964,1923,10,13,,,,,,,,-9999.0,,,200.0,33.0,,,,,,,,,,
USC00042964,1923,10,14,,,,,,,,-9999.0,,,156.0,56.0,,,,,,,,,,
USC00042964,1923,10,15,,,,,,,,-9999.0,,,144.0,78.0,,,,,,,,,,
USC00042964,1923,10,16,,,,,,,,-9999.0,,,144.0,6.0,,,,,,,,,,
USC00042964,1923,10,17,,,,,,,,-9999.0,,,183.0,11.0,,,,,,,,,,
USC00042964,1923,10,18,,,,,,,,-9999.0,,,211.0,44.0,,,,,,,,,,
USC00042964,1923,10,19,,,,,,,,-9999.0,,,217.0,150.0,,,,,,,,,,
USC00042964,1923,10,2,,,,,,,,-9999.0,,,211.0,72.0,,,,,,,,,,
USC00042964,1923,10,20,,,,,,,,41.0,,,150.0,61.0,,,,,,,,,,
USC00042964,1923,10,21,,,,,,,,25.0,,,100.0,44.0,,,,,,,,,,
USC00042964,1923,10,22,,,,,,,,25.0,,,128.0,0.0,,,,,,,,,,
USC00042964,1923,10,23,,,,,,,,-9999.0,,,144.0,33.0,,,,,,,,,,
USC00042964,1923,10,24,,,,,,,,-9999.0,,,161.0,0.0,,,,,,,,,,
USC00042964,1923,10,25,,,,,,,,-9999.0,,,150.0,6.0,,,,,,,,,,
USC00042964,1923,10,26,,,,,,,,-9999.0,,,156.0,0.0,,,,,,,,,,
USC00042964,1923,10,27,,,,,,,,-9999.0,,,150.0,0.0,,,,,,,,,,
USC00042964,1923,10,28,,,,,,,,-9999.0,,,156.0,0.0,,,,,,,,,,
USC00042964,1923,10,29,,,,,,,,-9999.0,,,156.0,-11.0,,,,,,,,,,
USC00042964,1923,10,3,,,,,,,,135.0,,,156.0,122.0,,,,,,,,,,
USC00042964,1923,10,30,,,,,,,,-9999.0,,,128.0,11.0,,,,,,,,,,
USC00042964,1923,10,31,,,,,,,,-9999.0,,,144.0,0.0,,,,,,,,,,
USC00042964,1923,10,4,,,,,,,,99.0,,,156.0,89.0,,,,,,,,,,
USC00042964,1923,10,5,,,,,,,,-9999.0,,,156.0,33.0,,,,,,,,,,
USC00042964,1923,10,6,,,,,,,,185.0,,,133.0,39.0,,,,,,,,,,
USC00042964,1923,10,7,,,,,,,,8.0,,,100.0,17.0,,,,,,,,,,
USC00042964,1923,10,8,,,,,,,,-9999.0,,,156.0,61.0,,,,,,,,,,
USC00042964,1923,10,9,,,,,,,,-9999.0,,,156.0,89.0,,,,,,,,,,
USC00042964,1923,11,1,,,,,,,,-9999.0,,,133.0,-6.0,,,,,,,,,,
USC00042964,1923,11,10,,,,,,,,-9999.0,,,144.0,-11.0,,,,,,,,,,
USC00042964,1923,11,11,,,,,,,,-9999.0,,,133.0,44.0,,,,,,,,,,
USC00042964,1923,11,12,,,,,,,,-9999.0,,,133.0,61.0,,,,,,,,,,
USC00042964,1923,11,13,,,,,,,,-9999.0,,,133.0,44.0,,,,,,,,,,
USC00042964,1923,11,14,,,,,,,,66.0,,,144.0,44.0,,,,,,,,,,
USC00042964,1923,11,15,,,,,,,,-9999.0,,,156.0,11.0,,,,,,,,,,
USC00042964,1923,11,16,,,,,,,,-9999.0,,,156.0,11.0,,,,,,,,,,
USC00042964,1923,11,17,,,,,,,,-9999.0,,,133.0,-11.0,,,,,,,,,,
USC00042964,1923,11,18,,,,,,,,-9999.0,,,139.0,-22.0,,,,,,,,,,
USC00042964,1923,11,19,,,,,,,,-9999.0,,,150.0,39.0,,,,,,,,,,
USC00042964,1923,11,2,,,,,,,,-9999.0,,,167.0,-22.0,,,,,,,,,,
USC00042964,1923,11,20,,,,,,,,-9999.0,,,-9999.0,33.0,,,,,,,,,,
USC00042964,1923,11,21,,,,,,,,-9999.0,,,-9999.0,-11.0,,,,,,,,,,
USC00042964,1923,11,22,,,,,,,,-9999.0,,,133.0,-33.0,,,,,,,,,,
USC00042964,1923,11,23,,,,,,,,-9999.0,,,122.0,-33.0,,,,,,,,,,
USC00042964,1923,11,24,,,,,,,,-9999.0,,,133.0,-22.0,,,,,,,,,,
USC00042964,1923,11,25,,,,,,,,-9999.0,,,122.0,-33.0,,,,,,,,,,
USC00042964,1923,11,26,,,,,,,,-9999.0,,,111.0,-11.0,,,,,,,,,,
USC00042964,1923,11,27,,,,,,,,-9999.0,,,122.0,-17.0,,,,,,,,,,
USC00042964,1923,11,28,,,,,,,,74.0,,,100.0,-11.0,,,,,,,,,,
USC00042964,1923,11,29,,,,,,,,-9999.0,,,167.0,-11.0,,,,,,,,,,
USC00042964,1923,11,3,,,,,,,,-9999.0,,,172.0,6.0,,,,,,,,,,
USC00042964,1923,11,30,,,,,,,,-9999.0,,,89.0,-22.0,,,,,,,,,,
USC00042964,1923,11,31,,,,,,,,-9999.0,,,-9999.0,-9999.0,,,,,,,,,,
USC00042964,1923,11,4,,,,,,,,-9999.0,,,172.0,6.0,,,,,,,,,,
USC00042964,1923,11,5,,,,,,,,-9999.0,,,189.0,-11.0,,,,,,,,,,
USC00042964,1923,11,6,,,,,,,,-9999.0,,,167.0,-11.0,,,,,,,,,,
USC00042964,1923,11,7,,,,,,,,-9999.0,,,156.0,-11.0,,,,,,,,,,
USC00042964,1923,11,8,,,,,,,,-9999.0,,,-9999.0,22.0,,,,,,,,,,
USC00042964,1923,11,9,,,,,,,,-9999.0,,,150.0,-11.0,,,,,,,,,,
USC00042964,1923,12,1,,,,,,,,-9999.0,,-9999.0,56.0,-44.0,,,,,,,,,,
USC00042964,1923,12,10,,,,,,,,-9999.0,,-9999.0,44.0,-83.0,,,,,,,,,,
USC00042964,1923,12,11,,,,,,,,-9999.0,,-9999.0,44.0,-67.0,,,,,,,,,,
USC00042964,1923,12,12,,,,,,,,-9999.0,,-9999.0,56.0,0.0,,,,,,,,,,
USC00042964,1923,12,13,,,,,,,,-9999.0,,-9999.0,56.0,11.0,,,,,,,,,,
USC00042964,1923,12,14,,,,,,,,8.0,,-9999.0,56.0,6.0,,,,,,,,,,
USC00042964,1923,12,15,,,,,,,,-9999.0,,-9999.0,44.0,-11.0,,,,,,,,,,
USC00042964,1923,12,16,,,,,,,,36.0,,-9999.0,56.0,-28.0,,,,,,,,,,
USC00042964,1923,12,17,,,,,,,,-9999.0,,-9999.0,89.0,-6.0,,,,,,,,,,
USC00042964,1923,12,18,,,,,,,,-9999.0,,-9999.0,100.0,22.0,,,,,,,,,,
USC00042964,1923,12,19,,,,,,,,-9999.0,,-9999.0,67.0,11.0,,,,,,,,,,
USC00042964,1923,12,2,,,,,,,,-9999.0,,-9999.0,67.0,-33.0,,,,,,,,,,
USC00042964,1923,12,20,,,,,,,,-9999.0,,-9999.0,44.0,-50.0,,,,,,,,,,
USC00042964,1923,12,21,,,,,,,,-9999.0,,-9999.0,56.0,-44.0,,,,,,,,,,
USC00042964,1923,12,22,,,,,,,,-9999.0,,-9999.0,67.0,-39.0,,,,,,,,,,
USC00042964,1923,12,23,,,,,,,,-9999.0,,-9999.0,67.0,-56.0,,,,,,,,,,
USC00042964,1923,12,24,,,,,,,,-9999.0,,-9999.0,56.0,-50.0,,,,,,,,,,
USC00042964,1923,12,25,,,,,,,,-9999.0,,-9999.0,89.0,-39.0,,,,,,,,,,
USC00042964,1923,12,26,,,,,,,,-9999.0,,-9999.0,44.0,-50.0,,,,,,,,,,
USC00042964,1923,12,27,,,,,,,,-9999.0,,-9999.0,33.0,-78.0,,,,,,,,,,
USC00042964,1923,12,28,,,,,,,,-9999.0,,-9999.0,33.0,-44.0,,,,,,,,,,
USC00042964,1923,12,29,,,,,,,,-9999.0,,-9999.0,44.0,-11.0,,,,,,,,,,
USC00042964,1923,12,3,,,,,,,,-9999.0,,-9999.0,67.0,-61.0,,,,,,,,,,
USC00042964,1923,12,30,,,,,,,,-9999.0,,25.0,44.0,-33.0,,,,,,,,,,
USC00042964,1923,12,31,,,,,,,,-9999.0,,25.0,22.0,-33.0,,,,,,,,,,
USC00042964,1923,12,4,,,,,,,,-9999.0,,-9999.0,83.0,-67.0,,,,,,,,,,
USC00042964,1923,12,5,,,,,,,,-9999.0,,-9999.0,83.0,0.0,,,,,,,,,,
USC00042964,1923,12,6,,,,,,,,25.0,,-9999.0,61.0,-6.0,,,,,,,,,,
USC00042964,1923,12,7,,,,,,,,66.0,,-9999.0,56.0,-11.0,,,,,,,,,,
USC00042964,1923,12,8,,,,,,,,13.0,,-9999.0,11.0,-78.0,,,,,,,,,,
USC00042964,1923,12,9,,,,,,,,-9999.0,,-9999.0,17.0,-72.0,,,,,,,,,,
USC00042964,1924,1,1,,,,,,,,-9999.0,-9999.0,25.0,-22.0,-167.0,,,,,,,,,-9999.0,-9999.0
USC00042964,1924,1,10,,,,,,,,-9999.0,-9999.0,25.0,83.0,-122.0,,,,,,,,,-9999.0,-9999.0
USC00042964,1924,1,11,,,,,,,,-9999.0,-9999.0,25.0,89.0,-122.0,,,,,,,,,-9999.0,-9999.0
USC00042964,1924,1,12,,,,,,,,-9999.0,-9999.0,25.0,83.0,-122.0,,,,,,,,,-9999.0,-9999.0
USC00042964,1924,1,13,,,,,,,,-9999.0,-9999.0,25.0,56.0,-100.0,,,,,,,,,-9999.0,-9999.0
USC00042964,1924,1,14,,,,,,,,-9999.0,-9999.0,25.0,67.0,-67.0,,,,,,,,,-9999.0,-9999.0
USC00042964,1924,1,15,,,,,,,,-9999.0,-9999.0,25.0,100.0,-56.0,,,,,,,,,-9999.0,-9999.0
USC00042964,1924,1,16,,,,,,,,-9999.0,-9999.0,25.0,100.0,-56.0,,,,,,,,,-9999.0,-9999.0
USC00042964,1924,1,17,,,,,,,,-9999.0,-9999.0,25.0,78.0,-100.0,,,,,,,,,-9999.0,-9999.0
USC00042964,1924,1,18,,,,,,,,-9999.0,-9999.0,25.0,56.0,-89.0,,,,,,,,,-9999.0,-9999.0
USC00042964,1924,1,19,,,,,,,,-9999.0,-9999.0,0.0,89.0,-106.0,,,,,,,,,-9999.0,-9999.0
USC00042964,1924,1,2,,,,,,,,-9999.0,-9999.0,25.0,-33.0,-178.0,,,,,,,,,-9999.0,-9999.0
USC00042964,1924,1,20,,,,,,,,-9999.0,-9999.0,0.0,67.0,-100.0,,,,,,,,,-9999.0,-9999.0
USC00042964,1924,1,21,,,,,,,,-9999.0,-9999.0,0.0,72.0,-100.0,,,,,,,,,-9999.0,-9999.0
USC00042964,1924,1,22,,,,,,,,-9999.0,-9999.0,0.0,78.0,-100.0,,,,,,,,,-9999.0,-9999.0
USC00042964,1924,1,23,,,,,,,,-9999.0,-9999.0,0.0,100.0,-44.0,,,,,,,,,-9999.0,-9999.0
USC00042964,1924,1,24,,,,,,,,-9999.0,-9999.0,0.0,111.0,-67.0,,,,,,,,,-9999.0,-9999.0
USC00042964,1924,1,25,,,,,,,,20.0,20.0,0.0,89.0,-56.0,,,,,,,,,1.0,1.0
USC00042964,1924,1,26,,,,,,,,-9999.0,-9999.0,0.0,100.0,0.0,,,,,,,,,1.0,1.0
USC00042964,1924,1,27,,,,,,,,292.0,-9999.0,0.0,89.0,0.0,,,,,,,,,1.0,-9999.0
USC00042964,1924,1,28,,,,,,,,-9999.0,-9999.0,0.0,100.0,11.0,,,,,,,,,1.0,-9999.0
USC00042964,1924,1,29,,,,,,,,-9999.0,-9999.0,0.0,94.0,11.0,,,,,,,,,-9999.0,-9999.0
USC00042964,1924,1,3,,,,,,,,25.0,25.0,51.0,17.0,-72.0,,,,,,,,,-9999.0,-9999.0
USC00042964,1924,1,30,,,,,,,,13.0,-9999.0,0.0,111.0,11.0,,,,,,,,,-9999.0,-9999.0
USC00042964,1924,1,31,,,,,,,,-9999.0,-9999.0,0.0,122.0,11.0,,,,,,,,,-9999.0,-9999.0
USC00042964,1924,1,4,,,,,,,,-9999.0,-9999.0,51.0,67.0,-122.0,,,,,,,,,-9999.0,-9999.0
USC00042964,1924,1,5,,,,,,,,-9999.0,-9999.0,51.0,33.0,-100.0,,,,,,,,,-9999.0,-9999.0
USC00042964,1924,1,6,,,,,,,,-9999.0,-9999.0,25.0,50.0,-78.0,,,,,,,,,-9999.0,-9999.0
USC00042964,1924,1,7,,,,,,,,-9999.0,-9999.0,25.0,39.0,-111.0,,,,,,,,,-9999.0,-9999.0
USC00042964,1924,1,8,,,,,,,,-9999.0,-9999.0,25.0,44.0,-117.0,,,,,,,,,-9999.0,-9999.0
USC00042964,1924,1,9,,,,,,,,-9999.0,-9999.0,25.0,111.0,-122.0,,,,,,,,,-9999.0,-9999.0
USC00042964,1924,2,1,,,,,,,,56.0,,,100.0,11.0,,,,,,,,,,
USC00042964,1924,2,10,,,,,,,,0.0,,,100.0,-33.0,,,,,,,,,,
USC00042964,1924,2,11,,,,,,,,0.0,,,133.0,-22.0,,,,,,,,,,
USC00042964,1924,2,12,,,,,,,,0.0,,,156.0,0.0,,,,,,,,,,
USC00042964,1924,2,13,,,,,,,,0.0,,,100.0,-11.0,,,,,,,,,,
USC00042964,1924,2,14,,,,,,,,0.0,,,133.0,0.0,,,,,,,,,,
USC00042964,1924,2,15,,,,,,,,0.0,,,89.0,11.0,,,,,,,,,,
USC00042964,1924,2,16,,,,,,,,0.0,,,100.0,11.0,,,,,,,,,,
USC00042964,1924,2,17,,,,,,,,0.0,,,133.0,44.0,,,,,,,,,,
