ID,YEAR,MONTH,DAY,DAWM,EVAP,MDWM,MNPN,MXPN,PRCP,SNOW,SNWD,TMAX,TMIN,TOBS,WDMV,WT01
USC00044712,1975,10,15,,28.0,,83.0,228.0,0.0,0.0,0.0,233.0,72.0,89.0,48.0,
USC00044712,1975,10,16,,28.0,,94.0,233.0,0.0,0.0,0.0,239.0,78.0,122.0,68.0,
USC00044712,1975,10,17,,33.0,,100.0,244.0,0.0,0.0,0.0,256.0,89.0,89.0,61.0,
USC00044712,1975,10,18,,38.0,,100.0,222.0,0.0,0.0,0.0,250.0,83.0,144.0,106.0,
USC00044712,1975,10,19,,46.0,,100.0,222.0,0.0,0.0,0.0,244.0,100.0,106.0,114.0,
USC00044712,1975,10,2,,46.0,,117.0,272.0,0.0,0.0,0.0,289.0,100.0,100.0,35.0,
USC00044712,1975,10,20,,51.0,,100.0,228.0,0.0,0.0,0.0,283.0,94.0,111.0,103.0,
USC00044712,1975,10,21,,41.0,,100.0,244.0,0.0,0.0,0.0,289.0,106.0,106.0,76.0,
USC00044712,1975,10,22,,51.0,,78.0,228.0,0.0,0.0,0.0,261.0,100.0,111.0,134.0,
USC00044712,1975,10,23,,66.0,,44.0,172.0,0.0,0.0,0.0,183.0,106.0,106.0,196.0,
USC00044712,1975,10,24,,76.0,,44.0,150.0,0.0,0.0,0.0,178.0,106.0,117.0,229.0,
USC00044712,1975,10,25,,48.0,,50.0,172.0,0.0,0.0,0.0,189.0,50.0,78.0,114.0,
USC00044712,1975,10,26,,5.0,,56.0,106.0,33.0,0.0,0.0,161.0,67.0,133.0,140.0,
USC00044712,1975,10,27,,30.0,,50.0,144.0,3.0,0.0,0.0,178.0,50.0,72.0,103.0,
USC00044712,1975,10,28,,30.0,,39.0,150.0,0.0,0.0,0.0,161.0,33.0,67.0,103.0,
USC00044712,1975,10,29,,30.0,,44.0,172.0,0.0,0.0,0.0,183.0,28.0,56.0,74.0,
USC00044712,1975,10,3,,51.0,,117.0,256.0,0.0,0.0,0.0,283.0,100.0,122.0,61.0,
USC00044712,1975,10,30,,25.0,,50.0,161.0,147.0,0.0,0.0,194.0,50.0,122.0,127.0,
USC00044712,1975,10,31,,36.0,,67.0,172.0,48.0,0.0,0.0,189.0,100.0,139.0,134.0,
USC00044712,1975,10,4,,51.0,,117.0,272.0,0.0,0.0,0.0,322.0,117.0,133.0,61.0,
USC00044712,1975,10,5,,56.0,,111.0,278.0,0.0,0.0,0.0,306.0,100.0,106.0,60.0,
USC00044712,1975,10,6,,66.0,,111.0,244.0,5.0,0.0,0.0,306.0,100.0,167.0,101.0,
USC00044712,1975,10,7,,56.0,,67.0,200.0,0.0,0.0,0.0,217.0,89.0,94.0,206.0,
USC00044712,1975,10,8,,38.0,,67.0,206.0,0.0,0.0,0.0,206.0,56.0,72.0,63.0,
USC00044712,1975,10,9,,48.0,,72.0,189.0,0.0,0.0,0.0,211.0,61.0,150.0,98.0,
USC00044712,1975,11,1,,43.0,,44.0,178.0,0.0,0.0,0.0,217.0,22.0,61.0,95.0,
USC00044712,1975,11,10,,23.0,,39.0,117.0,8.0,0.0,0.0,144.0,61.0,100.0,114.0,
USC00044712,1975,11,11,,38.0,,28.0,133.0,0.0,0.0,0.0,150.0,44.0,67.0,150.0,
USC00044712,1975,11,12,,30.0,,17.0,133.0,0.0,0.0,0.0,161.0,0.0,17.0,105.0,
USC00044712,1975,11,13,,25.0,,11.0,139.0,0.0,0.0,0.0,172.0,11.0,61.0,116.0,
USC00044712,1975,11,14,,20.0,,28.0,156.0,0.0,0.0,0.0,194.0,39.0,56.0,64.0,
USC00044712,1975,11,15,,8.0,,50.0,117.0,0.0,0.0,0.0,172.0,56.0,133.0,45.0,
USC00044712,1975,11,16,,10.0,,83.0,122.0,0.0,0.0,0.0,156.0,111.0,117.0,116.0,
USC00044712,1975,11,17,,38.0,,22.0,117.0,0.0,0.0,0.0,150.0,61.0,94.0,188.0,
USC00044712,1975,11,18,,79.0,,6.0,106.0,0.0,0.0,0.0,144.0,67.0,72.0,338.0,
USC00044712,1975,11,19,,61.0,,6.0,83.0,0.0,0.0,0.0,128.0,28.0,44.0,219.0,
USC00044712,1975,11,2,,20.0,,44.0,178.0,0.0,0.0,0.0,189.0,56.0,94.0,64.0,
USC00044712,1975,11,20,,13.0,,11.0,94.0,0.0,0.0,0.0,122.0,39.0,72.0,48.0,
USC00044712,1975,11,21,,15.0,,17.0,111.0,0.0,0.0,0.0,117.0,6.0,44.0,89.0,
USC00044712,1975,11,22,,20.0,,11.0,128.0,0.0,0.0,0.0,156.0,-6.0,11.0,64.0,
USC00044712,1975,11,23,,10.0,,11.0,94.0,0.0,0.0,0.0,128.0,11.0,44.0,89.0,
USC00044712,1975,11,24,,23.0,,17.0,139.0,0.0,0.0,0.0,206.0,6.0,28.0,79.0,
USC00044712,1975,11,25,,38.0,,17.0,133.0,0.0,0.0,0.0,211.0,22.0,183.0,132.0,
USC00044712,1975,11,26,,99.0,,39.0,144.0,0.0,0.0,0.0,222.0,50.0,67.0,249.0,
USC00044712,1975,11,27,,10.0,,39.0,150.0,0.0,0.0,0.0,156.0,56.0,61.0,92.0,
USC00044712,1975,11,28,,36.0,,17.0,106.0,0.0,0.0,0.0,139.0,50.0,61.0,187.0,
USC00044712,1975,11,29,,43.0,,6.0,100.0,0.0,0.0,0.0,128.0,33.0,56.0,195.0,
USC00044712,1975,11,3,,18.0,,44.0,189.0,0.0,0.0,0.0,217.0,83.0,106.0,108.0,
USC00044712,1975,11,30,,18.0,,6.0,94.0,0.0,0.0,0.0,128.0,33.0,56.0,93.0,
USC00044712,1975,11,31,,-9999.0,,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,
USC00044712,1975,11,4,,23.0,,72.0,200.0,0.0,0.0,0.0,222.0,94.0,100.0,100.0,
USC00044712,1975,11,5,,23.0,,72.0,200.0,0.0,0.0,0.0,222.0,78.0,122.0,79.0,
USC00044712,1975,11,6,,18.0,,72.0,156.0,0.0,0.0,0.0,178.0,83.0,111.0,106.0,
USC00044712,1975,11,7,,28.0,,72.0,178.0,0.0,0.0,0.0,194.0,111.0,144.0,87.0,
USC00044712,1975,11,8,,13.0,,72.0,161.0,0.0,0.0,0.0,189.0,67.0,100.0,50.0,
USC00044712,1975,11,9,,25.0,,39.0,172.0,0.0,0.0,0.0,178.0,50.0,67.0,71.0,
USC00044712,1975,12,1,,10.0,,33.0,106.0,0.0,0.0,0.0,139.0,39.0,39.0,40.0,
USC00044712,1975,12,10,,3.0,,22.0,94.0,0.0,0.0,0.0,111.0,6.0,44.0,45.0,
USC00044712,1975,12,11,,3.0,,39.0,94.0,0.0,0.0,0.0,100.0,33.0,39.0,37.0,
USC00044712,1975,12,12,,10.0,,39.0,61.0,28.0,0.0,0.0,100.0,39.0,56.0,98.0,
USC00044712,1975,12,13,,33.0,,-9999.0,-9999.0,0.0,0.0,0.0,139.0,44.0,61.0,151.0,
USC00044712,1975,12,14,,41.0,,-9999.0,-9999.0,0.0,0.0,0.0,128.0,61.0,78.0,212.0,
USC00044712,1975,12,15,,33.0,,-9999.0,-9999.0,0.0,0.0,0.0,133.0,-39.0,-17.0,150.0,
USC00044712,1975,12,16,,-9999.0,,-17.0,83.0,0.0,0.0,0.0,122.0,-28.0,0.0,108.0,
USC00044712,1975,12,17,,13.0,,6.0,106.0,0.0,0.0,0.0,150.0,-11.0,0.0,64.0,
USC00044712,1975,12,18,,8.0,,6.0,106.0,0.0,0.0,0.0,156.0,-6.0,6.0,69.0,
USC00044712,1975,12,19,,15.0,,6.0,106.0,0.0,0.0,0.0,156.0,-6.0,17.0,82.0,
USC00044712,1975,12,2,,15.0,,33.0,139.0,0.0,0.0,0.0,172.0,33.0,39.0,77.0,
USC00044712,1975,12,20,,18.0,,11.0,100.0,0.0,0.0,0.0,156.0,11.0,11.0,122.0,
USC00044712,1975,12,21,,18.0,,11.0,111.0,0.0,0.0,0.0,161.0,-6.0,39.0,85.0,
USC00044712,1975,12,22,,5.0,,22.0,78.0,61.0,0.0,0.0,117.0,33.0,61.0,43.0,
USC00044712,1975,12,23,,5.0,,22.0,83.0,0.0,0.0,0.0,100.0,28.0,61.0,90.0,
USC00044712,1975,12,24,,8.0,,17.0,106.0,0.0,0.0,0.0,139.0,-6.0,11.0,42.0,
USC00044712,1975,12,25,,8.0,,17.0,106.0,0.0,0.0,0.0,133.0,-6.0,0.0,56.0,
USC00044712,1975,12,26,,3.0,,17.0,94.0,0.0,0.0,0.0,100.0,-6.0,44.0,45.0,
USC00044712,1975,12,27,,3.0,,44.0,83.0,0.0,0.0,0.0,100.0,44.0,67.0,39.0,
USC00044712,1975,12,28,,18.0,,39.0,117.0,0.0,0.0,0.0,161.0,56.0,61.0,95.0,
USC00044712,1975,12,29,,28.0,,39.0,161.0,0.0,0.0,0.0,239.0,17.0,39.0,87.0,
USC00044712,1975,12,3,,15.0,,28.0,144.0,0.0,0.0,0.0,183.0,6.0,39.0,53.0,
USC00044712,1975,12,30,,18.0,,50.0,128.0,0.0,0.0,0.0,161.0,17.0,72.0,93.0,
USC00044712,1975,12,31,,48.0,,11.0,111.0,0.0,0.0,0.0,144.0,56.0,61.0,201.0,
USC00044712,1975,12,4,,8.0,,28.0,128.0,0.0,0.0,0.0,167.0,22.0,94.0,48.0,
USC00044712,1975,12,5,,13.0,,39.0,128.0,0.0,0.0,0.0,167.0,83.0,106.0,137.0,
USC00044712,1975,12,6,,13.0,,50.0,117.0,0.0,0.0,0.0,156.0,44.0,44.0,82.0,
USC00044712,1975,12,7,,20.0,,44.0,139.0,0.0,0.0,0.0,172.0,33.0,33.0,126.0,
USC00044712,1975,12,8,,13.0,,33.0,139.0,0.0,0.0,0.0,172.0,6.0,22.0,48.0,
USC00044712,1975,12,9,,8.0,,28.0,111.0,0.0,0.0,0.0,144.0,11.0,17.0,42.0,
USC00044712,1976,1,1,,51.0,,6.0,83.0,0.0,0.0,0.0,117.0,44.0,50.0,248.0,
USC00044712,1976,1,10,,8.0,,11.0,94.0,76.0,0.0,0.0,111.0,-11.0,6.0,48.0,
USC00044712,1976,1,11,,8.0,,11.0,100.0,0.0,0.0,0.0,100.0,-11.0,33.0,37.0,
USC00044712,1976,1,12,,15.0,,22.0,72.0,13.0,0.0,0.0,89.0,17.0,56.0,45.0,
USC00044712,1976,1,13,,5.0,,22.0,72.0,0.0,0.0,0.0,89.0,22.0,33.0,66.0,
USC00044712,1976,1,14,,10.0,,17.0,111.0,0.0,0.0,0.0,133.0,6.0,33.0,56.0,
USC00044712,1976,1,15,,10.0,,22.0,117.0,0.0,0.0,0.0,139.0,17.0,33.0,71.0,
USC00044712,1976,1,16,,13.0,,28.0,133.0,0.0,0.0,0.0,161.0,6.0,11.0,56.0,
USC00044712,1976,1,17,,10.0,,28.0,133.0,0.0,0.0,0.0,178.0,6.0,22.0,66.0,
USC00044712,1976,1,18,,15.0,,28.0,139.0,0.0,0.0,0.0,172.0,0.0,6.0,71.0,
USC00044712,1976,1,19,,76.0,,28.0,139.0,0.0,0.0,0.0,211.0,6.0,133.0,237.0,
USC00044712,1976,1,2,,28.0,,-6.0,78.0,0.0,0.0,0.0,106.0,-28.0,-22.0,171.0,
USC00044712,1976,1,20,,53.0,,17.0,150.0,0.0,0.0,0.0,211.0,-6.0,28.0,146.0,
USC00044712,1976,1,21,,30.0,,17.0,139.0,0.0,0.0,0.0,200.0,11.0,33.0,129.0,
USC00044712,1976,1,22,,23.0,,22.0,139.0,0.0,0.0,0.0,200.0,17.0,44.0,103.0,
USC00044712,1976,1,23,,25.0,,22.0,133.0,0.0,0.0,0.0,178.0,33.0,44.0,140.0,
USC00044712,1976,1,24,,15.0,,22.0,111.0,0.0,0.0,0.0,167.0,44.0,100.0,64.0,
USC00044712,1976,1,25,,53.0,,17.0,144.0,0.0,0.0,0.0,206.0,-6.0,22.0,61.0,
USC00044712,1976,1,26,,30.0,,11.0,139.0,0.0,0.0,0.0,200.0,0.0,11.0,175.0,
USC00044712,1976,1,27,,25.0,,17.0,122.0,0.0,0.0,0.0,167.0,6.0,50.0,124.0,
USC00044712,1976,1,28,,28.0,,17.0,133.0,0.0,0.0,0.0,189.0,-6.0,11.0,130.0,
USC00044712,1976,1,29,,28.0,,11.0,139.0,0.0,0.0,0.0,183.0,0.0,56.0,134.0,
USC00044712,1976,1,3,,18.0,,-6.0,72.0,0.0,0.0,0.0,106.0,-28.0,-6.0,64.0,
USC00044712,1976,1,30,,25.0,,28.0,133.0,0.0,0.0,0.0,194.0,44.0,72.0,113.0,
USC00044712,1976,1,31,,33.0,,33.0,167.0,0.0,0.0,0.0,239.0,44.0,56.0,109.0,
USC00044712,1976,1,4,,10.0,,0.0,50.0,0.0,0.0,0.0,94.0,-6.0,6.0,95.0,
USC00044712,1976,1,5,,13.0,,-6.0,72.0,0.0,0.0,0.0,111.0,0.0,61.0,37.0,
USC00044712,1976,1,6,,8.0,,17.0,89.0,0.0,0.0,0.0,133.0,6.0,44.0,82.0,
USC00044712,1976,1,7,,15.0,,11.0,100.0,0.0,0.0,0.0,139.0,11.0,28.0,103.0,
USC00044712,1976,1,8,,10.0,,11.0,94.0,0.0,0.0,0.0,128.0,-6.0,6.0,50.0,
USC00044712,1976,1,9,,8.0,,11.0,100.0,58.0,0.0,0.0,128.0,-6.0,56.0,35.0,
USC00044712,1976,2,1,,33.0,,39.0,150.0,0.0,0.0,0.0,217.0,50.0,67.0,116.0,
USC00044712,1976,2,10,,20.0,,39.0,150.0,0.0,0.0,0.0,178.0,44.0,44.0,77.0,
USC00044712,1976,2,11,,38.0,,17.0,150.0,0.0,0.0,0.0,178.0,-6.0,39.0,114.0,
USC00044712,1976,2,12,,23.0,,22.0,150.0,0.0,0.0,0.0,172.0,28.0,72.0,101.0,
USC00044712,1976,2,13,,23.0,,44.0,167.0,0.0,0.0,0.0,178.0,22.0,33.0,55.0,
USC00044712,1976,2,14,,8.0,,50.0,106.0,18.0,0.0,0.0,156.0,33.0,83.0,79.0,
USC00044712,1976,2,15,,13.0,,44.0,94.0,10.0,0.0,0.0,122.0,39.0,61.0,124.0,
USC00044712,1976,2,16,,15.0,,39.0,128.0,0.0,0.0,0.0,144.0,61.0,89.0,85.0,
USC00044712,1976,2,17,,0.0,,61.0,72.0,5.0,0.0,0.0,94.0,67.0,89.0,93.0,
USC00044712,1976,2,18,,18.0,,61.0,161.0,0.0,0.0,0.0,178.0,56.0,67.0,82.0,
USC00044712,1976,2,19,,38.0,,50.0,172.0,8.0,0.0,0.0,167.0,56.0,83.0,240.0,
USC00044712,1976,2,2,,38.0,,44.0,156.0,0.0,0.0,0.0,211.0,61.0,83.0,134.0,
USC00044712,1976,2,20,,25.0,,28.0,139.0,0.0,0.0,0.0,150.0,39.0,72.0,127.0,
USC00044712,1976,2,21,,43.0,,17.0,150.0,0.0,0.0,0.0,172.0,11.0,28.0,130.0,
USC00044712,1976,2,22,,23.0,,17.0,150.0,0.0,0.0,0.0,161.0,17.0,61.0,101.0,
USC00044712,1976,2,23,,20.0,,33.0,128.0,0.0,0.0,0.0,161.0,39.0,56.0,71.0,
USC00044712,1976,2,24,,18.0,,39.0,117.0,0.0,0.0,0.0,150.0,39.0,78.0,56.0,
USC00044712,1976,2,25,,41.0,,33.0,150.0,0.0,0.0,0.0,167.0,61.0,89.0,166.0,
USC00044712,1976,2,26,,18.0,,61.0,111.0,0.0,0.0,0.0,144.0,78.0,117.0,127.0,
USC00044712,1976,2,27,,36.0,,72.0,167.0,0.0,0.0,0.0,178.0,72.0,100.0,148.0,
USC00044712,1976,2,28,,41.0,,83.0,189.0,0.0,0.0,0.0,183.0,100.0,111.0,153.0,
USC00044712,1976,2,29,,28.0,,89.0,178.0,10.0,0.0,0.0,189.0,100.0,106.0,117.0,
USC00044712,1976,2,3,,28.0,,33.0,167.0,0.0,0.0,0.0,222.0,28.0,50.0,95.0,
USC00044712,1976,2,30,,-9999.0,,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,
USC00044712,1976,2,31,,-9999.0,,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,
USC00044712,1976,2,4,,38.0,,33.0,156.0,0.0,0.0,0.0,206.0,28.0,78.0,164.0,
USC00044712,1976,2,5,,53.0,,0.0,100.0,0.0,0.0,0.0,117.0,-11.0,17.0,254.0,
USC00044712,1976,2,6,,33.0,,0.0,28.0,0.0,0.0,0.0,78.0,-6.0,56.0,243.0,
USC00044712,1976,2,7,,23.0,,11.0,61.0,0.0,0.0,0.0,94.0,-6.0,22.0,101.0,
USC00044712,1976,2,8,,20.0,,11.0,117.0,0.0,0.0,0.0,156.0,11.0,89.0,126.0,
USC00044712,1976,2,9,,5.0,,56.0,89.0,97.0,0.0,0.0,128.0,50.0,89.0,60.0,
USC00044712,1976,3,1,,20.0,,22.0,111.0,163.0,0.0,0.0,139.0,33.0,56.0,169.0,
USC00044712,1976,3,10,,41.0,,44.0,200.0,0.0,0.0,0.0,222.0,33.0,44.0,76.0,
USC00044712,1976,3,11,,33.0,,56.0,189.0,0.0,0.0,0.0,183.0,33.0,72.0,103.0,
USC00044712,1976,3,12,,74.0,,50.0,183.0,0.0,0.0,0.0,211.0,72.0,128.0,169.0,
USC00044712,1976,3,13,,61.0,,44.0,183.0,0.0,0.0,0.0,217.0,17.0,50.0,113.0,
USC00044712,1976,3,14,,36.0,,44.0,183.0,0.0,0.0,0.0,194.0,44.0,122.0,87.0,
USC00044712,1976,3,15,,51.0,,61.0,200.0,0.0,0.0,0.0,217.0,61.0,83.0,127.0,
USC00044712,1976,3,16,,36.0,,67.0,211.0,0.0,0.0,0.0,217.0,78.0,106.0,60.0,
USC00044712,1976,3,17,,46.0,,89.0,228.0,0.0,0.0,0.0,239.0,100.0,144.0,85.0,
USC00044712,1976,3,18,,69.0,,83.0,217.0,0.0,0.0,0.0,244.0,83.0,111.0,153.0,
USC00044712,1976,3,19,,51.0,,33.0,167.0,10.0,0.0,0.0,156.0,67.0,78.0,225.0,
USC00044712,1976,3,2,,30.0,,17.0,89.0,147.0,0.0,0.0,100.0,28.0,44.0,153.0,
USC00044712,1976,3,20,,53.0,,33.0,161.0,0.0,0.0,0.0,150.0,67.0,89.0,153.0,
USC00044712,1976,3,21,,53.0,,39.0,189.0,0.0,0.0,0.0,217.0,44.0,78.0,137.0,
USC00044712,1976,3,22,,53.0,,50.0,222.0,0.0,0.0,0.0,244.0,50.0,117.0,108.0,
USC00044712,1976,3,23,,66.0,,44.0,194.0,0.0,0.0,0.0,206.0,83.0,94.0,230.0,
USC00044712,1976,3,24,,51.0,,56.0,183.0,0.0,0.0,0.0,189.0,67.0,106.0,114.0,
USC00044712,1976,3,25,,43.0,,28.0,156.0,0.0,0.0,0.0,150.0,44.0,78.0,240.0,
USC00044712,1976,3,26,,61.0,,28.0,172.0,0.0,0.0,0.0,178.0,28.0,78.0,135.0,
USC00044712,1976,3,27,,56.0,,33.0,172.0,0.0,0.0,0.0,200.0,67.0,83.0,193.0,
USC00044712,1976,3,28,,69.0,,39.0,150.0,0.0,0.0,0.0,156.0,78.0,111.0,254.0,
USC00044712,1976,3,29,,58.0,,56.0,200.0,0.0,0.0,0.0,200.0,72.0,139.0,169.0,
USC00044712,1976,3,3,,18.0,,6.0,39.0,216.0,0.0,0.0,61.0,6.0,33.0,126.0,
USC00044712,1976,3,30,,71.0,,56.0,200.0,0.0,0.0,0.0,244.0,67.0,111.0,154.0,
USC00044712,1976,3,31,,76.0,,61.0,222.0,0.0,0.0,0.0,244.0,39.0,106.0,129.0,
USC00044712,1976,3,4,,43.0,,6.0,117.0,0.0,0.0,0.0,122.0,11.0,33.0,159.0,
