ID,YEAR,MONTH,DAY,DAEV,DAPR,DAWM,EVAP,MDEV,MDPR,MDWM,MNPN,MXPN,PRCP,SNOW,SNWD,TMAX,TMIN,TOBS,WDMV,WT01
USC00044534,1955,2,25,,,,46.0,,,,,,0.0,0.0,0.0,183.0,22.0,72.0,48.0,
USC00044534,1955,2,26,,,,46.0,,,,,,0.0,0.0,0.0,172.0,22.0,78.0,166.0,
USC00044534,1955,2,27,,,,43.0,,,,,,89.0,0.0,0.0,178.0,44.0,89.0,274.0,
USC00044534,1955,2,28,,,,46.0,,,,,,8.0,0.0,0.0,206.0,-11.0,61.0,101.0,
USC00044534,1955,2,29,,,,-9999.0,,,,,,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,
USC00044534,1955,2,3,,,,51.0,,,,,,0.0,0.0,0.0,122.0,0.0,22.0,171.0,
USC00044534,1955,2,30,,,,-9999.0,,,,,,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,
USC00044534,1955,2,31,,,,-9999.0,,,,,,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,
USC00044534,1955,2,4,,,,38.0,,,,,,0.0,0.0,0.0,111.0,-11.0,17.0,92.0,
USC00044534,1955,2,5,,,,38.0,,,,,,0.0,0.0,0.0,128.0,-17.0,11.0,56.0,
USC00044534,1955,2,6,,,,25.0,,,,,,0.0,0.0,0.0,128.0,11.0,17.0,37.0,
USC00044534,1955,2,7,,,,23.0,,,,,,0.0,0.0,0.0,133.0,17.0,22.0,58.0,
USC00044534,1955,2,8,,,,25.0,,,,,,0.0,0.0,0.0,167.0,17.0,61.0,21.0,
USC00044534,1955,2,9,,,,28.0,,,,,,0.0,0.0,0.0,167.0,22.0,50.0,42.0,
USC00044534,1955,3,1,,,,38.0,,,,,,0.0,0.0,0.0,183.0,0.0,50.0,68.0,
USC00044534,1955,3,10,,,,41.0,,,,,,3.0,0.0,0.0,222.0,89.0,111.0,53.0,
USC00044534,1955,3,11,,,,28.0,,,,,,0.0,0.0,0.0,194.0,111.0,117.0,-9999.0,
USC00044534,1955,3,12,,,,53.0,,,,,,0.0,0.0,0.0,217.0,94.0,106.0,85.0,
USC00044534,1955,3,13,,,,58.0,,,,,,0.0,0.0,0.0,211.0,72.0,83.0,100.0,
USC00044534,1955,3,14,,,,43.0,,,,,,0.0,0.0,0.0,183.0,61.0,72.0,80.0,
USC00044534,1955,3,15,,,,48.0,,,,,,0.0,0.0,0.0,150.0,11.0,78.0,140.0,
USC00044534,1955,3,16,,,,51.0,,,,,,0.0,0.0,0.0,156.0,22.0,89.0,97.0,
USC00044534,1955,3,17,,,,64.0,,,,,,0.0,0.0,0.0,189.0,33.0,100.0,103.0,
USC00044534,1955,3,18,,,,51.0,,,,,,0.0,0.0,0.0,189.0,33.0,94.0,47.0,
USC00044534,1955,3,19,,,,38.0,,,,,,0.0,0.0,0.0,211.0,44.0,100.0,40.0,
USC00044534,1955,3,2,,,,20.0,,,,,,0.0,0.0,0.0,150.0,11.0,72.0,40.0,
USC00044534,1955,3,20,,,,-9999.0,,,,,,0.0,0.0,0.0,222.0,83.0,100.0,167.0,
USC00044534,1955,3,21,,,,76.0,,,,,,0.0,0.0,0.0,172.0,28.0,89.0,163.0,
USC00044534,1955,3,22,,,,76.0,,,,,,0.0,0.0,0.0,206.0,50.0,83.0,76.0,
USC00044534,1955,3,23,,,,61.0,,,,,,0.0,0.0,0.0,228.0,33.0,61.0,77.0,
USC00044534,1955,3,24,,,,61.0,,,,,,0.0,0.0,0.0,211.0,67.0,111.0,71.0,
USC00044534,1955,3,25,,,,66.0,,,,,,0.0,0.0,0.0,233.0,100.0,122.0,87.0,
USC00044534,1955,3,26,,,,76.0,,,,,,0.0,0.0,0.0,250.0,89.0,144.0,117.0,
USC00044534,1955,3,27,,,,81.0,,,,,,0.0,0.0,0.0,261.0,122.0,139.0,90.0,
USC00044534,1955,3,28,,,,64.0,,,,,,0.0,0.0,0.0,267.0,128.0,144.0,97.0,
USC00044534,1955,3,29,,,,114.0,,,,,,0.0,0.0,0.0,267.0,83.0,128.0,225.0,
USC00044534,1955,3,3,,,,38.0,,,,,,0.0,0.0,0.0,172.0,39.0,89.0,42.0,
USC00044534,1955,3,30,,,,76.0,,,,,,0.0,0.0,0.0,244.0,56.0,100.0,161.0,
USC00044534,1955,3,31,,,,76.0,,,,,,0.0,0.0,0.0,189.0,22.0,128.0,167.0,
USC00044534,1955,3,4,,,,30.0,,,,,,0.0,0.0,0.0,183.0,28.0,72.0,39.0,
USC00044534,1955,3,5,,,,38.0,,,,,,0.0,0.0,0.0,172.0,44.0,72.0,80.0,
USC00044534,1955,3,6,,,,61.0,,,,,,0.0,0.0,0.0,167.0,39.0,89.0,101.0,
USC00044534,1955,3,7,,,,38.0,,,,,,0.0,0.0,0.0,194.0,44.0,100.0,74.0,
USC00044534,1955,3,8,,,,69.0,,,,,,0.0,0.0,0.0,233.0,72.0,117.0,11.0,
USC00044534,1955,3,9,,,,74.0,,,,,,28.0,0.0,0.0,250.0,83.0,156.0,106.0,
USC00044534,1955,4,1,,,,76.0,,,,,,0.0,0.0,0.0,239.0,128.0,167.0,98.0,
USC00044534,1955,4,10,,,,102.0,,,,,,0.0,0.0,0.0,294.0,117.0,144.0,-9999.0,
USC00044534,1955,4,11,,,,99.0,,,,,,0.0,0.0,0.0,228.0,78.0,122.0,198.0,
USC00044534,1955,4,12,,,,91.0,,,,,,0.0,0.0,0.0,222.0,78.0,139.0,198.0,
USC00044534,1955,4,13,,,,76.0,,,,,,0.0,0.0,0.0,244.0,100.0,133.0,122.0,
USC00044534,1955,4,14,,,,76.0,,,,,,0.0,0.0,0.0,261.0,78.0,106.0,137.0,
USC00044534,1955,4,15,,,,89.0,,,,,,0.0,0.0,0.0,217.0,72.0,128.0,114.0,
USC00044534,1955,4,16,,,,76.0,,,,,,0.0,0.0,0.0,233.0,78.0,144.0,106.0,
USC00044534,1955,4,17,,,,104.0,,,,,,0.0,0.0,0.0,267.0,72.0,117.0,201.0,
USC00044534,1955,4,18,,,,74.0,,,,,,18.0,0.0,0.0,222.0,33.0,89.0,187.0,
USC00044534,1955,4,19,,,,48.0,,,,,,10.0,0.0,0.0,161.0,11.0,94.0,135.0,
USC00044534,1955,4,2,,,,89.0,,,,,,0.0,0.0,0.0,250.0,50.0,106.0,172.0,
USC00044534,1955,4,20,,,,61.0,,,,,,0.0,0.0,0.0,183.0,39.0,128.0,101.0,
USC00044534,1955,4,21,,,,104.0,,,,,,15.0,0.0,0.0,233.0,89.0,100.0,253.0,
USC00044534,1955,4,22,,,,20.0,,,,,,41.0,0.0,0.0,172.0,83.0,122.0,151.0,
USC00044534,1955,4,23,,,,61.0,,,,,,0.0,0.0,0.0,217.0,83.0,111.0,130.0,
USC00044534,1955,4,24,,,,64.0,,,,,,0.0,0.0,0.0,244.0,111.0,150.0,77.0,
USC00044534,1955,4,25,,,,81.0,,,,,,0.0,0.0,0.0,261.0,89.0,106.0,106.0,
USC00044534,1955,4,26,,,,69.0,,,,,,5.0,0.0,0.0,183.0,56.0,89.0,261.0,
USC00044534,1955,4,27,,,,76.0,,,,,,0.0,0.0,0.0,167.0,22.0,78.0,174.0,
USC00044534,1955,4,28,,,,76.0,,,,,,0.0,0.0,0.0,189.0,61.0,106.0,132.0,
USC00044534,1955,4,29,,,,76.0,,,,,,0.0,0.0,0.0,244.0,78.0,111.0,137.0,
USC00044534,1955,4,3,,,,76.0,,,,,,0.0,0.0,0.0,167.0,17.0,89.0,169.0,
USC00044534,1955,4,30,,,,64.0,,,,,,76.0,0.0,0.0,200.0,89.0,100.0,201.0,
USC00044534,1955,4,31,,,,-9999.0,,,,,,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,
USC00044534,1955,4,4,,,,-9999.0,,,,,,0.0,0.0,0.0,189.0,56.0,100.0,137.0,
USC00044534,1955,4,5,,,,46.0,,,,,,0.0,0.0,0.0,183.0,17.0,117.0,98.0,
USC00044534,1955,4,6,,,,71.0,,,,,,0.0,0.0,0.0,206.0,56.0,106.0,95.0,
USC00044534,1955,4,7,,,,76.0,,,,,,0.0,0.0,0.0,250.0,78.0,122.0,-9999.0,
USC00044534,1955,4,8,,,,89.0,,,,,,0.0,0.0,0.0,283.0,83.0,156.0,105.0,
USC00044534,1955,4,9,,,,97.0,,,,,,0.0,0.0,0.0,289.0,111.0,117.0,127.0,
USC00044534,1955,5,1,,,,38.0,,,,,,89.0,0.0,0.0,133.0,78.0,100.0,129.0,
USC00044534,1955,5,10,,,,69.0,,,,,,0.0,0.0,0.0,244.0,122.0,183.0,85.0,
USC00044534,1955,5,11,,,,76.0,,,,,,0.0,0.0,0.0,328.0,156.0,244.0,85.0,
USC00044534,1955,5,12,,,,114.0,,,,,,0.0,0.0,0.0,350.0,172.0,239.0,92.0,
USC00044534,1955,5,13,,,,-9999.0,,,,,,0.0,0.0,0.0,356.0,144.0,167.0,126.0,
USC00044534,1955,5,14,,,,114.0,,,,,,0.0,0.0,0.0,278.0,106.0,139.0,166.0,
USC00044534,1955,5,15,,,,114.0,,,,,,0.0,0.0,0.0,222.0,78.0,111.0,200.0,
USC00044534,1955,5,16,,,,76.0,,,,,,0.0,0.0,0.0,244.0,106.0,144.0,124.0,
USC00044534,1955,5,17,,,,135.0,,,,,,0.0,0.0,0.0,294.0,128.0,233.0,177.0,
USC00044534,1955,5,18,,,,104.0,,,,,,0.0,0.0,0.0,344.0,178.0,189.0,241.0,
USC00044534,1955,5,19,,,,137.0,,,,,,0.0,0.0,0.0,378.0,183.0,217.0,98.0,
USC00044534,1955,5,2,,,,33.0,,,,,,0.0,0.0,0.0,156.0,72.0,111.0,146.0,
USC00044534,1955,5,20,,,,178.0,,,,,,0.0,0.0,0.0,389.0,194.0,233.0,148.0,
USC00044534,1955,5,21,,,,137.0,,,,,,0.0,0.0,0.0,383.0,189.0,217.0,113.0,
USC00044534,1955,5,22,,,,137.0,,,,,,0.0,0.0,0.0,344.0,156.0,172.0,137.0,
USC00044534,1955,5,23,,,,114.0,,,,,,0.0,0.0,0.0,311.0,128.0,161.0,103.0,
USC00044534,1955,5,24,,,,99.0,,,,,,0.0,0.0,0.0,300.0,139.0,172.0,98.0,
USC00044534,1955,5,25,,,,135.0,,,,,,0.0,0.0,0.0,289.0,144.0,200.0,66.0,
USC00044534,1955,5,26,,,,135.0,,,,,,0.0,0.0,0.0,294.0,144.0,194.0,129.0,
USC00044534,1955,5,27,,,,114.0,,,,,,0.0,0.0,0.0,294.0,144.0,183.0,142.0,
USC00044534,1955,5,28,,,,130.0,,,,,,0.0,0.0,0.0,317.0,156.0,239.0,122.0,
USC00044534,1955,5,29,,,,114.0,,,,,,0.0,0.0,0.0,389.0,200.0,283.0,89.0,
USC00044534,1955,5,3,,,,58.0,,,,,,0.0,0.0,0.0,206.0,83.0,128.0,85.0,
USC00044534,1955,5,30,,,,152.0,,,,,,0.0,0.0,0.0,394.0,183.0,222.0,95.0,
USC00044534,1955,5,31,,,,-9999.0,,,,,,0.0,0.0,0.0,217.0,100.0,-9999.0,-9999.0,
USC00044534,1955,5,4,,,,76.0,,,,,,0.0,0.0,0.0,239.0,89.0,106.0,90.0,
USC00044534,1955,5,5,,,,76.0,,,,,,0.0,0.0,0.0,244.0,100.0,156.0,127.0,
USC00044534,1955,5,6,,,,76.0,,,,,,0.0,0.0,0.0,278.0,128.0,133.0,111.0,
USC00044534,1955,5,7,,,,25.0,,,,,,64.0,0.0,0.0,250.0,106.0,122.0,146.0,
USC00044534,1955,5,8,,,,38.0,,,,,,86.0,0.0,0.0,183.0,106.0,122.0,113.0,
USC00044534,1955,5,9,,,,43.0,,,,,,0.0,0.0,0.0,206.0,117.0,144.0,95.0,
USC00044534,1955,6,1,,,,114.0,,,,,,0.0,0.0,0.0,222.0,117.0,144.0,483.0,
USC00044534,1955,6,10,,,,170.0,,,,,,0.0,0.0,0.0,400.0,178.0,200.0,161.0,
USC00044534,1955,6,11,,,,114.0,,,,,,0.0,0.0,0.0,339.0,117.0,172.0,103.0,
USC00044534,1955,6,12,,,,135.0,,,,,,0.0,0.0,0.0,300.0,117.0,167.0,198.0,
USC00044534,1955,6,13,,,,145.0,,,,,,0.0,0.0,0.0,311.0,133.0,194.0,-9999.0,
USC00044534,1955,6,14,,,,114.0,,,,,,0.0,0.0,0.0,311.0,117.0,150.0,219.0,
USC00044534,1955,6,15,,,,124.0,,,,,,0.0,0.0,0.0,278.0,122.0,150.0,121.0,
USC00044534,1955,6,16,,,,-9999.0,,,,,,0.0,0.0,0.0,294.0,117.0,156.0,142.0,
USC00044534,1955,6,17,,,,114.0,,,,,,0.0,0.0,0.0,317.0,122.0,200.0,106.0,
USC00044534,1955,6,18,,,,140.0,,,,,,0.0,0.0,0.0,339.0,194.0,222.0,146.0,
USC00044534,1955,6,19,,,,147.0,,,,,,0.0,0.0,0.0,367.0,178.0,211.0,119.0,
USC00044534,1955,6,2,,,,107.0,,,,,,0.0,0.0,0.0,283.0,139.0,150.0,127.0,
USC00044534,1955,6,20,,,,142.0,,,,,,0.0,0.0,0.0,378.0,178.0,200.0,122.0,
USC00044534,1955,6,21,,,,142.0,,,,,,0.0,0.0,0.0,367.0,194.0,228.0,130.0,
USC00044534,1955,6,22,,,,152.0,,,,,,0.0,0.0,0.0,378.0,206.0,233.0,145.0,
USC00044534,1955,6,23,,,,114.0,,,,,,0.0,0.0,0.0,378.0,128.0,167.0,130.0,
USC00044534,1955,6,24,,,,130.0,,,,,,0.0,0.0,0.0,300.0,133.0,189.0,135.0,
USC00044534,1955,6,25,,,,140.0,,,,,,0.0,0.0,0.0,317.0,172.0,233.0,159.0,
USC00044534,1955,6,26,,,,124.0,,,,,,0.0,0.0,0.0,333.0,133.0,161.0,146.0,
USC00044534,1955,6,27,,,,114.0,,,,,,0.0,0.0,0.0,300.0,139.0,183.0,119.0,
USC00044534,1955,6,28,,,,-9999.0,,,,,,0.0,0.0,0.0,261.0,139.0,178.0,93.0,
USC00044534,1955,6,29,,,,122.0,,,,,,0.0,0.0,0.0,339.0,144.0,167.0,142.0,
USC00044534,1955,6,3,,,,122.0,,,,,,0.0,0.0,0.0,322.0,150.0,206.0,119.0,
USC00044534,1955,6,30,,,,127.0,,,,,,0.0,0.0,0.0,300.0,156.0,189.0,138.0,
USC00044534,1955,6,31,,,,-9999.0,,,,,,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,
USC00044534,1955,6,4,,,,140.0,,,,,,0.0,0.0,0.0,361.0,206.0,222.0,116.0,
USC00044534,1955,6,5,,,,135.0,,,,,,0.0,0.0,0.0,383.0,211.0,250.0,103.0,
USC00044534,1955,6,6,,,,152.0,,,,,,0.0,0.0,0.0,406.0,244.0,278.0,113.0,
USC00044534,1955,6,7,,,,152.0,,,,,,0.0,0.0,0.0,400.0,239.0,267.0,127.0,
USC00044534,1955,6,8,,,,152.0,,,,,,0.0,0.0,0.0,400.0,239.0,289.0,124.0,
USC00044534,1955,6,9,,,,170.0,,,,,,0.0,0.0,0.0,400.0,178.0,206.0,68.0,
USC00044534,1955,7,1,,,,124.0,,,,,,0.0,0.0,0.0,344.0,156.0,189.0,101.0,
USC00044534,1955,7,10,,,,137.0,,,,,,0.0,0.0,0.0,322.0,156.0,189.0,122.0,
USC00044534,1955,7,11,,,,107.0,,,,,,0.0,0.0,0.0,328.0,183.0,222.0,101.0,
USC00044534,1955,7,12,,,,-9999.0,,,,,,0.0,0.0,0.0,361.0,211.0,267.0,87.0,
USC00044534,1955,7,13,,,,152.0,,,,,,0.0,0.0,0.0,389.0,189.0,256.0,95.0,
USC00044534,1955,7,14,,,,160.0,,,,,,0.0,0.0,0.0,428.0,256.0,261.0,90.0,
USC00044534,1955,7,15,,,,142.0,,,,,,0.0,0.0,0.0,406.0,261.0,272.0,100.0,
USC00044534,1955,7,16,,,,191.0,,,,,,0.0,0.0,0.0,422.0,178.0,194.0,171.0,
USC00044534,1955,7,17,,,,127.0,,,,,,0.0,0.0,0.0,328.0,167.0,183.0,143.0,
USC00044534,1955,7,18,,,,147.0,,,,,,0.0,0.0,0.0,361.0,167.0,183.0,108.0,
USC00044534,1955,7,19,,,,114.0,,,,,,0.0,0.0,0.0,367.0,183.0,244.0,108.0,
USC00044534,1955,7,2,,,,130.0,,,,,,0.0,0.0,0.0,339.0,183.0,211.0,109.0,
USC00044534,1955,7,20,,,,142.0,,,,,,0.0,0.0,0.0,383.0,211.0,239.0,100.0,
USC00044534,1955,7,21,,,,142.0,,,,,,0.0,0.0,0.0,389.0,244.0,267.0,117.0,
USC00044534,1955,7,22,,,,152.0,,,,,,0.0,0.0,0.0,394.0,222.0,278.0,109.0,
USC00044534,1955,7,23,,,,152.0,,,,,,0.0,0.0,0.0,400.0,233.0,278.0,116.0,
USC00044534,1955,7,24,,,,-9999.0,,,,,,0.0,0.0,0.0,406.0,228.0,283.0,119.0,
USC00044534,1955,7,25,,,,152.0,,,,,,0.0,0.0,0.0,394.0,200.0,267.0,114.0,
USC00044534,1955,7,26,,,,152.0,,,,,,0.0,0.0,0.0,372.0,172.0,267.0,105.0,
USC00044534,1955,7,27,,,,150.0,,,,,,0.0,0.0,0.0,367.0,172.0,206.0,-9999.0,
USC00044534,1955,7,28,,,,114.0,,,,,,0.0,0.0,0.0,356.0,189.0,211.0,116.0,
USC00044534,1955,7,29,,,,140.0,,,,,,0.0,0.0,0.0,378.0,200.0,222.0,98.0,
USC00044534,1955,7,3,,,,137.0,,,,,,0.0,0.0,0.0,350.0,172.0,194.0,-9999.0,
USC00044534,1955,7,30,,,,137.0,,,,,,0.0,0.0,0.0,383.0,217.0,250.0,92.0,
USC00044534,1955,7,31,,,,147.0,,,,,,0.0,0.0,0.0,411.0,211.0,222.0,103.0,
USC00044534,1955,7,4,,,,122.0,,,,,,0.0,0.0,0.0,328.0,128.0,156.0,132.0,
USC00044534,1955,7,5,,,,114.0,,,,,,0.0,0.0,0.0,289.0,139.0,233.0,100.0,
USC00044534,1955,7,6,,,,114.0,,,,,,0.0,0.0,0.0,322.0,144.0,194.0,119.0,
USC00044534,1955,7,7,,,,114.0,,,,,,0.0,0.0,0.0,311.0,156.0,228.0,122.0,
USC00044534,1955,7,8,,,,152.0,,,,,,0.0,0.0,0.0,339.0,161.0,239.0,163.0,
USC00044534,1955,7,9,,,,152.0,,,,,,0.0,0.0,0.0,361.0,167.0,206.0,175.0,
USC00044534,1955,8,1,,,,150.0,,,,,,0.0,0.0,0.0,417.0,217.0,250.0,93.0,
USC00044534,1955,8,10,,,,155.0,,,,,,0.0,0.0,0.0,422.0,228.0,261.0,105.0,
USC00044534,1955,8,11,,,,152.0,,,,,,0.0,0.0,0.0,417.0,222.0,256.0,100.0,
USC00044534,1955,8,12,,,,150.0,,,,,,0.0,0.0,0.0,411.0,233.0,244.0,109.0,
USC00044534,1955,8,13,,,,114.0,,,,,,0.0,0.0,0.0,394.0,211.0,250.0,97.0,
USC00044534,1955,8,14,,,,152.0,,,,,,0.0,0.0,0.0,417.0,206.0,217.0,119.0,
USC00044534,1955,8,15,,,,150.0,,,,,,0.0,0.0,0.0,394.0,211.0,244.0,122.0,
USC00044534,1955,8,16,,,,137.0,,,,,,0.0,0.0,0.0,389.0,211.0,233.0,103.0,
USC00044534,1955,8,17,,,,145.0,,,,,,0.0,0.0,0.0,372.0,178.0,233.0,127.0,
USC00044534,1955,8,18,,,,122.0,,,,,,0.0,0.0,0.0,378.0,178.0,222.0,92.0,
USC00044534,1955,8,19,,,,130.0,,,,,,0.0,0.0,0.0,378.0,189.0,239.0,106.0,
USC00044534,1955,8,2,,,,147.0,,,,,,0.0,0.0,0.0,417.0,233.0,294.0,89.0,
USC00044534,1955,8,20,,,,135.0,,,,,,0.0,0.0,0.0,389.0,206.0,272.0,93.0,
USC00044534,1955,8,21,,,,145.0,,,,,,0.0,0.0,0.0,406.0,222.0,239.0,172.0,
USC00044534,1955,8,22,,,,137.0,,,,,,0.0,0.0,0.0,400.0,233.0,272.0,72.0,
USC00044534,1955,8,23,,,,152.0,,,,,,0.0,0.0,0.0,394.0,228.0,267.0,56.0,
USC00044534,1955,8,24,,,,152.0,,,,,,0.0,0.0,0.0,417.0,211.0,256.0,31.0,
USC00044534,1955,8,25,,,,137.0,,,,,,0.0,0.0,0.0,378.0,172.0,189.0,85.0,
USC00044534,1955,8,26,,,,122.0,,,,,,0.0,0.0,0.0,350.0,150.0,172.0,-9999.0,
USC00044534,1955,8,27,,,,114.0,,,,,,0.0,0.0,0.0,356.0,161.0,183.0,93.0,
USC00044534,1955,8,28,,,,114.0,,,,,,0.0,0.0,0.0,361.0,167.0,217.0,85.0,
USC00044534,1955,8,29,,,,119.0,,,,,,0.0,0.0,0.0,372.0,189.0,222.0,100.0,
USC00044534,1955,8,3,,,,152.0,,,,,,0.0,0.0,0.0,428.0,250.0,289.0,98.0,
USC00044534,1955,8,30,,,,135.0,,,,,,0.0,0.0,0.0,378.0,194.0,239.0,80.0,
USC00044534,1955,8,31,,,,137.0,,,,,,0.0,0.0,0.0,394.0,211.0,256.0,71.0,
USC00044534,1955,8,4,,,,218.0,,,,,,0.0,0.0,0.0,456.0,239.0,294.0,182.0,
USC00044534,1955,8,5,,,,180.0,,,,,,0.0,0.0,0.0,406.0,261.0,267.0,177.0,
USC00044534,1955,8,6,,,,114.0,,,,,,0.0,0.0,0.0,311.0,244.0,272.0,126.0,
USC00044534,1955,8,7,,,,102.0,,,,,,0.0,0.0,0.0,378.0,250.0,306.0,113.0,
USC00044534,1955,8,8,,,,152.0,,,,,,0.0,0.0,0.0,417.0,256.0,311.0,117.0,
USC00044534,1955,8,9,,,,152.0,,,,,,0.0,0.0,0.0,417.0,233.0,289.0,100.0,
USC00044534,1955,9,1,,,,-9999.0,,,,,,0.0,0.0,0.0,406.0,239.0,289.0,80.0,
USC00044534,1955,9,10,,,,117.0,,,,,,0.0,0.0,0.0,389.0,200.0,222.0,87.0,
USC00044534,1955,9,11,,,,114.0,,,,,,0.0,0.0,0.0,389.0,194.0,239.0,64.0,
USC00044534,1955,9,12,,,,114.0,,,,,,0.0,0.0,0.0,394.0,189.0,233.0,68.0,
USC00044534,1955,9,13,,,,152.0,,,,,,0.0,0.0,0.0,411.0,189.0,250.0,151.0,
USC00044534,1955,9,14,,,,124.0,,,,,,0.0,0.0,0.0,361.0,183.0,217.0,108.0,
USC00044534,1955,9,15,,,,89.0,,,,,,0.0,0.0,0.0,339.0,150.0,156.0,122.0,
USC00044534,1955,9,16,,,,91.0,,,,,,0.0,0.0,0.0,283.0,144.0,167.0,111.0,
USC00044534,1955,9,17,,,,76.0,,,,,,0.0,0.0,0.0,294.0,139.0,161.0,87.0,
USC00044534,1955,9,18,,,,74.0,,,,,,0.0,0.0,0.0,272.0,117.0,161.0,93.0,
USC00044534,1955,9,19,,,,66.0,,,,,,0.0,0.0,0.0,261.0,117.0,156.0,69.0,
USC00044534,1955,9,2,,,,152.0,,,,,,0.0,0.0,0.0,422.0,250.0,311.0,111.0,
USC00044534,1955,9,20,,,,71.0,,,,,,0.0,0.0,0.0,300.0,133.0,206.0,74.0,
USC00044534,1955,9,21,,,,81.0,,,,,,0.0,0.0,0.0,311.0,139.0,194.0,63.0,
USC00044534,1955,9,22,,,,84.0,,,,,,0.0,0.0,0.0,333.0,161.0,194.0,69.0,
USC00044534,1955,9,23,,,,91.0,,,,,,0.0,0.0,0.0,333.0,156.0,178.0,72.0,
USC00044534,1955,9,24,,,,89.0,,,,,,0.0,0.0,0.0,317.0,128.0,144.0,87.0,
USC00044534,1955,9,25,,,,69.0,,,,,,0.0,0.0,0.0,306.0,128.0,167.0,69.0,
USC00044534,1955,9,26,,,,102.0,,,,,,0.0,0.0,0.0,311.0,139.0,206.0,95.0,
USC00044534,1955,9,27,,,,97.0,,,,,,0.0,0.0,0.0,322.0,156.0,233.0,79.0,
USC00044534,1955,9,28,,,,76.0,,,,,,0.0,0.0,0.0,339.0,139.0,172.0,85.0,
USC00044534,1955,9,29,,,,84.0,,,,,,0.0,0.0,0.0,283.0,122.0,189.0,74.0,
USC00044534,1955,9,3,,,,142.0,,,,,,0.0,0.0,0.0,456.0,256.0,300.0,74.0,
USC00044534,1955,9,30,,,,56.0,,,,,,0.0,0.0,0.0,289.0,122.0,178.0,51.0,
USC00044534,1955,9,31,,,,-9999.0,,,,,,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,
USC00044534,1955,9,4,,,,145.0,,,,,,0.0,0.0,0.0,450.0,222.0,272.0,90.0,
USC00044534,1955,9,5,,,,114.0,,,,,,0.0,0.0,0.0,444.0,222.0,278.0,64.0,
USC00044534,1955,9,6,,,,150.0,,,,,,0.0,0.0,0.0,428.0,233.0,261.0,103.0,
USC00044534,1955,9,7,,,,117.0,,,,,,0.0,0.0,0.0,383.0,222.0,250.0,97.0,
USC00044534,1955,9,8,,,,107.0,,,,,,0.0,0.0,0.0,356.0,167.0,217.0,85.0,
USC00044534,1955,9,9,,,,117.0,,,,,,0.0,0.0,0.0,378.0,194.0,233.0,89.0,
USC00044534,1955,10,1,,,,-9999.0,,,,,,0.0,0.0,0.0,311.0,144.0,178.0,53.0,
USC00044534,1955,10,10,,,,81.0,,,,,,0.0,0.0,0.0,317.0,133.0,161.0,77.0,
USC00044534,1955,10,11,,,,64.0,,,,,,0.0,0.0,0.0,267.0,117.0,156.0,100.0,
USC00044534,1955,10,12,,,,76.0,,,,,,0.0,0.0,0.0,222.0,83.0,150.0,111.0,
