ID,YEAR,MONTH,DAY,AWND,FMTM,PGTM,PRCP,SNOW,SNWD,TAVG,TMAX,TMIN,TSUN,WDF2,WDF5,WSF2,WSF5,WT01,WT02,WT03,WT04,WT07,WT08,WT09,WT11,WT13,WT14,WT16,WT18,WV03,WV07,WV20
USW00003104,1950,5,26,,,,0.0,0.0,0.0,,394.0,211.0,,,,,,,,-9999.0,,,,,,,,,,,,
USW00003104,1950,5,27,,,,0.0,0.0,0.0,,411.0,183.0,,,,,,,,-9999.0,,,,,,,,,,,,
USW00003104,1950,5,28,,,,0.0,0.0,0.0,,372.0,211.0,,,,,,,,-9999.0,,,,,,,,,,,,
USW00003104,1950,5,29,,,,0.0,0.0,0.0,,378.0,167.0,,,,,,,,-9999.0,,,,,,,,,,,,
USW00003104,1950,5,3,,,,-9999.0,-9999.0,-9999.0,,-9999.0,-9999.0,,,,,,,,-9999.0,,,,,,,,,,,,
USW00003104,1950,5,30,,,,0.0,0.0,0.0,,389.0,167.0,,,,,,,,-9999.0,,,,,,,,,,,,
USW00003104,1950,5,31,,,,0.0,0.0,0.0,,389.0,178.0,,,,,,,,-9999.0,,,,,,,,,,,,
USW00003104,1950,5,4,,,,-9999.0,-9999.0,-9999.0,,-9999.0,-9999.0,,,,,,,,-9999.0,,,,,,,,,,,,
USW00003104,1950,5,5,,,,-9999.0,-9999.0,-9999.0,,-9999.0,-9999.0,,,,,,,,-9999.0,,,,,,,,,,,,
USW00003104,1950,5,6,,,,-9999.0,-9999.0,-9999.0,,-9999.0,-9999.0,,,,,,,,-9999.0,,,,,,,,,,,,
USW00003104,1950,5,7,,,,-9999.0,-9999.0,-9999.0,,-9999.0,-9999.0,,,,,,,,-9999.0,,,,,,,,,,,,
USW00003104,1950,5,8,,,,-9999.0,-9999.0,-9999.0,,-9999.0,-9999.0,,,,,,,,-9999.0,,,,,,,,,,,,
USW00003104,1950,5,9,,,,-9999.0,-9999.0,-9999.0,,-9999.0,-9999.0,,,,,,,,-9999.0,,,,,,,,,,,,
USW00003104,1950,6,1,,,,0.0,0.0,0.0,,406.0,228.0,,,,,,,,,,-9999.0,,,,,,,,,,
USW00003104,1950,6,10,,,,0.0,0.0,0.0,,394.0,233.0,,,,,,,,,,-9999.0,,,,,,,,,,
USW00003104,1950,6,11,,,,0.0,0.0,0.0,,378.0,206.0,,,,,,,,,,-9999.0,,,,,,,,,,
USW00003104,1950,6,12,,,,0.0,0.0,0.0,,367.0,200.0,,,,,,,,,,-9999.0,,,,,,,,,,
USW00003104,1950,6,13,,,,0.0,0.0,0.0,,356.0,206.0,,,,,,,,,,-9999.0,,,,,,,,,,
USW00003104,1950,6,14,,,,0.0,0.0,0.0,,356.0,194.0,,,,,,,,,,-9999.0,,,,,,,,,,
USW00003104,1950,6,15,,,,0.0,0.0,0.0,,367.0,211.0,,,,,,,,,,-9999.0,,,,,,,,,,
USW00003104,1950,6,16,,,,0.0,0.0,0.0,,367.0,200.0,,,,,,,,,,-9999.0,,,,,,,,,,
USW00003104,1950,6,17,,,,0.0,0.0,0.0,,383.0,206.0,,,,,,,,,,-9999.0,,,,,,,,,,
USW00003104,1950,6,18,,,,0.0,0.0,0.0,,411.0,222.0,,,,,,,,,,-9999.0,,,,,,,,,,
USW00003104,1950,6,19,,,,0.0,0.0,0.0,,394.0,194.0,,,,,,,,,,-9999.0,,,,,,,,,,
USW00003104,1950,6,2,,,,0.0,0.0,0.0,,394.0,228.0,,,,,,,,,,-9999.0,,,,,,,,,,
USW00003104,1950,6,20,,,,0.0,0.0,0.0,,406.0,189.0,,,,,,,,,,-9999.0,,,,,,,,,,
USW00003104,1950,6,21,,,,0.0,0.0,0.0,,400.0,183.0,,,,,,,,,,-9999.0,,,,,,,,,,
USW00003104,1950,6,22,,,,0.0,0.0,0.0,,372.0,183.0,,,,,,,,,,-9999.0,,,,,,,,,,
USW00003104,1950,6,23,,,,0.0,0.0,0.0,,361.0,183.0,,,,,,,,,,-9999.0,,,,,,,,,,
USW00003104,1950,6,24,,,,0.0,0.0,0.0,,350.0,178.0,,,,,,,,,,-9999.0,,,,,,,,,,
USW00003104,1950,6,25,,,,0.0,0.0,0.0,,383.0,194.0,,,,,,,,,,-9999.0,,,,,,,,,,
USW00003104,1950,6,26,,,,0.0,0.0,0.0,,411.0,200.0,,,,,,,,,,-9999.0,,,,,,,,,,
USW00003104,1950,6,27,,,,0.0,0.0,0.0,,439.0,244.0,,,,,,,,,,-9999.0,,,,,,,,,,
USW00003104,1950,6,28,,,,0.0,0.0,0.0,,456.0,272.0,,,,,,,,,,-9999.0,,,,,,,,,,
USW00003104,1950,6,29,,,,0.0,0.0,0.0,,472.0,294.0,,,,,,,,,,-9999.0,,,,,,,,,,
USW00003104,1950,6,3,,,,0.0,0.0,0.0,,389.0,178.0,,,,,,,,,,-9999.0,,,,,,,,,,
USW00003104,1950,6,30,,,,0.0,0.0,0.0,,500.0,328.0,,,,,,,,,,-9999.0,,,,,,,,,,
USW00003104,1950,6,31,,,,-9999.0,-9999.0,-9999.0,,-9999.0,-9999.0,,,,,,,,,,-9999.0,,,,,,,,,,
USW00003104,1950,6,4,,,,0.0,0.0,0.0,,400.0,183.0,,,,,,,,,,-9999.0,,,,,,,,,,
USW00003104,1950,6,5,,,,0.0,0.0,0.0,,411.0,178.0,,,,,,,,,,-9999.0,,,,,,,,,,
USW00003104,1950,6,6,,,,0.0,0.0,0.0,,328.0,178.0,,,,,,,,,,1.0,,,,,,,,,,
USW00003104,1950,6,7,,,,0.0,0.0,0.0,,317.0,156.0,,,,,,,,,,-9999.0,,,,,,,,,,
USW00003104,1950,6,8,,,,0.0,0.0,0.0,,350.0,172.0,,,,,,,,,,-9999.0,,,,,,,,,,
USW00003104,1950,6,9,,,,0.0,0.0,0.0,,383.0,156.0,,,,,,,,,,-9999.0,,,,,,,,,,
USW00003104,1950,7,1,,,,0.0,0.0,0.0,,461.0,294.0,,,,,,,,-9999.0,,,1.0,,,,,-9999.0,,,,
USW00003104,1950,7,10,,,,0.0,0.0,0.0,,400.0,233.0,,,,,,,,-9999.0,,,-9999.0,,,,,-9999.0,,,,
USW00003104,1950,7,11,,,,0.0,0.0,0.0,,428.0,267.0,,,,,,,,-9999.0,,,-9999.0,,,,,-9999.0,,,,
USW00003104,1950,7,12,,,,0.0,0.0,0.0,,461.0,283.0,,,,,,,,-9999.0,,,-9999.0,,,,,-9999.0,,,,
USW00003104,1950,7,13,,,,0.0,0.0,0.0,,461.0,261.0,,,,,,,,-9999.0,,,-9999.0,,,,,-9999.0,,,,
USW00003104,1950,7,14,,,,0.0,0.0,0.0,,433.0,272.0,,,,,,,,-9999.0,,,-9999.0,,,,,-9999.0,,,,
USW00003104,1950,7,15,,,,0.0,0.0,0.0,,428.0,239.0,,,,,,,,-9999.0,,,-9999.0,,,,,-9999.0,,,,
USW00003104,1950,7,16,,,,0.0,0.0,0.0,,422.0,250.0,,,,,,,,-9999.0,,,-9999.0,,,,,-9999.0,,,,
USW00003104,1950,7,17,,,,0.0,0.0,0.0,,400.0,261.0,,,,,,,,-9999.0,,,-9999.0,,,,,-9999.0,,,,
USW00003104,1950,7,18,,,,0.0,0.0,0.0,,394.0,233.0,,,,,,,,-9999.0,,,-9999.0,,,,,-9999.0,,,,
USW00003104,1950,7,19,,,,0.0,0.0,0.0,,406.0,250.0,,,,,,,,-9999.0,,,-9999.0,,,,,-9999.0,,,,
USW00003104,1950,7,2,,,,0.0,0.0,0.0,,428.0,261.0,,,,,,,,-9999.0,,,-9999.0,,,,,-9999.0,,,,
USW00003104,1950,7,20,,,,0.0,0.0,0.0,,422.0,250.0,,,,,,,,-9999.0,,,-9999.0,,,,,-9999.0,,,,
USW00003104,1950,7,21,,,,0.0,0.0,0.0,,406.0,272.0,,,,,,,,-9999.0,,,-9999.0,,,,,-9999.0,,,,
USW00003104,1950,7,22,,,,0.0,0.0,0.0,,400.0,267.0,,,,,,,,-9999.0,,,-9999.0,,,,,-9999.0,,,,
USW00003104,1950,7,23,,,,0.0,0.0,0.0,,372.0,278.0,,,,,,,,-9999.0,,,-9999.0,,,,,-9999.0,,,,
USW00003104,1950,7,24,,,,0.0,0.0,0.0,,394.0,278.0,,,,,,,,-9999.0,,,-9999.0,,,,,-9999.0,,,,
USW00003104,1950,7,25,,,,0.0,0.0,0.0,,389.0,256.0,,,,,,,,1.0,,,-9999.0,,,,,-9999.0,,,,
USW00003104,1950,7,26,,,,0.0,0.0,0.0,,422.0,272.0,,,,,,,,-9999.0,,,-9999.0,,,,,-9999.0,,,,
USW00003104,1950,7,27,,,,0.0,0.0,0.0,,433.0,306.0,,,,,,,,-9999.0,,,-9999.0,,,,,-9999.0,,,,
USW00003104,1950,7,28,,,,0.0,0.0,0.0,,422.0,250.0,,,,,,,,-9999.0,,,-9999.0,,,,,-9999.0,,,,
USW00003104,1950,7,29,,,,0.0,0.0,0.0,,394.0,206.0,,,,,,,,-9999.0,,,-9999.0,,,,,-9999.0,,,,
USW00003104,1950,7,3,,,,0.0,0.0,0.0,,439.0,250.0,,,,,,,,-9999.0,,,-9999.0,,,,,-9999.0,,,,
USW00003104,1950,7,30,,,,0.0,0.0,0.0,,400.0,211.0,,,,,,,,-9999.0,,,-9999.0,,,,,-9999.0,,,,
USW00003104,1950,7,31,,,,0.0,0.0,0.0,,378.0,217.0,,,,,,,,1.0,,,-9999.0,,,,,-9999.0,,,,
USW00003104,1950,7,4,,,,0.0,0.0,0.0,,428.0,250.0,,,,,,,,-9999.0,,,-9999.0,,,,,-9999.0,,,,
USW00003104,1950,7,5,,,,8.0,0.0,0.0,,356.0,244.0,,,,,,,,-9999.0,,,-9999.0,,,,,1.0,,,,
USW00003104,1950,7,6,,,,8.0,0.0,0.0,,361.0,239.0,,,,,,,,1.0,,,-9999.0,,,,,1.0,,,,
USW00003104,1950,7,7,,,,0.0,0.0,0.0,,333.0,228.0,,,,,,,,-9999.0,,,-9999.0,,,,,-9999.0,,,,
USW00003104,1950,7,8,,,,0.0,0.0,0.0,,356.0,217.0,,,,,,,,-9999.0,,,-9999.0,,,,,-9999.0,,,,
USW00003104,1950,7,9,,,,0.0,0.0,0.0,,367.0,250.0,,,,,,,,-9999.0,,,-9999.0,,,,,-9999.0,,,,
USW00003104,1950,8,1,,,,0.0,0.0,0.0,,394.0,217.0,,,,,,,,,,,-9999.0,,,,,,,,,
USW00003104,1950,8,10,,,,0.0,0.0,0.0,,433.0,300.0,,,,,,,,,,,-9999.0,,,,,,,,,
USW00003104,1950,8,11,,,,0.0,0.0,0.0,,417.0,267.0,,,,,,,,,,,-9999.0,,,,,,,,,
USW00003104,1950,8,12,,,,0.0,0.0,0.0,,400.0,228.0,,,,,,,,,,,-9999.0,,,,,,,,,
USW00003104,1950,8,13,,,,0.0,0.0,0.0,,406.0,211.0,,,,,,,,,,,-9999.0,,,,,,,,,
USW00003104,1950,8,14,,,,0.0,0.0,0.0,,411.0,206.0,,,,,,,,,,,-9999.0,,,,,,,,,
USW00003104,1950,8,15,,,,0.0,0.0,0.0,,433.0,217.0,,,,,,,,,,,-9999.0,,,,,,,,,
USW00003104,1950,8,16,,,,0.0,0.0,0.0,,456.0,222.0,,,,,,,,,,,-9999.0,,,,,,,,,
USW00003104,1950,8,17,,,,0.0,0.0,0.0,,467.0,244.0,,,,,,,,,,,-9999.0,,,,,,,,,
USW00003104,1950,8,18,,,,0.0,0.0,0.0,,444.0,278.0,,,,,,,,,,,-9999.0,,,,,,,,,
USW00003104,1950,8,19,,,,0.0,0.0,0.0,,450.0,250.0,,,,,,,,,,,-9999.0,,,,,,,,,
USW00003104,1950,8,2,,,,0.0,0.0,0.0,,428.0,222.0,,,,,,,,,,,-9999.0,,,,,,,,,
USW00003104,1950,8,20,,,,0.0,0.0,0.0,,428.0,244.0,,,,,,,,,,,-9999.0,,,,,,,,,
USW00003104,1950,8,21,,,,0.0,0.0,0.0,,422.0,256.0,,,,,,,,,,,-9999.0,,,,,,,,,
USW00003104,1950,8,22,,,,0.0,0.0,0.0,,406.0,233.0,,,,,,,,,,,1.0,,,,,,,,,
USW00003104,1950,8,23,,,,0.0,0.0,0.0,,400.0,250.0,,,,,,,,,,,1.0,,,,,,,,,
USW00003104,1950,8,24,,,,0.0,0.0,0.0,,406.0,233.0,,,,,,,,,,,-9999.0,,,,,,,,,
USW00003104,1950,8,25,,,,0.0,0.0,0.0,,411.0,239.0,,,,,,,,,,,-9999.0,,,,,,,,,
USW00003104,1950,8,26,,,,0.0,0.0,0.0,,428.0,250.0,,,,,,,,,,,-9999.0,,,,,,,,,
USW00003104,1950,8,27,,,,0.0,0.0,0.0,,422.0,217.0,,,,,,,,,,,1.0,,,,,,,,,
USW00003104,1950,8,28,,,,0.0,0.0,0.0,,439.0,228.0,,,,,,,,,,,-9999.0,,,,,,,,,
USW00003104,1950,8,29,,,,0.0,0.0,0.0,,450.0,300.0,,,,,,,,,,,-9999.0,,,,,,,,,
USW00003104,1950,8,3,,,,0.0,0.0,0.0,,444.0,239.0,,,,,,,,,,,-9999.0,,,,,,,,,
USW00003104,1950,8,30,,,,0.0,0.0,0.0,,439.0,244.0,,,,,,,,,,,-9999.0,,,,,,,,,
USW00003104,1950,8,31,,,,0.0,0.0,0.0,,489.0,233.0,,,,,,,,,,,-9999.0,,,,,,,,,
USW00003104,1950,8,4,,,,0.0,0.0,0.0,,417.0,194.0,,,,,,,,,,,-9999.0,,,,,,,,,
USW00003104,1950,8,5,,,,0.0,0.0,0.0,,406.0,189.0,,,,,,,,,,,-9999.0,,,,,,,,,
USW00003104,1950,8,6,,,,0.0,0.0,0.0,,411.0,167.0,,,,,,,,,,,-9999.0,,,,,,,,,
USW00003104,1950,8,7,,,,0.0,0.0,0.0,,417.0,194.0,,,,,,,,,,,-9999.0,,,,,,,,,
USW00003104,1950,8,8,,,,0.0,0.0,0.0,,433.0,250.0,,,,,,,,,,,-9999.0,,,,,,,,,
USW00003104,1950,8,9,,,,0.0,0.0,0.0,,450.0,256.0,,,,,,,,,,,-9999.0,,,,,,,,,
USW00003104,1950,9,1,,,,0.0,0.0,0.0,,506.0,244.0,,,,,,,,-9999.0,,,-9999.0,,,,,-9999.0,,,,
USW00003104,1950,9,10,,,,0.0,0.0,0.0,,367.0,206.0,,,,,,,,-9999.0,,,-9999.0,,,,,-9999.0,,,,
USW00003104,1950,9,11,,,,0.0,0.0,0.0,,350.0,222.0,,,,,,,,-9999.0,,,-9999.0,,,,,-9999.0,,,,
USW00003104,1950,9,12,,,,0.0,0.0,0.0,,361.0,172.0,,,,,,,,-9999.0,,,-9999.0,,,,,-9999.0,,,,
USW00003104,1950,9,13,,,,0.0,0.0,0.0,,367.0,211.0,,,,,,,,-9999.0,,,-9999.0,,,,,-9999.0,,,,
USW00003104,1950,9,14,,,,0.0,0.0,0.0,,367.0,200.0,,,,,,,,-9999.0,,,-9999.0,,,,,-9999.0,,,,
USW00003104,1950,9,15,,,,0.0,0.0,0.0,,356.0,217.0,,,,,,,,-9999.0,,,-9999.0,,,,,-9999.0,,,,
USW00003104,1950,9,16,,,,0.0,0.0,0.0,,339.0,194.0,,,,,,,,-9999.0,,,-9999.0,,,,,-9999.0,,,,
USW00003104,1950,9,17,,,,0.0,0.0,0.0,,356.0,194.0,,,,,,,,-9999.0,,,-9999.0,,,,,-9999.0,,,,
USW00003104,1950,9,18,,,,0.0,0.0,0.0,,328.0,200.0,,,,,,,,-9999.0,,,-9999.0,,,,,-9999.0,,,,
USW00003104,1950,9,19,,,,0.0,0.0,0.0,,339.0,194.0,,,,,,,,-9999.0,,,-9999.0,,,,,-9999.0,,,,
USW00003104,1950,9,2,,,,0.0,0.0,0.0,,450.0,317.0,,,,,,,,1.0,,,-9999.0,,,,,1.0,,,,
USW00003104,1950,9,20,,,,0.0,0.0,0.0,,361.0,139.0,,,,,,,,-9999.0,,,-9999.0,,,,,-9999.0,,,,
USW00003104,1950,9,21,,,,0.0,0.0,0.0,,344.0,161.0,,,,,,,,-9999.0,,,-9999.0,,,,,-9999.0,,,,
USW00003104,1950,9,22,,,,0.0,0.0,0.0,,339.0,161.0,,,,,,,,-9999.0,,,-9999.0,,,,,-9999.0,,,,
USW00003104,1950,9,23,,,,0.0,0.0,0.0,,389.0,183.0,,,,,,,,-9999.0,,,-9999.0,,,,,-9999.0,,,,
USW00003104,1950,9,24,,,,0.0,0.0,0.0,,394.0,183.0,,,,,,,,-9999.0,,,-9999.0,,,,,-9999.0,,,,
USW00003104,1950,9,25,,,,0.0,0.0,0.0,,372.0,244.0,,,,,,,,-9999.0,,,-9999.0,,,,,-9999.0,,,,
USW00003104,1950,9,26,,,,0.0,0.0,0.0,,372.0,178.0,,,,,,,,-9999.0,,,-9999.0,,,,,-9999.0,,,,
USW00003104,1950,9,27,,,,0.0,0.0,0.0,,372.0,150.0,,,,,,,,-9999.0,,,-9999.0,,,,,-9999.0,,,,
USW00003104,1950,9,28,,,,0.0,0.0,0.0,,367.0,150.0,,,,,,,,-9999.0,,,-9999.0,,,,,-9999.0,,,,
USW00003104,1950,9,29,,,,0.0,0.0,0.0,,361.0,133.0,,,,,,,,-9999.0,,,-9999.0,,,,,-9999.0,,,,
USW00003104,1950,9,3,,,,0.0,0.0,0.0,,456.0,267.0,,,,,,,,-9999.0,,,-9999.0,,,,,-9999.0,,,,
USW00003104,1950,9,30,,,,0.0,0.0,0.0,,328.0,183.0,,,,,,,,-9999.0,,,-9999.0,,,,,-9999.0,,,,
USW00003104,1950,9,31,,,,-9999.0,-9999.0,-9999.0,,-9999.0,-9999.0,,,,,,,,-9999.0,,,-9999.0,,,,,-9999.0,,,,
USW00003104,1950,9,4,,,,0.0,0.0,0.0,,417.0,283.0,,,,,,,,-9999.0,,,1.0,,,,,-9999.0,,,,
USW00003104,1950,9,5,,,,0.0,0.0,0.0,,400.0,294.0,,,,,,,,-9999.0,,,-9999.0,,,,,-9999.0,,,,
USW00003104,1950,9,6,,,,51.0,0.0,0.0,,328.0,217.0,,,,,,,,1.0,,,-9999.0,,,,,1.0,,,,
USW00003104,1950,9,7,,,,0.0,0.0,0.0,,344.0,217.0,,,,,,,,1.0,,,-9999.0,,,,,1.0,,,,
USW00003104,1950,9,8,,,,0.0,0.0,0.0,,361.0,200.0,,,,,,,,-9999.0,,,-9999.0,,,,,-9999.0,,,,
USW00003104,1950,9,9,,,,0.0,0.0,0.0,,367.0,183.0,,,,,,,,-9999.0,,,-9999.0,,,,,-9999.0,,,,
USW00003104,1950,10,1,,,,0.0,0.0,0.0,,317.0,167.0,,,,,,,,,,1.0,1.0,,,,,-9999.0,,,,
USW00003104,1950,10,10,,,,0.0,0.0,0.0,,394.0,178.0,,,,,,,,,,-9999.0,-9999.0,,,,,-9999.0,,,,
USW00003104,1950,10,11,,,,0.0,0.0,0.0,,417.0,167.0,,,,,,,,,,-9999.0,-9999.0,,,,,-9999.0,,,,
USW00003104,1950,10,12,,,,0.0,0.0,0.0,,433.0,172.0,,,,,,,,,,-9999.0,-9999.0,,,,,-9999.0,,,,
USW00003104,1950,10,13,,,,0.0,0.0,0.0,,417.0,172.0,,,,,,,,,,-9999.0,-9999.0,,,,,-9999.0,,,,
USW00003104,1950,10,14,,,,0.0,0.0,0.0,,356.0,200.0,,,,,,,,,,-9999.0,-9999.0,,,,,-9999.0,,,,
USW00003104,1950,10,15,,,,0.0,0.0,0.0,,367.0,150.0,,,,,,,,,,-9999.0,-9999.0,,,,,-9999.0,,,,
USW00003104,1950,10,16,,,,0.0,0.0,0.0,,367.0,144.0,,,,,,,,,,-9999.0,-9999.0,,,,,-9999.0,,,,
USW00003104,1950,10,17,,,,0.0,0.0,0.0,,367.0,189.0,,,,,,,,,,-9999.0,-9999.0,,,,,-9999.0,,,,
USW00003104,1950,10,18,,,,0.0,0.0,0.0,,361.0,122.0,,,,,,,,,,-9999.0,-9999.0,,,,,-9999.0,,,,
USW00003104,1950,10,19,,,,0.0,0.0,0.0,,361.0,139.0,,,,,,,,,,-9999.0,-9999.0,,,,,-9999.0,,,,
USW00003104,1950,10,2,,,,0.0,0.0,0.0,,344.0,94.0,,,,,,,,,,-9999.0,-9999.0,,,,,-9999.0,,,,
USW00003104,1950,10,20,,,,0.0,0.0,0.0,,356.0,122.0,,,,,,,,,,-9999.0,-9999.0,,,,,-9999.0,,,,
USW00003104,1950,10,21,,,,0.0,0.0,0.0,,356.0,122.0,,,,,,,,,,-9999.0,-9999.0,,,,,-9999.0,,,,
USW00003104,1950,10,22,,,,0.0,0.0,0.0,,328.0,156.0,,,,,,,,,,-9999.0,-9999.0,,,,,-9999.0,,,,
USW00003104,1950,10,23,,,,0.0,0.0,0.0,,322.0,150.0,,,,,,,,,,-9999.0,-9999.0,,,,,1.0,,,,
USW00003104,1950,10,24,,,,0.0,0.0,0.0,,328.0,144.0,,,,,,,,,,-9999.0,-9999.0,,,,,-9999.0,,,,
USW00003104,1950,10,25,,,,0.0,0.0,0.0,,311.0,178.0,,,,,,,,,,-9999.0,-9999.0,,,,,-9999.0,,,,
USW00003104,1950,10,26,,,,0.0,0.0,0.0,,300.0,161.0,,,,,,,,,,-9999.0,-9999.0,,,,,-9999.0,,,,
USW00003104,1950,10,27,,,,0.0,0.0,0.0,,322.0,167.0,,,,,,,,,,-9999.0,-9999.0,,,,,-9999.0,,,,
USW00003104,1950,10,28,,,,0.0,0.0,0.0,,322.0,144.0,,,,,,,,,,-9999.0,-9999.0,,,,,-9999.0,,,,
USW00003104,1950,10,29,,,,0.0,0.0,0.0,,328.0,106.0,,,,,,,,,,-9999.0,-9999.0,,,,,-9999.0,,,,
USW00003104,1950,10,3,,,,0.0,0.0,0.0,,361.0,100.0,,,,,,,,,,-9999.0,-9999.0,,,,,-9999.0,,,,
USW00003104,1950,10,30,,,,0.0,0.0,0.0,,311.0,122.0,,,,,,,,,,-9999.0,-9999.0,,,,,-9999.0,,,,
USW00003104,1950,10,31,,,,0.0,0.0,0.0,,322.0,178.0,,,,,,,,,,-9999.0,-9999.0,,,,,-9999.0,,,,
USW00003104,1950,10,4,,,,0.0,0.0,0.0,,389.0,139.0,,,,,,,,,,-9999.0,-9999.0,,,,,-9999.0,,,,
USW00003104,1950,10,5,,,,0.0,0.0,0.0,,378.0,128.0,,,,,,,,,,-9999.0,-9999.0,,,,,-9999.0,,,,
USW00003104,1950,10,6,,,,0.0,0.0,0.0,,378.0,133.0,,,,,,,,,,-9999.0,-9999.0,,,,,-9999.0,,,,
USW00003104,1950,10,7,,,,0.0,0.0,0.0,,400.0,161.0,,,,,,,,,,-9999.0,-9999.0,,,,,-9999.0,,,,
USW00003104,1950,10,8,,,,0.0,0.0,0.0,,394.0,161.0,,,,,,,,,,-9999.0,-9999.0,,,,,-9999.0,,,,
USW00003104,1950,10,9,,,,0.0,0.0,0.0,,394.0,178.0,,,,,,,,,,-9999.0,-9999.0,,,,,-9999.0,,,,
USW00003104,1950,11,1,,,,0.0,0.0,0.0,,350.0,150.0,,,,,,,,,,,,,,,,-9999.0,,,,
USW00003104,1950,11,10,,,,0.0,0.0,0.0,,233.0,17.0,,,,,,,,,,,,,,,,-9999.0,,,,
USW00003104,1950,11,11,,,,0.0,0.0,0.0,,228.0,-28.0,,,,,,,,,,,,,,,,-9999.0,,,,
USW00003104,1950,11,12,,,,0.0,0.0,0.0,,217.0,-17.0,,,,,,,,,,,,,,,,-9999.0,,,,
USW00003104,1950,11,13,,,,10.0,0.0,0.0,,211.0,33.0,,,,,,,,,,,,,,,,1.0,,,,
USW00003104,1950,11,14,,,,3.0,0.0,0.0,,217.0,89.0,,,,,,,,,,,,,,,,1.0,,,,
USW00003104,1950,11,15,,,,0.0,0.0,0.0,,228.0,61.0,,,,,,,,,,,,,,,,-9999.0,,,,
USW00003104,1950,11,16,,,,0.0,0.0,0.0,,239.0,39.0,,,,,,,,,,,,,,,,-9999.0,,,,
USW00003104,1950,11,17,,,,0.0,0.0,0.0,,272.0,50.0,,,,,,,,,,,,,,,,-9999.0,,,,
USW00003104,1950,11,18,,,,0.0,0.0,0.0,,250.0,78.0,,,,,,,,,,,,,,,,-9999.0,,,,
USW00003104,1950,11,19,,,,0.0,0.0,0.0,,261.0,133.0,,,,,,,,,,,,,,,,-9999.0,,,,
USW00003104,1950,11,2,,,,0.0,0.0,0.0,,344.0,194.0,,,,,,,,,,,,,,,,-9999.0,,,,
USW00003104,1950,11,20,,,,0.0,0.0,0.0,,311.0,133.0,,,,,,,,,,,,,,,,-9999.0,,,,
USW00003104,1950,11,21,,,,0.0,0.0,0.0,,333.0,117.0,,,,,,,,,,,,,,,,-9999.0,,,,
USW00003104,1950,11,22,,,,0.0,0.0,0.0,,339.0,117.0,,,,,,,,,,,,,,,,-9999.0,,,,
USW00003104,1950,11,23,,,,0.0,0.0,0.0,,339.0,83.0,,,,,,,,,,,,,,,,-9999.0,,,,
USW00003104,1950,11,24,,,,0.0,0.0,0.0,,339.0,61.0,,,,,,,,,,,,,,,,-9999.0,,,,
USW00003104,1950,11,25,,,,0.0,0.0,0.0,,322.0,72.0,,,,,,,,,,,,,,,,-9999.0,,,,
