ID,YEAR,MONTH,DAY,DAPR,DASF,MDPR,MDSF,PRCP,SNOW,SNWD,WT01,WT03,WT04,WT05,WT06,WT08,WT11,WT14,WT16,WT18
USC00046328,1943,12,12,,,,,0.0,,-9999.0,,,,,,,,,-9999.0,
USC00046328,1943,12,13,,,,,0.0,,-9999.0,,,,,,,,,-9999.0,
USC00046328,1943,12,14,,,,,0.0,,-9999.0,,,,,,,,,-9999.0,
USC00046328,1943,12,15,,,,,0.0,,-9999.0,,,,,,,,,-9999.0,
USC00046328,1943,12,16,,,,,0.0,,-9999.0,,,,,,,,,-9999.0,
USC00046328,1943,12,17,,,,,0.0,,-9999.0,,,,,,,,,-9999.0,
USC00046328,1943,12,18,,,,,0.0,,-9999.0,,,,,,,,,-9999.0,
USC00046328,1943,12,19,,,,,0.0,,-9999.0,,,,,,,,,1.0,
USC00046328,1943,12,2,,,,,0.0,,-9999.0,,,,,,,,,-9999.0,
USC00046328,1943,12,20,,,,,41.0,,-9999.0,,,,,,,,,-9999.0,
USC00046328,1943,12,21,,,,,0.0,,-9999.0,,,,,,,,,-9999.0,
USC00046328,1943,12,22,,,,,0.0,,-9999.0,,,,,,,,,-9999.0,
USC00046328,1943,12,23,,,,,0.0,,-9999.0,,,,,,,,,-9999.0,
USC00046328,1943,12,24,,,,,0.0,,-9999.0,,,,,,,,,-9999.0,
USC00046328,1943,12,25,,,,,0.0,,-9999.0,,,,,,,,,-9999.0,
USC00046328,1943,12,26,,,,,0.0,,-9999.0,,,,,,,,,-9999.0,
USC00046328,1943,12,27,,,,,0.0,,-9999.0,,,,,,,,,-9999.0,
USC00046328,1943,12,28,,,,,0.0,,-9999.0,,,,,,,,,-9999.0,
USC00046328,1943,12,29,,,,,0.0,,-9999.0,,,,,,,,,-9999.0,
USC00046328,1943,12,3,,,,,33.0,,-9999.0,,,,,,,,,1.0,
USC00046328,1943,12,30,,,,,0.0,,-9999.0,,,,,,,,,-9999.0,
USC00046328,1943,12,31,,,,,15.0,,0.0,,,,,,,,,-9999.0,
USC00046328,1943,12,4,,,,,10.0,,-9999.0,,,,,,,,,1.0,
USC00046328,1943,12,5,,,,,10.0,,-9999.0,,,,,,,,,1.0,
USC00046328,1943,12,6,,,,,0.0,,-9999.0,,,,,,,,,-9999.0,
USC00046328,1943,12,7,,,,,0.0,,-9999.0,,,,,,,,,-9999.0,
USC00046328,1943,12,8,,,,,0.0,,-9999.0,,,,,,,,,-9999.0,
USC00046328,1943,12,9,,,,,0.0,,-9999.0,,,,,,,,,-9999.0,
USC00046328,1944,1,1,,,,,152.0,,,,,,,,,,,1.0,
USC00046328,1944,1,10,,,,,0.0,,,,,,,,,,,1.0,
USC00046328,1944,1,11,,,,,0.0,,,,,,,,,,,-9999.0,
USC00046328,1944,1,12,,,,,0.0,,,,,,,,,,,-9999.0,
USC00046328,1944,1,13,,,,,0.0,,,,,,,,,,,-9999.0,
USC00046328,1944,1,14,,,,,36.0,,,,,,,,,,,-9999.0,
USC00046328,1944,1,15,,,,,0.0,,,,,,,,,,,-9999.0,
USC00046328,1944,1,16,,,,,0.0,,,,,,,,,,,-9999.0,
USC00046328,1944,1,17,,,,,0.0,,,,,,,,,,,-9999.0,
USC00046328,1944,1,18,,,,,0.0,,,,,,,,,,,-9999.0,
USC00046328,1944,1,19,,,,,0.0,,,,,,,,,,,-9999.0,
USC00046328,1944,1,2,,,,,127.0,,,,,,,,,,,-9999.0,
USC00046328,1944,1,20,,,,,0.0,,,,,,,,,,,-9999.0,
USC00046328,1944,1,21,,,,,0.0,,,,,,,,,,,-9999.0,
USC00046328,1944,1,22,,,,,0.0,,,,,,,,,,,-9999.0,
USC00046328,1944,1,23,,,,,188.0,,,,,,,,,,,1.0,
USC00046328,1944,1,24,,,,,8.0,,,,,,,,,,,-9999.0,
USC00046328,1944,1,25,,,,,0.0,,,,,,,,,,,-9999.0,
USC00046328,1944,1,26,,,,,0.0,,,,,,,,,,,-9999.0,
USC00046328,1944,1,27,,,,,0.0,,,,,,,,,,,-9999.0,
USC00046328,1944,1,28,,,,,0.0,,,,,,,,,,,-9999.0,
USC00046328,1944,1,29,,,,,0.0,,,,,,,,,,,-9999.0,
USC00046328,1944,1,3,,,,,0.0,,,,,,,,,,,-9999.0,
USC00046328,1944,1,30,,,,,0.0,,,,,,,,,,,-9999.0,
USC00046328,1944,1,31,,,,,0.0,,,,,,,,,,,-9999.0,
USC00046328,1944,1,4,,,,,18.0,,,,,,,,,,,-9999.0,
USC00046328,1944,1,5,,,,,168.0,,,,,,,,,,,-9999.0,
USC00046328,1944,1,6,,,,,0.0,,,,,,,,,,,-9999.0,
USC00046328,1944,1,7,,,,,0.0,,,,,,,,,,,-9999.0,
USC00046328,1944,1,8,,,,,0.0,,,,,,,,,,,-9999.0,
USC00046328,1944,1,9,,,,,33.0,,,,,,,,,,,-9999.0,
USC00046328,1944,2,1,,,,,38.0,,-9999.0,-9999.0,,,,,,,,-9999.0,-9999.0
USC00046328,1944,2,10,,,,,-9999.0,,-9999.0,-9999.0,,,,,,,,-9999.0,-9999.0
USC00046328,1944,2,11,,,,,-9999.0,,-9999.0,-9999.0,,,,,,,,-9999.0,-9999.0
USC00046328,1944,2,12,,,,,-9999.0,,-9999.0,-9999.0,,,,,,,,-9999.0,-9999.0
USC00046328,1944,2,13,,,,,-9999.0,,-9999.0,-9999.0,,,,,,,,-9999.0,-9999.0
USC00046328,1944,2,14,,,,,0.0,,-9999.0,-9999.0,,,,,,,,1.0,-9999.0
USC00046328,1944,2,15,,,,,20.0,,-9999.0,-9999.0,,,,,,,,-9999.0,-9999.0
USC00046328,1944,2,16,,,,,-9999.0,,-9999.0,-9999.0,,,,,,,,-9999.0,-9999.0
USC00046328,1944,2,17,,,,,25.0,,-9999.0,1.0,,,,,,,,-9999.0,-9999.0
USC00046328,1944,2,18,,,,,-9999.0,,-9999.0,1.0,,,,,,,,-9999.0,-9999.0
USC00046328,1944,2,19,,,,,25.0,,-9999.0,1.0,,,,,,,,-9999.0,-9999.0
USC00046328,1944,2,2,,,,,10.0,,-9999.0,-9999.0,,,,,,,,-9999.0,-9999.0
USC00046328,1944,2,20,,,,,-9999.0,,-9999.0,1.0,,,,,,,,-9999.0,-9999.0
USC00046328,1944,2,21,,,,,-9999.0,,-9999.0,-9999.0,,,,,,,,-9999.0,-9999.0
USC00046328,1944,2,22,,,,,1275.0,,0.0,-9999.0,,,,,,,,-9999.0,1.0
USC00046328,1944,2,23,,,,,-9999.0,,-9999.0,-9999.0,,,,,,,,-9999.0,-9999.0
USC00046328,1944,2,24,,,,,-9999.0,,-9999.0,-9999.0,,,,,,,,-9999.0,-9999.0
USC00046328,1944,2,25,,,,,15.0,,-9999.0,-9999.0,,,,,,,,1.0,-9999.0
USC00046328,1944,2,26,,,,,-9999.0,,-9999.0,-9999.0,,,,,,,,-9999.0,-9999.0
USC00046328,1944,2,27,,,,,-9999.0,,-9999.0,-9999.0,,,,,,,,1.0,-9999.0
USC00046328,1944,2,28,,,,,64.0,,0.0,-9999.0,,,,,,,,-9999.0,1.0
USC00046328,1944,2,29,,,,,25.0,,-9999.0,-9999.0,,,,,,,,1.0,-9999.0
USC00046328,1944,2,3,,,,,102.0,,-9999.0,-9999.0,,,,,,,,1.0,-9999.0
USC00046328,1944,2,30,,,,,-9999.0,,-9999.0,-9999.0,,,,,,,,-9999.0,-9999.0
USC00046328,1944,2,31,,,,,-9999.0,,-9999.0,-9999.0,,,,,,,,-9999.0,-9999.0
USC00046328,1944,2,4,,,,,89.0,,-9999.0,-9999.0,,,,,,,,-9999.0,-9999.0
USC00046328,1944,2,5,,,,,0.0,,-9999.0,-9999.0,,,,,,,,-9999.0,-9999.0
USC00046328,1944,2,6,,,,,-9999.0,,-9999.0,-9999.0,,,,,,,,-9999.0,-9999.0
USC00046328,1944,2,7,,,,,79.0,,-9999.0,-9999.0,,,,,,,,-9999.0,-9999.0
USC00046328,1944,2,8,,,,,25.0,,-9999.0,-9999.0,,,,,,,,1.0,-9999.0
USC00046328,1944,2,9,,,,,-9999.0,,-9999.0,1.0,,,,,,,,-9999.0,-9999.0
USC00046328,1944,3,1,,,,,0.0,0.0,,1.0,,,,,,,,-9999.0,-9999.0
USC00046328,1944,3,10,,,,,5.0,0.0,,1.0,,,,,,,,-9999.0,-9999.0
USC00046328,1944,3,11,,,,,0.0,0.0,,-9999.0,,,,,,,,-9999.0,-9999.0
USC00046328,1944,3,12,,,,,0.0,0.0,,-9999.0,,,,,,,,-9999.0,-9999.0
USC00046328,1944,3,13,,,,,0.0,0.0,,-9999.0,,,,,,,,-9999.0,-9999.0
USC00046328,1944,3,14,,,,,0.0,0.0,,-9999.0,,,,,,,,-9999.0,-9999.0
USC00046328,1944,3,15,,,,,0.0,0.0,,-9999.0,,,,,,,,-9999.0,-9999.0
USC00046328,1944,3,16,,,,,0.0,0.0,,-9999.0,,,,,,,,-9999.0,-9999.0
USC00046328,1944,3,17,,,,,0.0,0.0,,-9999.0,,,,,,,,-9999.0,-9999.0
USC00046328,1944,3,18,,,,,0.0,0.0,,-9999.0,,,,,,,,-9999.0,-9999.0
USC00046328,1944,3,19,,,,,0.0,0.0,,-9999.0,,,,,,,,-9999.0,-9999.0
USC00046328,1944,3,2,,,,,0.0,0.0,,-9999.0,,,,,,,,-9999.0,-9999.0
USC00046328,1944,3,20,,,,,0.0,0.0,,-9999.0,,,,,,,,-9999.0,-9999.0
USC00046328,1944,3,21,,,,,0.0,0.0,,-9999.0,,,,,,,,-9999.0,-9999.0
USC00046328,1944,3,22,,,,,0.0,0.0,,-9999.0,,,,,,,,-9999.0,-9999.0
USC00046328,1944,3,23,,,,,0.0,0.0,,-9999.0,,,,,,,,-9999.0,-9999.0
USC00046328,1944,3,24,,,,,0.0,0.0,,-9999.0,,,,,,,,-9999.0,-9999.0
USC00046328,1944,3,25,,,,,0.0,0.0,,-9999.0,,,,,,,,-9999.0,-9999.0
USC00046328,1944,3,26,,,,,0.0,0.0,,-9999.0,,,,,,,,-9999.0,-9999.0
USC00046328,1944,3,27,,,,,0.0,0.0,,-9999.0,,,,,,,,-9999.0,-9999.0
USC00046328,1944,3,28,,,,,0.0,0.0,,-9999.0,,,,,,,,-9999.0,-9999.0
USC00046328,1944,3,29,,,,,0.0,0.0,,-9999.0,,,,,,,,-9999.0,-9999.0
USC00046328,1944,3,3,,,,,36.0,0.0,,-9999.0,,,,,,,,-9999.0,1.0
USC00046328,1944,3,30,,,,,0.0,0.0,,-9999.0,,,,,,,,-9999.0,-9999.0
USC00046328,1944,3,31,,,,,0.0,0.0,,-9999.0,,,,,,,,-9999.0,-9999.0
USC00046328,1944,3,4,,,,,218.0,51.0,,-9999.0,,,,,,,,-9999.0,1.0
USC00046328,1944,3,5,,,,,114.0,0.0,,-9999.0,,,,,,,,-9999.0,-9999.0
USC00046328,1944,3,6,,,,,0.0,0.0,,-9999.0,,,,,,,,-9999.0,-9999.0
USC00046328,1944,3,7,,,,,0.0,0.0,,-9999.0,,,,,,,,-9999.0,-9999.0
USC00046328,1944,3,8,,,,,0.0,0.0,,1.0,,,,,,,,-9999.0,-9999.0
USC00046328,1944,3,9,,,,,28.0,0.0,,-9999.0,,,,,,,,1.0,-9999.0
USC00046328,1944,4,1,,,,,-9999.0,,,-9999.0,,,,,,,,-9999.0,
USC00046328,1944,4,10,,,,,-9999.0,,,-9999.0,,,,,,,,-9999.0,
USC00046328,1944,4,11,,,,,76.0,,,-9999.0,,,,,,,,1.0,
USC00046328,1944,4,12,,,,,13.0,,,-9999.0,,,,,,,,-9999.0,
USC00046328,1944,4,13,,,,,5.0,,,-9999.0,,,,,,,,1.0,
USC00046328,1944,4,14,,,,,3.0,,,-9999.0,,,,,,,,-9999.0,
USC00046328,1944,4,15,,,,,-9999.0,,,-9999.0,,,,,,,,-9999.0,
USC00046328,1944,4,16,,,,,-9999.0,,,-9999.0,,,,,,,,-9999.0,
USC00046328,1944,4,17,,,,,-9999.0,,,-9999.0,,,,,,,,-9999.0,
USC00046328,1944,4,18,,,,,-9999.0,,,-9999.0,,,,,,,,-9999.0,
USC00046328,1944,4,19,,,,,15.0,,,-9999.0,,,,,,,,-9999.0,
USC00046328,1944,4,2,,,,,-9999.0,,,-9999.0,,,,,,,,-9999.0,
USC00046328,1944,4,20,,,,,64.0,,,-9999.0,,,,,,,,1.0,
USC00046328,1944,4,21,,,,,-9999.0,,,1.0,,,,,,,,-9999.0,
USC00046328,1944,4,22,,,,,-9999.0,,,1.0,,,,,,,,-9999.0,
USC00046328,1944,4,23,,,,,-9999.0,,,-9999.0,,,,,,,,-9999.0,
USC00046328,1944,4,24,,,,,5.0,,,-9999.0,,,,,,,,-9999.0,
USC00046328,1944,4,25,,,,,-9999.0,,,-9999.0,,,,,,,,-9999.0,
USC00046328,1944,4,26,,,,,-9999.0,,,-9999.0,,,,,,,,-9999.0,
USC00046328,1944,4,27,,,,,10.0,,,-9999.0,,,,,,,,-9999.0,
USC00046328,1944,4,28,,,,,-9999.0,,,-9999.0,,,,,,,,-9999.0,
USC00046328,1944,4,29,,,,,-9999.0,,,-9999.0,,,,,,,,-9999.0,
USC00046328,1944,4,3,,,,,-9999.0,,,-9999.0,,,,,,,,-9999.0,
USC00046328,1944,4,30,,,,,-9999.0,,,-9999.0,,,,,,,,-9999.0,
USC00046328,1944,4,31,,,,,-9999.0,,,-9999.0,,,,,,,,-9999.0,
USC00046328,1944,4,4,,,,,-9999.0,,,-9999.0,,,,,,,,-9999.0,
USC00046328,1944,4,5,,,,,-9999.0,,,-9999.0,,,,,,,,-9999.0,
USC00046328,1944,4,6,,,,,-9999.0,,,-9999.0,,,,,,,,-9999.0,
USC00046328,1944,4,7,,,,,-9999.0,,,-9999.0,,,,,,,,-9999.0,
USC00046328,1944,4,8,,,,,64.0,,,-9999.0,,,,,,,,-9999.0,
USC00046328,1944,4,9,,,,,8.0,,,-9999.0,,,,,,,,-9999.0,
USC00046328,1944,5,1,,,,,0.0,,,,,,,,,,,,
USC00046328,1944,5,10,,,,,0.0,,,,,,,,,,,,
USC00046328,1944,5,11,,,,,0.0,,,,,,,,,,,,
USC00046328,1944,5,12,,,,,0.0,,,,,,,,,,,,
USC00046328,1944,5,13,,,,,0.0,,,,,,,,,,,,
USC00046328,1944,5,14,,,,,0.0,,,,,,,,,,,,
USC00046328,1944,5,15,,,,,10.0,,,,,,,,,,,,
USC00046328,1944,5,16,,,,,8.0,,,,,,,,,,,,
USC00046328,1944,5,17,,,,,10.0,,,,,,,,,,,,
USC00046328,1944,5,18,,,,,15.0,,,,,,,,,,,,
USC00046328,1944,5,19,,,,,0.0,,,,,,,,,,,,
USC00046328,1944,5,2,,,,,0.0,,,,,,,,,,,,
USC00046328,1944,5,20,,,,,0.0,,,,,,,,,,,,
USC00046328,1944,5,21,,,,,0.0,,,,,,,,,,,,
USC00046328,1944,5,22,,,,,0.0,,,,,,,,,,,,
USC00046328,1944,5,23,,,,,0.0,,,,,,,,,,,,
USC00046328,1944,5,24,,,,,0.0,,,,,,,,,,,,
USC00046328,1944,5,25,,,,,0.0,,,,,,,,,,,,
USC00046328,1944,5,26,,,,,0.0,,,,,,,,,,,,
USC00046328,1944,5,27,,,,,0.0,,,,,,,,,,,,
USC00046328,1944,5,28,,,,,0.0,,,,,,,,,,,,
USC00046328,1944,5,29,,,,,25.0,,,,,,,,,,,,
USC00046328,1944,5,3,,,,,0.0,,,,,,,,,,,,
USC00046328,1944,5,30,,,,,0.0,,,,,,,,,,,,
USC00046328,1944,5,31,,,,,13.0,,,,,,,,,,,,
USC00046328,1944,5,4,,,,,0.0,,,,,,,,,,,,
USC00046328,1944,5,5,,,,,0.0,,,,,,,,,,,,
USC00046328,1944,5,6,,,,,0.0,,,,,,,,,,,,
USC00046328,1944,5,7,,,,,0.0,,,,,,,,,,,,
USC00046328,1944,5,8,,,,,0.0,,,,,,,,,,,,
USC00046328,1944,5,9,,,,,0.0,,,,,,,,,,,,
USC00046328,1944,6,1,,,,,0.0,,,-9999.0,,,,,,,,-9999.0,
USC00046328,1944,6,10,,,,,0.0,,,-9999.0,,,,,,,,-9999.0,
USC00046328,1944,6,11,,,,,25.0,,,1.0,,,,,,,,-9999.0,
USC00046328,1944,6,12,,,,,0.0,,,-9999.0,,,,,,,,-9999.0,
USC00046328,1944,6,13,,,,,0.0,,,-9999.0,,,,,,,,-9999.0,
USC00046328,1944,6,14,,,,,0.0,,,-9999.0,,,,,,,,-9999.0,
USC00046328,1944,6,15,,,,,0.0,,,-9999.0,,,,,,,,-9999.0,
USC00046328,1944,6,16,,,,,43.0,,,-9999.0,,,,,,,,-9999.0,
USC00046328,1944,6,17,,,,,20.0,,,-9999.0,,,,,,,,-9999.0,
USC00046328,1944,6,18,,,,,0.0,,,-9999.0,,,,,,,,-9999.0,
USC00046328,1944,6,19,,,,,5.0,,,-9999.0,,,,,,,,-9999.0,
USC00046328,1944,6,2,,,,,53.0,,,-9999.0,,,,,,,,1.0,
USC00046328,1944,6,20,,,,,0.0,,,-9999.0,,,,,,,,-9999.0,
USC00046328,1944,6,21,,,,,3.0,,,-9999.0,,,,,,,,-9999.0,
USC00046328,1944,6,22,,,,,20.0,,,-9999.0,,,,,,,,-9999.0,
USC00046328,1944,6,23,,,,,0.0,,,-9999.0,,,,,,,,-9999.0,
USC00046328,1944,6,24,,,,,0.0,,,-9999.0,,,,,,,,-9999.0,
USC00046328,1944,6,25,,,,,0.0,,,-9999.0,,,,,,,,-9999.0,
USC00046328,1944,6,26,,,,,0.0,,,-9999.0,,,,,,,,-9999.0,
USC00046328,1944,6,27,,,,,0.0,,,-9999.0,,,,,,,,-9999.0,
USC00046328,1944,6,28,,,,,0.0,,,-9999.0,,,,,,,,-9999.0,
USC00046328,1944,6,29,,,,,0.0,,,-9999.0,,,,,,,,-9999.0,
USC00046328,1944,6,3,,,,,0.0,,,1.0,,,,,,,,-9999.0,
USC00046328,1944,6,30,,,,,0.0,,,-9999.0,,,,,,,,-9999.0,
USC00046328,1944,6,31,,,,,-9999.0,,,-9999.0,,,,,,,,-9999.0,
USC00046328,1944,6,4,,,,,0.0,,,-9999.0,,,,,,,,-9999.0,
USC00046328,1944,6,5,,,,,0.0,,,-9999.0,,,,,,,,-9999.0,
USC00046328,1944,6,6,,,,,0.0,,,-9999.0,,,,,,,,-9999.0,
USC00046328,1944,6,7,,,,,0.0,,,-9999.0,,,,,,,,-9999.0,
USC00046328,1944,6,8,,,,,0.0,,,-9999.0,,,,,,,,-9999.0,
USC00046328,1944,6,9,,,,,3.0,,,-9999.0,,,,,,,,-9999.0,
USC00046328,1944,7,1,,,,,0.0,,,-9999.0,,,,,,,,,
USC00046328,1944,7,10,,,,,0.0,,,-9999.0,,,,,,,,,
USC00046328,1944,7,11,,,,,0.0,,,-9999.0,,,,,,,,,
USC00046328,1944,7,12,,,,,0.0,,,-9999.0,,,,,,,,,
USC00046328,1944,7,13,,,,,0.0,,,-9999.0,,,,,,,,,
USC00046328,1944,7,14,,,,,0.0,,,-9999.0,,,,,,,,,
USC00046328,1944,7,15,,,,,0.0,,,-9999.0,,,,,,,,,
USC00046328,1944,7,16,,,,,0.0,,,-9999.0,,,,,,,,,
USC00046328,1944,7,17,,,,,0.0,,,-9999.0,,,,,,,,,
USC00046328,1944,7,18,,,,,0.0,,,-9999.0,,,,,,,,,
USC00046328,1944,7,19,,,,,0.0,,,-9999.0,,,,,,,,,
USC00046328,1944,7,2,,,,,0.0,,,-9999.0,,,,,,,,,
USC00046328,1944,7,20,,,,,0.0,,,-9999.0,,,,,,,,,
USC00046328,1944,7,21,,,,,0.0,,,-9999.0,,,,,,,,,
USC00046328,1944,7,22,,,,,0.0,,,-9999.0,,,,,,,,,
USC00046328,1944,7,23,,,,,0.0,,,-9999.0,,,,,,,,,
USC00046328,1944,7,24,,,,,0.0,,,-9999.0,,,,,,,,,
USC00046328,1944,7,25,,,,,0.0,,,-9999.0,,,,,,,,,
USC00046328,1944,7,26,,,,,135.0,,,1.0,,,,,,,,,
USC00046328,1944,7,27,,,,,152.0,,,1.0,,,,,,,,,
USC00046328,1944,7,28,,,,,0.0,,,1.0,,,,,,,,,
USC00046328,1944,7,29,,,,,254.0,,,-9999.0,,,,,,,,,
USC00046328,1944,7,3,,,,,0.0,,,-9999.0,,,,,,,,,
USC00046328,1944,7,30,,,,,10.0,,,1.0,,,,,,,,,
USC00046328,1944,7,31,,,,,0.0,,,-9999.0,,,,,,,,,
USC00046328,1944,7,4,,,,,0.0,,,-9999.0,,,,,,,,,
USC00046328,1944,7,5,,,,,0.0,,,-9999.0,,,,,,,,,
USC00046328,1944,7,6,,,,,0.0,,,-9999.0,,,,,,,,,
USC00046328,1944,7,7,,,,,0.0,,,-9999.0,,,,,,,,,
USC00046328,1944,7,8,,,,,0.0,,,-9999.0,,,,,,,,,
USC00046328,1944,7,9,,,,,3.0,,,-9999.0,,,,,,,,,
USC00046328,1944,8,1,,,,,0.0,,,-9999.0,,,,,,,,,
USC00046328,1944,8,10,,,,,0.0,,,-9999.0,,,,,,,,,
USC00046328,1944,8,11,,,,,0.0,,,-9999.0,,,,,,,,,
USC00046328,1944,8,12,,,,,0.0,,,-9999.0,,,,,,,,,
USC00046328,1944,8,13,,,,,0.0,,,-9999.0,,,,,,,,,
USC00046328,1944,8,14,,,,,0.0,,,-9999.0,,,,,,,,,
USC00046328,1944,8,15,,,,,0.0,,,-9999.0,,,,,,,,,
USC00046328,1944,8,16,,,,,0.0,,,-9999.0,,,,,,,,,
USC00046328,1944,8,17,,,,,0.0,,,-9999.0,,,,,,,,,
USC00046328,1944,8,18,,,,,0.0,,,-9999.0,,,,,,,,,
USC00046328,1944,8,19,,,,,0.0,,,-9999.0,,,,,,,,,
USC00046328,1944,8,2,,,,,64.0,,,1.0,,,,,,,,,
USC00046328,1944,8,20,,,,,0.0,,,-9999.0,,,,,,,,,
USC00046328,1944,8,21,,,,,0.0,,,-9999.0,,,,,,,,,
USC00046328,1944,8,22,,,,,0.0,,,-9999.0,,,,,,,,,
USC00046328,1944,8,23,,,,,0.0,,,-9999.0,,,,,,,,,
USC00046328,1944,8,24,,,,,0.0,,,-9999.0,,,,,,,,,
USC00046328,1944,8,25,,,,,0.0,,,-9999.0,,,,,,,,,
USC00046328,1944,8,26,,,,,0.0,,,-9999.0,,,,,,,,,
USC00046328,1944,8,27,,,,,0.0,,,-9999.0,,,,,,,,,
USC00046328,1944,8,28,,,,,0.0,,,-9999.0,,,,,,,,,
USC00046328,1944,8,29,,,,,0.0,,,-9999.0,,,,,,,,,
USC00046328,1944,8,3,,,,,0.0,,,-9999.0,,,,,,,,,
USC00046328,1944,8,30,,,,,0.0,,,-9999.0,,,,,,,,,
USC00046328,1944,8,31,,,,,0.0,,,-9999.0,,,,,,,,,
USC00046328,1944,8,4,,,,,0.0,,,-9999.0,,,,,,,,,
USC00046328,1944,8,5,,,,,0.0,,,-9999.0,,,,,,,,,
USC00046328,1944,8,6,,,,,0.0,,,-9999.0,,,,,,,,,
USC00046328,1944,8,7,,,,,0.0,,,-9999.0,,,,,,,,,
USC00046328,1944,8,8,,,,,0.0,,,-9999.0,,,,,,,,,
USC00046328,1944,8,9,,,,,0.0,,,-9999.0,,,,,,,,,
USC00046328,1944,9,1,,,,,69.0,,,,,,,,-9999.0,,,,
USC00046328,1944,9,10,,,,,0.0,,,,,,,,-9999.0,,,,
USC00046328,1944,9,11,,,,,0.0,,,,,,,,-9999.0,,,,
USC00046328,1944,9,12,,,,,0.0,,,,,,,,-9999.0,,,,
USC00046328,1944,9,13,,,,,0.0,,,,,,,,-9999.0,,,,
USC00046328,1944,9,14,,,,,0.0,,,,,,,,-9999.0,,,,
USC00046328,1944,9,15,,,,,0.0,,,,,,,,-9999.0,,,,
USC00046328,1944,9,16,,,,,0.0,,,,,,,,-9999.0,,,,
USC00046328,1944,9,17,,,,,0.0,,,,,,,,-9999.0,,,,
USC00046328,1944,9,18,,,,,0.0,,,,,,,,-9999.0,,,,
USC00046328,1944,9,19,,,,,0.0,,,,,,,,-9999.0,,,,
USC00046328,1944,9,2,,,,,0.0,,,,,,,,-9999.0,,,,
USC00046328,1944,9,20,,,,,0.0,,,,,,,,-9999.0,,,,
USC00046328,1944,9,21,,,,,0.0,,,,,,,,-9999.0,,,,
USC00046328,1944,9,22,,,,,0.0,,,,,,,,-9999.0,,,,
USC00046328,1944,9,23,,,,,0.0,,,,,,,,-9999.0,,,,
USC00046328,1944,9,24,,,,,0.0,,,,,,,,-9999.0,,,,
USC00046328,1944,9,25,,,,,0.0,,,,,,,,-9999.0,,,,
