ID,YEAR,MONTH,DAY,AWND,FMTM,PGTM,PRCP,SNOW,SNWD,TAVG,TMAX,TMIN,TSUN,WDF2,WDF5,WSF2,WSF5,WSFG,WT01,WT02,WT03,WT05,WT07,WT08,WT09,WT10,WT11,WT13,WT14,WT16,WT18,WT21,WV01,WV03
USW00023190,1941,1,5,,,,-9999.0,0.0,0.0,,167.0,-9999.0,,,,,,,,,,,,,,,,,,,,,,
USW00023190,1941,1,6,,,,-9999.0,0.0,0.0,,167.0,-9999.0,,,,,,,,,,,,,,,,,,,,,,
USW00023190,1941,1,7,,,,-9999.0,0.0,0.0,,161.0,-9999.0,,,,,,,,,,,,,,,,,,,,,,
USW00023190,1941,1,8,,,,-9999.0,0.0,0.0,,278.0,-9999.0,,,,,,,,,,,,,,,,,,,,,,
USW00023190,1941,1,9,,,,-9999.0,0.0,0.0,,250.0,-9999.0,,,,,,,,,,,,,,,,,,,,,,
USW00023190,1941,2,1,,,,0.0,0.0,0.0,,183.0,56.0,,,,,,,-9999.0,,-9999.0,,,,,,,,,,,,,
USW00023190,1941,2,10,,,,-9999.0,0.0,0.0,,194.0,128.0,,,,,,,1.0,,-9999.0,,,,,,,,,,,,,
USW00023190,1941,2,11,,,,-9999.0,0.0,0.0,,156.0,122.0,,,,,,,-9999.0,,-9999.0,,,,,,,,,,,,,
USW00023190,1941,2,12,,,,0.0,0.0,0.0,,178.0,106.0,,,,,,,-9999.0,,-9999.0,,,,,,,,,,,,,
USW00023190,1941,2,13,,,,0.0,0.0,0.0,,172.0,83.0,,,,,,,-9999.0,,-9999.0,,,,,,,,,,,,,
USW00023190,1941,2,14,,,,-9999.0,0.0,0.0,,144.0,100.0,,,,,,,-9999.0,,-9999.0,,,,,,,,,,,,,
USW00023190,1941,2,15,,,,-9999.0,0.0,0.0,,172.0,122.0,,,,,,,-9999.0,,-9999.0,,,,,,,,,,,,,
USW00023190,1941,2,16,,,,-9999.0,0.0,0.0,,178.0,117.0,,,,,,,-9999.0,,-9999.0,,,,,,,,,,,,,
USW00023190,1941,2,17,,,,-9999.0,0.0,0.0,,172.0,106.0,,,,,,,-9999.0,,-9999.0,,,,,,,,,,,,,
USW00023190,1941,2,18,,,,0.0,0.0,0.0,,183.0,72.0,,,,,,,-9999.0,,-9999.0,,,,,,,,,,,,,
USW00023190,1941,2,19,,,,-9999.0,0.0,0.0,,167.0,67.0,,,,,,,-9999.0,,-9999.0,,,,,,,,,,,,,
USW00023190,1941,2,2,,,,0.0,0.0,0.0,,217.0,56.0,,,,,,,-9999.0,,-9999.0,,,,,,,,,,,,,
USW00023190,1941,2,20,,,,-9999.0,0.0,0.0,,172.0,128.0,,,,,,,-9999.0,,-9999.0,,,,,,,,,,,,,
USW00023190,1941,2,21,,,,-9999.0,0.0,0.0,,161.0,106.0,,,,,,,-9999.0,,1.0,,,,,,,,,,,,,
USW00023190,1941,2,22,,,,-9999.0,0.0,0.0,,189.0,100.0,,,,,,,-9999.0,,-9999.0,,,,,,,,,,,,,
USW00023190,1941,2,23,,,,-9999.0,0.0,0.0,,178.0,83.0,,,,,,,-9999.0,,-9999.0,,,,,,,,,,,,,
USW00023190,1941,2,24,,,,-9999.0,0.0,0.0,,189.0,100.0,,,,,,,-9999.0,,-9999.0,,,,,,,,,,,,,
USW00023190,1941,2,25,,,,0.0,0.0,0.0,,183.0,100.0,,,,,,,-9999.0,,-9999.0,,,,,,,,,,,,,
USW00023190,1941,2,26,,,,0.0,0.0,0.0,,172.0,94.0,,,,,,,-9999.0,,-9999.0,,,,,,,,,,,,,
USW00023190,1941,2,27,,,,0.0,0.0,0.0,,194.0,111.0,,,,,,,-9999.0,,-9999.0,,,,,,,,,,,,,
USW00023190,1941,2,28,,,,-9999.0,0.0,0.0,,200.0,122.0,,,,,,,-9999.0,,-9999.0,,,,,,,,,,,,,
USW00023190,1941,2,29,,,,-9999.0,-9999.0,-9999.0,,-9999.0,-9999.0,,,,,,,-9999.0,,-9999.0,,,,,,,,,,,,,
USW00023190,1941,2,3,,,,0.0,0.0,0.0,,217.0,33.0,,,,,,,-9999.0,,-9999.0,,,,,,,,,,,,,
USW00023190,1941,2,30,,,,-9999.0,-9999.0,-9999.0,,-9999.0,-9999.0,,,,,,,-9999.0,,-9999.0,,,,,,,,,,,,,
USW00023190,1941,2,31,,,,-9999.0,-9999.0,-9999.0,,-9999.0,-9999.0,,,,,,,-9999.0,,-9999.0,,,,,,,,,,,,,
USW00023190,1941,2,4,,,,0.0,0.0,0.0,,239.0,39.0,,,,,,,-9999.0,,-9999.0,,,,,,,,,,,,,
USW00023190,1941,2,5,,,,-9999.0,0.0,0.0,,172.0,44.0,,,,,,,-9999.0,,-9999.0,,,,,,,,,,,,,
USW00023190,1941,2,6,,,,-9999.0,0.0,0.0,,156.0,83.0,,,,,,,-9999.0,,-9999.0,,,,,,,,,,,,,
USW00023190,1941,2,7,,,,-9999.0,0.0,0.0,,167.0,44.0,,,,,,,-9999.0,,-9999.0,,,,,,,,,,,,,
USW00023190,1941,2,8,,,,-9999.0,0.0,0.0,,167.0,117.0,,,,,,,-9999.0,,-9999.0,,,,,,,,,,,,,
USW00023190,1941,2,9,,,,-9999.0,0.0,0.0,,167.0,117.0,,,,,,,-9999.0,,-9999.0,,,,,,,,,,,,,
USW00023190,1941,3,1,,,,-9999.0,0.0,0.0,,167.0,100.0,,,,,,,,,-9999.0,,,,,,,,,,,,,
USW00023190,1941,3,10,,,,0.0,0.0,0.0,,233.0,117.0,,,,,,,,,-9999.0,,,,,,,,,,,,,
USW00023190,1941,3,11,,,,-9999.0,0.0,0.0,,194.0,117.0,,,,,,,,,-9999.0,,,,,,,,,,,,,
USW00023190,1941,3,12,,,,-9999.0,0.0,0.0,,172.0,133.0,,,,,,,,,-9999.0,,,,,,,,,,,,,
USW00023190,1941,3,13,,,,-9999.0,0.0,0.0,,189.0,117.0,,,,,,,,,-9999.0,,,,,,,,,,,,,
USW00023190,1941,3,14,,,,-9999.0,0.0,0.0,,200.0,117.0,,,,,,,,,1.0,,,,,,,,,,,,,
USW00023190,1941,3,15,,,,0.0,0.0,0.0,,194.0,83.0,,,,,,,,,-9999.0,,,,,,,,,,,,,
USW00023190,1941,3,16,,,,0.0,0.0,0.0,,183.0,89.0,,,,,,,,,-9999.0,,,,,,,,,,,,,
USW00023190,1941,3,17,,,,0.0,0.0,0.0,,194.0,83.0,,,,,,,,,-9999.0,,,,,,,,,,,,,
USW00023190,1941,3,18,,,,0.0,0.0,0.0,,189.0,83.0,,,,,,,,,-9999.0,,,,,,,,,,,,,
USW00023190,1941,3,19,,,,0.0,0.0,0.0,,206.0,89.0,,,,,,,,,-9999.0,,,,,,,,,,,,,
USW00023190,1941,3,2,,,,-9999.0,0.0,0.0,,156.0,89.0,,,,,,,,,-9999.0,,,,,,,,,,,,,
USW00023190,1941,3,20,,,,0.0,0.0,0.0,,194.0,78.0,,,,,,,,,-9999.0,,,,,,,,,,,,,
USW00023190,1941,3,21,,,,0.0,0.0,0.0,,222.0,78.0,,,,,,,,,-9999.0,,,,,,,,,,,,,
USW00023190,1941,3,22,,,,0.0,0.0,0.0,,206.0,83.0,,,,,,,,,-9999.0,,,,,,,,,,,,,
USW00023190,1941,3,23,,,,0.0,0.0,0.0,,183.0,67.0,,,,,,,,,-9999.0,,,,,,,,,,,,,
USW00023190,1941,3,24,,,,0.0,0.0,0.0,,200.0,72.0,,,,,,,,,-9999.0,,,,,,,,,,,,,
USW00023190,1941,3,25,,,,0.0,0.0,0.0,,194.0,89.0,,,,,,,,,-9999.0,,,,,,,,,,,,,
USW00023190,1941,3,26,,,,0.0,0.0,0.0,,178.0,78.0,,,,,,,,,-9999.0,,,,,,,,,,,,,
USW00023190,1941,3,27,,,,0.0,0.0,0.0,,183.0,94.0,,,,,,,,,-9999.0,,,,,,,,,,,,,
USW00023190,1941,3,28,,,,-9999.0,0.0,0.0,,156.0,111.0,,,,,,,,,-9999.0,,,,,,,,,,,,,
USW00023190,1941,3,29,,,,-9999.0,0.0,0.0,,183.0,100.0,,,,,,,,,-9999.0,,,,,,,,,,,,,
USW00023190,1941,3,3,,,,-9999.0,0.0,0.0,,150.0,100.0,,,,,,,,,-9999.0,,,,,,,,,,,,,
USW00023190,1941,3,30,,,,-9999.0,0.0,0.0,,178.0,100.0,,,,,,,,,-9999.0,,,,,,,,,,,,,
USW00023190,1941,3,31,,,,-9999.0,0.0,0.0,,156.0,94.0,,,,,,,,,-9999.0,,,,,,,,,,,,,
USW00023190,1941,3,4,,,,-9999.0,0.0,0.0,,150.0,89.0,,,,,,,,,-9999.0,,,,,,,,,,,,,
USW00023190,1941,3,5,,,,0.0,0.0,0.0,,200.0,72.0,,,,,,,,,-9999.0,,,,,,,,,,,,,
USW00023190,1941,3,6,,,,0.0,0.0,0.0,,217.0,67.0,,,,,,,,,-9999.0,,,,,,,,,,,,,
USW00023190,1941,3,7,,,,0.0,0.0,0.0,,244.0,61.0,,,,,,,,,-9999.0,,,,,,,,,,,,,
USW00023190,1941,3,8,,,,0.0,0.0,0.0,,250.0,61.0,,,,,,,,,-9999.0,,,,,,,,,,,,,
USW00023190,1941,3,9,,,,0.0,0.0,0.0,,261.0,106.0,,,,,,,,,-9999.0,,,,,,,,,,,,,
USW00023190,1941,4,1,,,,-9999.0,0.0,0.0,,167.0,94.0,,,,,,,-9999.0,,-9999.0,,,,,,,,,,,,,
USW00023190,1941,4,10,,,,-9999.0,0.0,0.0,,156.0,72.0,,,,,,,-9999.0,,-9999.0,,,,,,,,,,,,,
USW00023190,1941,4,11,,,,-9999.0,0.0,0.0,,133.0,72.0,,,,,,,-9999.0,,-9999.0,,,,,,,,,,,,,
USW00023190,1941,4,12,,,,-9999.0,0.0,0.0,,133.0,100.0,,,,,,,-9999.0,,-9999.0,,,,,,,,,,,,,
USW00023190,1941,4,13,,,,0.0,0.0,0.0,,167.0,89.0,,,,,,,-9999.0,,-9999.0,,,,,,,,,,,,,
USW00023190,1941,4,14,,,,0.0,0.0,0.0,,178.0,94.0,,,,,,,-9999.0,,-9999.0,,,,,,,,,,,,,
USW00023190,1941,4,15,,,,0.0,0.0,0.0,,178.0,89.0,,,,,,,-9999.0,,-9999.0,,,,,,,,,,,,,
USW00023190,1941,4,16,,,,0.0,0.0,0.0,,244.0,78.0,,,,,,,-9999.0,,-9999.0,,,,,,,,,,,,,
USW00023190,1941,4,17,,,,0.0,0.0,0.0,,183.0,111.0,,,,,,,-9999.0,,-9999.0,,,,,,,,,,,,,
USW00023190,1941,4,18,,,,0.0,0.0,0.0,,194.0,89.0,,,,,,,-9999.0,,-9999.0,,,,,,,,,,,,,
USW00023190,1941,4,19,,,,0.0,0.0,0.0,,178.0,78.0,,,,,,,-9999.0,,-9999.0,,,,,,,,,,,,,
USW00023190,1941,4,2,,,,0.0,0.0,0.0,,156.0,94.0,,,,,,,-9999.0,,-9999.0,,,,,,,,,,,,,
USW00023190,1941,4,20,,,,0.0,0.0,0.0,,206.0,67.0,,,,,,,-9999.0,,-9999.0,,,,,,,,,,,,,
USW00023190,1941,4,21,,,,0.0,0.0,0.0,,256.0,100.0,,,,,,,-9999.0,,-9999.0,,,,,,,,,,,,,
USW00023190,1941,4,22,,,,0.0,0.0,0.0,,200.0,83.0,,,,,,,-9999.0,,-9999.0,,,,,,,,,,,,,
USW00023190,1941,4,23,,,,0.0,0.0,0.0,,167.0,100.0,,,,,,,-9999.0,,-9999.0,,,,,,,,,,,,,
USW00023190,1941,4,24,,,,0.0,0.0,0.0,,161.0,111.0,,,,,,,1.0,,-9999.0,,,,,,,,,,,,,
USW00023190,1941,4,25,,,,0.0,0.0,0.0,,183.0,94.0,,,,,,,-9999.0,,-9999.0,,,,,,,,,,,,,
USW00023190,1941,4,26,,,,0.0,0.0,0.0,,189.0,111.0,,,,,,,-9999.0,,-9999.0,,,,,,,,,,,,,
USW00023190,1941,4,27,,,,0.0,0.0,0.0,,189.0,94.0,,,,,,,-9999.0,,-9999.0,,,,,,,,,,,,,
USW00023190,1941,4,28,,,,0.0,0.0,0.0,,167.0,94.0,,,,,,,-9999.0,,-9999.0,,,,,,,,,,,,,
USW00023190,1941,4,29,,,,-9999.0,0.0,0.0,,167.0,117.0,,,,,,,1.0,,-9999.0,,,,,,,,,,,,,
USW00023190,1941,4,3,,,,-9999.0,0.0,0.0,,161.0,83.0,,,,,,,-9999.0,,-9999.0,,,,,,,,,,,,,
USW00023190,1941,4,30,,,,-9999.0,0.0,0.0,,172.0,106.0,,,,,,,-9999.0,,-9999.0,,,,,,,,,,,,,
USW00023190,1941,4,31,,,,-9999.0,-9999.0,-9999.0,,-9999.0,-9999.0,,,,,,,-9999.0,,-9999.0,,,,,,,,,,,,,
USW00023190,1941,4,4,,,,-9999.0,0.0,0.0,,150.0,133.0,,,,,,,-9999.0,,1.0,,,,,,,,,,,,,
USW00023190,1941,4,5,,,,0.0,0.0,0.0,,211.0,78.0,,,,,,,-9999.0,,-9999.0,,,,,,,,,,,,,
USW00023190,1941,4,6,,,,0.0,0.0,0.0,,194.0,72.0,,,,,,,-9999.0,,-9999.0,,,,,,,,,,,,,
USW00023190,1941,4,7,,,,0.0,0.0,0.0,,217.0,100.0,,,,,,,-9999.0,,-9999.0,,,,,,,,,,,,,
USW00023190,1941,4,8,,,,0.0,0.0,0.0,,217.0,78.0,,,,,,,-9999.0,,-9999.0,,,,,,,,,,,,,
USW00023190,1941,4,9,,,,-9999.0,0.0,0.0,,172.0,111.0,,,,,,,-9999.0,,-9999.0,,,,,,,,,,,,,
USW00023190,1941,7,1,,,,0.0,0.0,0.0,,200.0,117.0,,,,,,,1.0,,,,,,,,,,,,,,,
USW00023190,1941,7,10,,,,0.0,0.0,0.0,,200.0,133.0,,,,,,,1.0,,,,,,,,,,,,,,,
USW00023190,1941,7,11,,,,0.0,0.0,0.0,,206.0,128.0,,,,,,,1.0,,,,,,,,,,,,,,,
USW00023190,1941,7,12,,,,0.0,0.0,0.0,,211.0,100.0,,,,,,,1.0,,,,,,,,,,,,,,,
USW00023190,1941,7,13,,,,0.0,0.0,0.0,,222.0,89.0,,,,,,,1.0,,,,,,,,,,,,,,,
USW00023190,1941,7,14,,,,0.0,0.0,0.0,,256.0,89.0,,,,,,,-9999.0,,,,,,,,,,,,,,,
USW00023190,1941,7,15,,,,0.0,0.0,0.0,,239.0,94.0,,,,,,,-9999.0,,,,,,,,,,,,,,,
USW00023190,1941,7,16,,,,0.0,0.0,0.0,,228.0,100.0,,,,,,,1.0,,,,,,,,,,,,,,,
USW00023190,1941,7,17,,,,0.0,0.0,0.0,,222.0,106.0,,,,,,,1.0,,,,,,,,,,,,,,,
USW00023190,1941,7,18,,,,0.0,0.0,0.0,,217.0,133.0,,,,,,,1.0,,,,,,,,,,,,,,,
USW00023190,1941,7,19,,,,0.0,0.0,0.0,,211.0,133.0,,,,,,,1.0,,,,,,,,,,,,,,,
USW00023190,1941,7,2,,,,0.0,0.0,0.0,,194.0,133.0,,,,,,,1.0,,,,,,,,,,,,,,,
USW00023190,1941,7,20,,,,0.0,0.0,0.0,,211.0,128.0,,,,,,,1.0,,,,,,,,,,,,,,,
USW00023190,1941,7,21,,,,0.0,0.0,0.0,,222.0,139.0,,,,,,,1.0,,,,,,,,,,,,,,,
USW00023190,1941,7,22,,,,0.0,0.0,0.0,,200.0,133.0,,,,,,,1.0,,,,,,,,,,,,,,,
USW00023190,1941,7,23,,,,0.0,0.0,0.0,,217.0,122.0,,,,,,,1.0,,,,,,,,,,,,,,,
USW00023190,1941,7,24,,,,0.0,0.0,0.0,,206.0,167.0,,,,,,,-9999.0,,,,,,,,,,,,,,,
USW00023190,1941,7,25,,,,0.0,0.0,0.0,,217.0,161.0,,,,,,,1.0,,,,,,,,,,,,,,,
USW00023190,1941,7,26,,,,0.0,0.0,0.0,,244.0,150.0,,,,,,,-9999.0,,,,,,,,,,,,,,,
USW00023190,1941,7,27,,,,0.0,0.0,0.0,,222.0,167.0,,,,,,,-9999.0,,,,,,,,,,,,,,,
USW00023190,1941,7,28,,,,0.0,0.0,0.0,,222.0,122.0,,,,,,,-9999.0,,,,,,,,,,,,,,,
USW00023190,1941,7,29,,,,0.0,0.0,0.0,,222.0,111.0,,,,,,,-9999.0,,,,,,,,,,,,,,,
USW00023190,1941,7,3,,,,0.0,0.0,0.0,,211.0,128.0,,,,,,,1.0,,,,,,,,,,,,,,,
USW00023190,1941,7,30,,,,0.0,0.0,0.0,,239.0,139.0,,,,,,,1.0,,,,,,,,,,,,,,,
USW00023190,1941,7,31,,,,0.0,0.0,0.0,,239.0,122.0,,,,,,,-9999.0,,,,,,,,,,,,,,,
USW00023190,1941,7,4,,,,0.0,0.0,0.0,,211.0,117.0,,,,,,,1.0,,,,,,,,,,,,,,,
USW00023190,1941,7,5,,,,0.0,0.0,0.0,,206.0,133.0,,,,,,,1.0,,,,,,,,,,,,,,,
USW00023190,1941,7,6,,,,0.0,0.0,0.0,,206.0,122.0,,,,,,,1.0,,,,,,,,,,,,,,,
USW00023190,1941,7,7,,,,0.0,0.0,0.0,,200.0,133.0,,,,,,,1.0,,,,,,,,,,,,,,,
USW00023190,1941,7,8,,,,0.0,0.0,0.0,,194.0,128.0,,,,,,,1.0,,,,,,,,,,,,,,,
USW00023190,1941,7,9,,,,0.0,0.0,0.0,,200.0,133.0,,,,,,,1.0,,,,,,,,,,,,,,,
USW00023190,1941,8,1,,,,0.0,0.0,0.0,,222.0,122.0,,,,,,,1.0,,,,,-9999.0,,,,,,,,,,
USW00023190,1941,8,10,,,,0.0,0.0,0.0,,206.0,111.0,,,,,,,-9999.0,,,,,-9999.0,,,,,,,,,,
USW00023190,1941,8,11,,,,0.0,0.0,0.0,,228.0,117.0,,,,,,,-9999.0,,,,,1.0,,,,,,,,,,
USW00023190,1941,8,12,,,,0.0,0.0,0.0,,311.0,122.0,,,,,,,-9999.0,,,,,-9999.0,,,,,,,,,,
USW00023190,1941,8,13,,,,0.0,0.0,0.0,,311.0,128.0,,,,,,,-9999.0,,,,,-9999.0,,,,,,,,,,
USW00023190,1941,8,14,,,,0.0,0.0,0.0,,278.0,139.0,,,,,,,-9999.0,,,,,-9999.0,,,,,,,,,,
USW00023190,1941,8,15,,,,0.0,0.0,0.0,,244.0,117.0,,,,,,,-9999.0,,,,,1.0,,,,,,,,,,
USW00023190,1941,8,16,,,,0.0,0.0,0.0,,278.0,172.0,,,,,,,-9999.0,,,,,-9999.0,,,,,,,,,,
USW00023190,1941,8,17,,,,0.0,0.0,0.0,,244.0,139.0,,,,,,,-9999.0,,,,,-9999.0,,,,,,,,,,
USW00023190,1941,8,18,,,,0.0,0.0,0.0,,217.0,156.0,,,,,,,-9999.0,,,,,1.0,,,,,,,,,,
USW00023190,1941,8,19,,,,0.0,0.0,0.0,,267.0,139.0,,,,,,,1.0,,,,,-9999.0,,,,,,,,,,
USW00023190,1941,8,2,,,,0.0,0.0,0.0,,206.0,128.0,,,,,,,-9999.0,,,,,1.0,,,,,,,,,,
USW00023190,1941,8,20,,,,0.0,0.0,0.0,,289.0,106.0,,,,,,,-9999.0,,,,,-9999.0,,,,,,,,,,
USW00023190,1941,8,21,,,,0.0,0.0,0.0,,267.0,61.0,,,,,,,-9999.0,,,,,-9999.0,,,,,,,,,,
USW00023190,1941,8,22,,,,0.0,0.0,0.0,,278.0,122.0,,,,,,,1.0,,,,,-9999.0,,,,,,,,,,
USW00023190,1941,8,23,,,,0.0,0.0,0.0,,222.0,117.0,,,,,,,1.0,,,,,-9999.0,,,,,,,,,,
USW00023190,1941,8,24,,,,0.0,0.0,0.0,,261.0,117.0,,,,,,,-9999.0,,,,,1.0,,,,,,,,,,
USW00023190,1941,8,25,,,,0.0,0.0,0.0,,206.0,106.0,,,,,,,-9999.0,,,,,1.0,,,,,,,,,,
USW00023190,1941,8,26,,,,0.0,0.0,0.0,,261.0,100.0,,,,,,,-9999.0,,,,,1.0,,,,,,,,,,
USW00023190,1941,8,27,,,,0.0,0.0,0.0,,233.0,106.0,,,,,,,-9999.0,,,,,1.0,,,,,,,,,,
USW00023190,1941,8,28,,,,0.0,0.0,0.0,,222.0,117.0,,,,,,,-9999.0,,,,,1.0,,,,,,,,,,
USW00023190,1941,8,29,,,,0.0,0.0,0.0,,233.0,106.0,,,,,,,-9999.0,,,,,-9999.0,,,,,,,,,,
USW00023190,1941,8,3,,,,0.0,0.0,0.0,,211.0,128.0,,,,,,,1.0,,,,,-9999.0,,,,,,,,,,
USW00023190,1941,8,30,,,,0.0,0.0,0.0,,244.0,94.0,,,,,,,-9999.0,,,,,-9999.0,,,,,,,,,,
USW00023190,1941,8,31,,,,0.0,0.0,0.0,,256.0,89.0,,,,,,,-9999.0,,,,,-9999.0,,,,,,,,,,
USW00023190,1941,8,4,,,,0.0,0.0,0.0,,211.0,117.0,,,,,,,-9999.0,,,,,-9999.0,,,,,,,,,,
USW00023190,1941,8,5,,,,0.0,0.0,0.0,,217.0,139.0,,,,,,,-9999.0,,,,,1.0,,,,,,,,,,
USW00023190,1941,8,6,,,,0.0,0.0,0.0,,239.0,144.0,,,,,,,-9999.0,,,,,1.0,,,,,,,,,,
USW00023190,1941,8,7,,,,0.0,0.0,0.0,,233.0,144.0,,,,,,,-9999.0,,,,,1.0,,,,,,,,,,
USW00023190,1941,8,8,,,,0.0,0.0,0.0,,233.0,122.0,,,,,,,-9999.0,,,,,-9999.0,,,,,,,,,,
USW00023190,1941,8,9,,,,0.0,0.0,0.0,,239.0,106.0,,,,,,,-9999.0,,,,,-9999.0,,,,,,,,,,
USW00023190,1941,9,1,,,,0.0,0.0,0.0,,244.0,89.0,,,,,,,-9999.0,,,,,-9999.0,,,,,,,,,,
USW00023190,1941,9,10,,,,0.0,0.0,0.0,,217.0,156.0,,,,,,,-9999.0,,,,,1.0,,,,,,,,,,
USW00023190,1941,9,11,,,,0.0,0.0,0.0,,239.0,83.0,,,,,,,-9999.0,,,,,-9999.0,,,,,,,,,,
USW00023190,1941,9,12,,,,0.0,0.0,0.0,,250.0,94.0,,,,,,,-9999.0,,,,,-9999.0,,,,,,,,,,
USW00023190,1941,9,13,,,,0.0,0.0,0.0,,217.0,111.0,,,,,,,-9999.0,,,,,-9999.0,,,,,,,,,,
USW00023190,1941,9,14,,,,0.0,0.0,0.0,,217.0,100.0,,,,,,,-9999.0,,,,,-9999.0,,,,,,,,,,
USW00023190,1941,9,15,,,,0.0,0.0,0.0,,222.0,83.0,,,,,,,-9999.0,,,,,-9999.0,,,,,,,,,,
USW00023190,1941,9,16,,,,0.0,0.0,0.0,,222.0,100.0,,,,,,,-9999.0,,,,,-9999.0,,,,,,,,,,
USW00023190,1941,9,17,,,,0.0,0.0,0.0,,189.0,150.0,,,,,,,-9999.0,,,,,1.0,,,,,,,,,,
USW00023190,1941,9,18,,,,0.0,0.0,0.0,,206.0,161.0,,,,,,,-9999.0,,,,,-9999.0,,,,,,,,,,
USW00023190,1941,9,19,,,,0.0,0.0,0.0,,256.0,83.0,,,,,,,-9999.0,,,,,1.0,,,,,,,,,,
USW00023190,1941,9,2,,,,0.0,0.0,0.0,,239.0,106.0,,,,,,,-9999.0,,,,,-9999.0,,,,,,,,,,
USW00023190,1941,9,20,,,,0.0,0.0,0.0,,283.0,150.0,,,,,,,-9999.0,,,,,-9999.0,,,,,,,,,,
USW00023190,1941,9,21,,,,0.0,0.0,0.0,,283.0,128.0,,,,,,,-9999.0,,,,,-9999.0,,,,,,,,,,
USW00023190,1941,9,22,,,,0.0,0.0,0.0,,261.0,111.0,,,,,,,-9999.0,,,,,-9999.0,,,,,,,,,,
USW00023190,1941,9,23,,,,0.0,0.0,0.0,,228.0,56.0,,,,,,,-9999.0,,,,,-9999.0,,,,,,,,,,
USW00023190,1941,9,24,,,,0.0,0.0,0.0,,217.0,100.0,,,,,,,1.0,,,,,-9999.0,,,,,,,,,,
USW00023190,1941,9,25,,,,0.0,0.0,0.0,,211.0,83.0,,,,,,,-9999.0,,,,,-9999.0,,,,,,,,,,
USW00023190,1941,9,26,,,,0.0,0.0,0.0,,222.0,67.0,,,,,,,-9999.0,,,,,-9999.0,,,,,,,,,,
