ID,YEAR,MONTH,DAY,DAEV,DAPR,DAWM,EVAP,MDEV,MDPR,MDWM,MNPN,MXPN,PRCP,SNOW,SNWD,TMAX,TMIN,TOBS,WDMV,WT01,WT04,WT05,WT08,WT11,WT16,WT18
USC00040931,1906,6,16,,,,,,,,,,0.0,0.0,,,,,,,,,,,,
USC00040931,1906,6,17,,,,,,,,,,0.0,0.0,,,,,,,,,,,,
USC00040931,1906,6,18,,,,,,,,,,0.0,0.0,,,,,,,,,,,,
USC00040931,1906,6,19,,,,,,,,,,0.0,0.0,,,,,,,,,,,,
USC00040931,1906,6,2,,,,,,,,,,0.0,0.0,,,,,,,,,,,,
USC00040931,1906,6,20,,,,,,,,,,0.0,0.0,,,,,,,,,,,,
USC00040931,1906,6,21,,,,,,,,,,0.0,0.0,,,,,,,,,,,,
USC00040931,1906,6,22,,,,,,,,,,0.0,0.0,,,,,,,,,,,,
USC00040931,1906,6,23,,,,,,,,,,0.0,0.0,,,,,,,,,,,,
USC00040931,1906,6,24,,,,,,,,,,0.0,0.0,,,,,,,,,,,,
USC00040931,1906,6,25,,,,,,,,,,0.0,0.0,,,,,,,,,,,,
USC00040931,1906,6,26,,,,,,,,,,0.0,0.0,,,,,,,,,,,,
USC00040931,1906,6,27,,,,,,,,,,0.0,0.0,,,,,,,,,,,,
USC00040931,1906,6,28,,,,,,,,,,0.0,0.0,,,,,,,,,,,,
USC00040931,1906,6,29,,,,,,,,,,0.0,0.0,,,,,,,,,,,,
USC00040931,1906,6,3,,,,,,,,,,0.0,0.0,,,,,,,,,,,,
USC00040931,1906,6,30,,,,,,,,,,0.0,0.0,,,,,,,,,,,,
USC00040931,1906,6,31,,,,,,,,,,-9999.0,-9999.0,,,,,,,,,,,,
USC00040931,1906,6,4,,,,,,,,,,0.0,0.0,,,,,,,,,,,,
USC00040931,1906,6,5,,,,,,,,,,0.0,0.0,,,,,,,,,,,,
USC00040931,1906,6,6,,,,,,,,,,0.0,0.0,,,,,,,,,,,,
USC00040931,1906,6,7,,,,,,,,,,0.0,0.0,,,,,,,,,,,,
USC00040931,1906,6,8,,,,,,,,,,0.0,0.0,,,,,,,,,,,,
USC00040931,1906,6,9,,,,,,,,,,0.0,0.0,,,,,,,,,,,,
USC00040931,1906,7,1,,,,,,,,,,-9999.0,,,,,,,,,,,,,
USC00040931,1906,7,10,,,,,,,,,,-9999.0,,,,,,,,,,,,,
USC00040931,1906,7,11,,,,,,,,,,-9999.0,,,,,,,,,,,,,
USC00040931,1906,7,12,,,,,,,,,,-9999.0,,,,,,,,,,,,,
USC00040931,1906,7,13,,,,,,,,,,-9999.0,,,,,,,,,,,,,
USC00040931,1906,7,14,,,,,,,,,,-9999.0,,,,,,,,,,,,,
USC00040931,1906,7,15,,,,,,,,,,-9999.0,,,,,,,,,,,,,
USC00040931,1906,7,16,,,,,,,,,,-9999.0,,,,,,,,,,,,,
USC00040931,1906,7,17,,,,,,,,,,-9999.0,,,,,,,,,,,,,
USC00040931,1906,7,18,,,,,,,,,,-9999.0,,,,,,,,,,,,,
USC00040931,1906,7,19,,,,,,,,,,-9999.0,,,,,,,,,,,,,
USC00040931,1906,7,2,,,,,,,,,,-9999.0,,,,,,,,,,,,,
USC00040931,1906,7,20,,,,,,,,,,-9999.0,,,,,,,,,,,,,
USC00040931,1906,7,21,,,,,,,,,,-9999.0,,,,,,,,,,,,,
USC00040931,1906,7,22,,,,,,,,,,-9999.0,,,,,,,,,,,,,
USC00040931,1906,7,23,,,,,,,,,,-9999.0,,,,,,,,,,,,,
USC00040931,1906,7,24,,,,,,,,,,-9999.0,,,,,,,,,,,,,
USC00040931,1906,7,25,,,,,,,,,,-9999.0,,,,,,,,,,,,,
USC00040931,1906,7,26,,,,,,,,,,0.0,,,,,,,,,,,,,
USC00040931,1906,7,27,,,,,,,,,,-9999.0,,,,,,,,,,,,,
USC00040931,1906,7,28,,,,,,,,,,-9999.0,,,,,,,,,,,,,
USC00040931,1906,7,29,,,,,,,,,,-9999.0,,,,,,,,,,,,,
USC00040931,1906,7,3,,,,,,,,,,-9999.0,,,,,,,,,,,,,
USC00040931,1906,7,30,,,,,,,,,,-9999.0,,,,,,,,,,,,,
USC00040931,1906,7,31,,,,,,,,,,-9999.0,,,,,,,,,,,,,
USC00040931,1906,7,4,,,,,,,,,,-9999.0,,,,,,,,,,,,,
USC00040931,1906,7,5,,,,,,,,,,-9999.0,,,,,,,,,,,,,
USC00040931,1906,7,6,,,,,,,,,,-9999.0,,,,,,,,,,,,,
USC00040931,1906,7,7,,,,,,,,,,-9999.0,,,,,,,,,,,,,
USC00040931,1906,7,8,,,,,,,,,,-9999.0,,,,,,,,,,,,,
USC00040931,1906,7,9,,,,,,,,,,-9999.0,,,,,,,,,,,,,
USC00040931,1906,8,1,,,,,,,,,,0.0,,,,,,,-9999.0,,,,,,
USC00040931,1906,8,10,,,,,,,,,,0.0,,,,,,,-9999.0,,,,,,
USC00040931,1906,8,11,,,,,,,,,,0.0,,,,,,,-9999.0,,,,,,
USC00040931,1906,8,12,,,,,,,,,,0.0,,,,,,,-9999.0,,,,,,
USC00040931,1906,8,13,,,,,,,,,,0.0,,,,,,,-9999.0,,,,,,
USC00040931,1906,8,14,,,,,,,,,,0.0,,,,,,,-9999.0,,,,,,
USC00040931,1906,8,15,,,,,,,,,,0.0,,,,,,,-9999.0,,,,,,
USC00040931,1906,8,16,,,,,,,,,,0.0,,,,,,,-9999.0,,,,,,
USC00040931,1906,8,17,,,,,,,,,,0.0,,,,,,,-9999.0,,,,,,
USC00040931,1906,8,18,,,,,,,,,,0.0,,,,,,,-9999.0,,,,,,
USC00040931,1906,8,19,,,,,,,,,,0.0,,,,,,,-9999.0,,,,,,
USC00040931,1906,8,2,,,,,,,,,,0.0,,,,,,,-9999.0,,,,,,
USC00040931,1906,8,20,,,,,,,,,,0.0,,,,,,,1.0,,,,,,
USC00040931,1906,8,21,,,,,,,,,,0.0,,,,,,,1.0,,,,,,
USC00040931,1906,8,22,,,,,,,,,,0.0,,,,,,,1.0,,,,,,
USC00040931,1906,8,23,,,,,,,,,,0.0,,,,,,,-9999.0,,,,,,
USC00040931,1906,8,24,,,,,,,,,,0.0,,,,,,,-9999.0,,,,,,
USC00040931,1906,8,25,,,,,,,,,,0.0,,,,,,,-9999.0,,,,,,
USC00040931,1906,8,26,,,,,,,,,,0.0,,,,,,,-9999.0,,,,,,
USC00040931,1906,8,27,,,,,,,,,,0.0,,,,,,,-9999.0,,,,,,
USC00040931,1906,8,28,,,,,,,,,,0.0,,,,,,,-9999.0,,,,,,
USC00040931,1906,8,29,,,,,,,,,,0.0,,,,,,,-9999.0,,,,,,
USC00040931,1906,8,3,,,,,,,,,,0.0,,,,,,,-9999.0,,,,,,
USC00040931,1906,8,30,,,,,,,,,,132.0,,,,,,,-9999.0,,,,,,
USC00040931,1906,8,31,,,,,,,,,,0.0,,,,,,,-9999.0,,,,,,
USC00040931,1906,8,4,,,,,,,,,,0.0,,,,,,,-9999.0,,,,,,
USC00040931,1906,8,5,,,,,,,,,,0.0,,,,,,,-9999.0,,,,,,
USC00040931,1906,8,6,,,,,,,,,,0.0,,,,,,,-9999.0,,,,,,
USC00040931,1906,8,7,,,,,,,,,,0.0,,,,,,,-9999.0,,,,,,
USC00040931,1906,8,8,,,,,,,,,,0.0,,,,,,,-9999.0,,,,,,
USC00040931,1906,8,9,,,,,,,,,,0.0,,,,,,,-9999.0,,,,,,
USC00040931,1906,9,1,,,,,,,,,,0.0,,,,,,,,,,,,,
USC00040931,1906,9,10,,,,,,,,,,0.0,,,,,,,,,,,,,
USC00040931,1906,9,11,,,,,,,,,,0.0,,,,,,,,,,,,,
USC00040931,1906,9,12,,,,,,,,,,0.0,,,,,,,,,,,,,
USC00040931,1906,9,13,,,,,,,,,,0.0,,,,,,,,,,,,,
USC00040931,1906,9,14,,,,,,,,,,0.0,,,,,,,,,,,,,
USC00040931,1906,9,15,,,,,,,,,,0.0,,,,,,,,,,,,,
USC00040931,1906,9,16,,,,,,,,,,0.0,,,,,,,,,,,,,
USC00040931,1906,9,17,,,,,,,,,,0.0,,,,,,,,,,,,,
USC00040931,1906,9,18,,,,,,,,,,0.0,,,,,,,,,,,,,
USC00040931,1906,9,19,,,,,,,,,,0.0,,,,,,,,,,,,,
USC00040931,1906,9,2,,,,,,,,,,0.0,,,,,,,,,,,,,
USC00040931,1906,9,20,,,,,,,,,,0.0,,,,,,,,,,,,,
USC00040931,1906,9,21,,,,,,,,,,0.0,,,,,,,,,,,,,
USC00040931,1906,9,22,,,,,,,,,,0.0,,,,,,,,,,,,,
USC00040931,1906,9,23,,,,,,,,,,0.0,,,,,,,,,,,,,
USC00040931,1906,9,24,,,,,,,,,,0.0,,,,,,,,,,,,,
USC00040931,1906,9,25,,,,,,,,,,0.0,,,,,,,,,,,,,
USC00040931,1906,9,26,,,,,,,,,,0.0,,,,,,,,,,,,,
USC00040931,1906,9,27,,,,,,,,,,0.0,,,,,,,,,,,,,
USC00040931,1906,9,28,,,,,,,,,,0.0,,,,,,,,,,,,,
USC00040931,1906,9,29,,,,,,,,,,0.0,,,,,,,,,,,,,
USC00040931,1906,9,3,,,,,,,,,,0.0,,,,,,,,,,,,,
USC00040931,1906,9,30,,,,,,,,,,0.0,,,,,,,,,,,,,
USC00040931,1906,9,31,,,,,,,,,,-9999.0,,,,,,,,,,,,,
USC00040931,1906,9,4,,,,,,,,,,0.0,,,,,,,,,,,,,
USC00040931,1906,9,5,,,,,,,,,,0.0,,,,,,,,,,,,,
USC00040931,1906,9,6,,,,,,,,,,0.0,,,,,,,,,,,,,
USC00040931,1906,9,7,,,,,,,,,,0.0,,,,,,,,,,,,,
USC00040931,1906,9,8,,,,,,,,,,0.0,,,,,,,,,,,,,
USC00040931,1906,9,9,,,,,,,,,,0.0,,,,,,,,,,,,,
USC00040931,1906,10,1,,,,,,,,,,0.0,0.0,,,,,,,,,,,,
USC00040931,1906,10,10,,,,,,,,,,0.0,0.0,,,,,,,,,,,,
USC00040931,1906,10,11,,,,,,,,,,0.0,0.0,,,,,,,,,,,,
USC00040931,1906,10,12,,,,,,,,,,0.0,0.0,,,,,,,,,,,,
USC00040931,1906,10,13,,,,,,,,,,0.0,0.0,,,,,,,,,,,,
USC00040931,1906,10,14,,,,,,,,,,0.0,0.0,,,,,,,,,,,,
USC00040931,1906,10,15,,,,,,,,,,0.0,0.0,,,,,,,,,,,,
USC00040931,1906,10,16,,,,,,,,,,0.0,0.0,,,,,,,,,,,,
USC00040931,1906,10,17,,,,,,,,,,0.0,0.0,,,,,,,,,,,,
USC00040931,1906,10,18,,,,,,,,,,0.0,0.0,,,,,,,,,,,,
USC00040931,1906,10,19,,,,,,,,,,0.0,0.0,,,,,,,,,,,,
USC00040931,1906,10,2,,,,,,,,,,0.0,0.0,,,,,,,,,,,,
USC00040931,1906,10,20,,,,,,,,,,0.0,0.0,,,,,,,,,,,,
USC00040931,1906,10,21,,,,,,,,,,0.0,0.0,,,,,,,,,,,,
USC00040931,1906,10,22,,,,,,,,,,0.0,0.0,,,,,,,,,,,,
USC00040931,1906,10,23,,,,,,,,,,0.0,0.0,,,,,,,,,,,,
USC00040931,1906,10,24,,,,,,,,,,0.0,0.0,,,,,,,,,,,,
USC00040931,1906,10,25,,,,,,,,,,0.0,0.0,,,,,,,,,,,,
USC00040931,1906,10,26,,,,,,,,,,0.0,0.0,,,,,,,,,,,,
USC00040931,1906,10,27,,,,,,,,,,0.0,0.0,,,,,,,,,,,,
USC00040931,1906,10,28,,,,,,,,,,0.0,0.0,,,,,,,,,,,,
USC00040931,1906,10,29,,,,,,,,,,0.0,0.0,,,,,,,,,,,,
USC00040931,1906,10,3,,,,,,,,,,0.0,0.0,,,,,,,,,,,,
USC00040931,1906,10,30,,,,,,,,,,0.0,0.0,,,,,,,,,,,,
USC00040931,1906,10,31,,,,,,,,,,0.0,0.0,,,,,,,,,,,,
USC00040931,1906,10,4,,,,,,,,,,0.0,0.0,,,,,,,,,,,,
USC00040931,1906,10,5,,,,,,,,,,0.0,0.0,,,,,,,,,,,,
USC00040931,1906,10,6,,,,,,,,,,0.0,0.0,,,,,,,,,,,,
USC00040931,1906,10,7,,,,,,,,,,0.0,0.0,,,,,,,,,,,,
USC00040931,1906,10,8,,,,,,,,,,0.0,0.0,,,,,,,,,,,,
USC00040931,1906,10,9,,,,,,,,,,0.0,0.0,,,,,,,,,,,,
USC00040931,1906,11,1,,,,,,,,,,-9999.0,0.0,-9999.0,,,,,,,,,,,-9999.0
USC00040931,1906,11,10,,,,,,,,,,-9999.0,0.0,-9999.0,,,,,,,,,,,-9999.0
USC00040931,1906,11,11,,,,,,,,,,-9999.0,0.0,-9999.0,,,,,,,,,,,-9999.0
USC00040931,1906,11,12,,,,,,,,,,-9999.0,0.0,-9999.0,,,,,,,,,,,-9999.0
USC00040931,1906,11,13,,,,,,,,,,-9999.0,0.0,-9999.0,,,,,,,,,,,-9999.0
USC00040931,1906,11,14,,,,,,,,,,-9999.0,0.0,-9999.0,,,,,,,,,,,-9999.0
USC00040931,1906,11,15,,,,,,,,,,-9999.0,0.0,-9999.0,,,,,,,,,,,-9999.0
USC00040931,1906,11,16,,,,,,,,,,89.0,0.0,-9999.0,,,,,,,,,,,-9999.0
USC00040931,1906,11,17,,,,,,,,,,-9999.0,0.0,-9999.0,,,,,,,,,,,-9999.0
USC00040931,1906,11,18,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,-9999.0
USC00040931,1906,11,19,,,,,,,,,,-9999.0,0.0,-9999.0,,,,,,,,,,,-9999.0
USC00040931,1906,11,2,,,,,,,,,,-9999.0,0.0,-9999.0,,,,,,,,,,,-9999.0
USC00040931,1906,11,20,,,,,,,,,,-9999.0,0.0,-9999.0,,,,,,,,,,,-9999.0
USC00040931,1906,11,21,,,,,,,,,,-9999.0,0.0,0.0,,,,,,,,,,,-9999.0
USC00040931,1906,11,22,,,,,,,,,,102.0,102.0,-9999.0,,,,,,,,,,,1.0
USC00040931,1906,11,23,,,,,,,,,,-9999.0,0.0,-9999.0,,,,,,,,,,,-9999.0
USC00040931,1906,11,24,,,,,,,,,,-9999.0,0.0,-9999.0,,,,,,,,,,,-9999.0
USC00040931,1906,11,25,,,,,,,,,,-9999.0,0.0,-9999.0,,,,,,,,,,,-9999.0
USC00040931,1906,11,26,,,,,,,,,,51.0,51.0,0.0,,,,,,,,,,,-9999.0
USC00040931,1906,11,27,,,,,,,,,,-9999.0,0.0,-9999.0,,,,,,,,,,,-9999.0
USC00040931,1906,11,28,,,,,,,,,,-9999.0,0.0,-9999.0,,,,,,,,,,,-9999.0
USC00040931,1906,11,29,,,,,,,,,,-9999.0,0.0,-9999.0,,,,,,,,,,,-9999.0
USC00040931,1906,11,3,,,,,,,,,,94.0,0.0,-9999.0,,,,,,,,,,,-9999.0
USC00040931,1906,11,30,,,,,,,,,,-9999.0,0.0,-9999.0,,,,,,,,,,,-9999.0
USC00040931,1906,11,31,,,,,,,,,,-9999.0,-9999.0,-9999.0,,,,,,,,,,,-9999.0
USC00040931,1906,11,4,,,,,,,,,,145.0,0.0,-9999.0,,,,,,,,,,,1.0
USC00040931,1906,11,5,,,,,,,,,,234.0,76.0,-9999.0,,,,,,,,,,,1.0
USC00040931,1906,11,6,,,,,,,,,,-9999.0,0.0,-9999.0,,,,,,,,,,,-9999.0
USC00040931,1906,11,7,,,,,,,,,,-9999.0,0.0,-9999.0,,,,,,,,,,,-9999.0
USC00040931,1906,11,8,,,,,,,,,,-9999.0,0.0,-9999.0,,,,,,,,,,,-9999.0
USC00040931,1906,11,9,,,,,,,,,,-9999.0,0.0,-9999.0,,,,,,,,,,,-9999.0
USC00040931,1906,12,1,,,,,,,,,,0.0,0.0,,,,,,,,,,,-9999.0,-9999.0
USC00040931,1906,12,10,,,,,,,,,,89.0,0.0,,,,,,,,,,,1.0,-9999.0
USC00040931,1906,12,11,,,,,,,,,,594.0,508.0,,,,,,,,,,,-9999.0,1.0
USC00040931,1906,12,12,,,,,,,,,,127.0,127.0,,,,,,,,,,,-9999.0,1.0
USC00040931,1906,12,13,,,,,,,,,,0.0,0.0,,,,,,,,,,,-9999.0,-9999.0
USC00040931,1906,12,14,,,,,,,,,,0.0,0.0,,,,,,,,,,,-9999.0,-9999.0
USC00040931,1906,12,15,,,,,,,,,,0.0,0.0,,,,,,,,,,,-9999.0,-9999.0
USC00040931,1906,12,16,,,,,,,,,,0.0,0.0,,,,,,,,,,,-9999.0,-9999.0
USC00040931,1906,12,17,,,,,,,,,,0.0,0.0,,,,,,,,,,,-9999.0,-9999.0
USC00040931,1906,12,18,,,,,,,,,,0.0,0.0,,,,,,,,,,,-9999.0,-9999.0
USC00040931,1906,12,19,,,,,,,,,,0.0,0.0,,,,,,,,,,,-9999.0,-9999.0
USC00040931,1906,12,2,,,,,,,,,,0.0,0.0,,,,,,,,,,,-9999.0,-9999.0
USC00040931,1906,12,20,,,,,,,,,,0.0,0.0,,,,,,,,,,,-9999.0,-9999.0
