ID,YEAR,MONTH,DAY,AWND,FMTM,PGTM,PRCP,SNOW,SNWD,TAVG,TMAX,TMIN,TOBS,TSUN,WDF2,WDF5,WSF2,WSF5,WT01,WT02,WT03,WT04,WT05,WT06,WT07,WT08,WT09,WT11,WT13,WT16,WT17,WT18,WT19,WT21,WT22,WV01,WV03
USW00093230,1968,6,12,,,,,,,,189.0,22.0,167.0,,,,,,,,,,,,,,,,,,,,,,,,
USW00093230,1968,6,13,,,,,,,,200.0,6.0,189.0,,,,,,,,,,,,,,,,,,,,,,,,
USW00093230,1968,6,14,,,,,,,,228.0,-6.0,217.0,,,,,,,,,,,,,,,,,,,,,,,,
USW00093230,1968,6,15,,,,,,,,233.0,-6.0,228.0,,,,,,,,,,,,,,,,,,,,,,,,
USW00093230,1968,6,16,,,,,,,,261.0,22.0,256.0,,,,,,,,,,,,,,,,,,,,,,,,
USW00093230,1968,6,17,,,,,,,,256.0,17.0,244.0,,,,,,,,,,,,,,,,,,,,,,,,
USW00093230,1968,6,18,,,,,,,,256.0,39.0,250.0,,,,,,,,,,,,,,,,,,,,,,,,
USW00093230,1968,6,19,,,,,,,,244.0,22.0,217.0,,,,,,,,,,,,,,,,,,,,,,,,
USW00093230,1968,6,2,,,,,,,,244.0,22.0,228.0,,,,,,,,,,,,,,,,,,,,,,,,
USW00093230,1968,6,20,,,,,,,,239.0,22.0,228.0,,,,,,,,,,,,,,,,,,,,,,,,
USW00093230,1968,6,21,,,,,,,,261.0,17.0,239.0,,,,,,,,,,,,,,,,,,,,,,,,
USW00093230,1968,6,22,,,,,,,,278.0,44.0,261.0,,,,,,,,,,,,,,,,,,,,,,,,
USW00093230,1968,6,23,,,,,,,,261.0,17.0,206.0,,,,,,,,,,,,,,,,,,,,,,,,
USW00093230,1968,6,24,,,,,,,,244.0,67.0,244.0,,,,,,,,,,,,,,,,,,,,,,,,
USW00093230,1968,6,25,,,,,,,,278.0,6.0,267.0,,,,,,,,,,,,,,,,,,,,,,,,
USW00093230,1968,6,26,,,,,,,,283.0,39.0,278.0,,,,,,,,,,,,,,,,,,,,,,,,
USW00093230,1968,6,27,,,,,,,,278.0,44.0,244.0,,,,,,,,,,,,,,,,,,,,,,,,
USW00093230,1968,6,28,,,,,,,,244.0,22.0,211.0,,,,,,,,,,,,,,,,,,,,,,,,
USW00093230,1968,6,29,,,,,,,,211.0,22.0,161.0,,,,,,,,,,,,,,,,,,,,,,,,
USW00093230,1968,6,3,,,,,,,,228.0,50.0,172.0,,,,,,,,,,,,,,,,,,,,,,,,
USW00093230,1968,6,30,,,,,,,,222.0,-39.0,211.0,,,,,,,,,,,,,,,,,,,,,,,,
USW00093230,1968,6,31,,,,,,,,-9999.0,-9999.0,-9999.0,,,,,,,,,,,,,,,,,,,,,,,,
USW00093230,1968,6,4,,,,,,,,194.0,-6.0,167.0,,,,,,,,,,,,,,,,,,,,,,,,
USW00093230,1968,6,5,,,,,,,,167.0,67.0,67.0,,,,,,,,,,,,,,,,,,,,,,,,
USW00093230,1968,6,6,,,,,,,,111.0,22.0,78.0,,,,,,,,,,,,,,,,,,,,,,,,
USW00093230,1968,6,7,,,,,,,,122.0,22.0,111.0,,,,,,,,,,,,,,,,,,,,,,,,
USW00093230,1968,6,8,,,,,,,,150.0,-6.0,122.0,,,,,,,,,,,,,,,,,,,,,,,,
USW00093230,1968,6,9,,,,,,,,161.0,-22.0,156.0,,,,,,,,,,,,,,,,,,,,,,,,
USW00093230,1968,7,1,,,,0.0,0.0,0.0,,233.0,-6.0,233.0,,,,,,,,,,,,,,,,,,,,,,,,
USW00093230,1968,7,10,,,,0.0,0.0,0.0,,250.0,11.0,239.0,,,,,,,,,,,,,,,,,,,,,,,,
USW00093230,1968,7,11,,,,0.0,0.0,0.0,,256.0,17.0,228.0,,,,,,,,,,,,,,,,,,,,,,,,
USW00093230,1968,7,12,,,,0.0,0.0,0.0,,222.0,89.0,211.0,,,,,,,,,,,,,,,,,,,,,,,,
USW00093230,1968,7,13,,,,0.0,0.0,0.0,,233.0,33.0,222.0,,,,,,,,,,,,,,,,,,,,,,,,
USW00093230,1968,7,14,,,,0.0,0.0,0.0,,239.0,17.0,222.0,,,,,,,,,,,,,,,,,,,,,,,,
USW00093230,1968,7,15,,,,0.0,0.0,0.0,,244.0,28.0,217.0,,,,,,,,,,,,,,,,,,,,,,,,
USW00093230,1968,7,16,,,,0.0,0.0,0.0,,222.0,17.0,200.0,,,,,,,,,,,,,,,,,,,,,,,,
USW00093230,1968,7,17,,,,0.0,0.0,0.0,,233.0,-6.0,228.0,,,,,,,,,,,,,,,,,,,,,,,,
USW00093230,1968,7,18,,,,-9999.0,0.0,0.0,,-9999.0,-9999.0,-9999.0,,,,,,,,,,,,,,,,,,,,,,,,
USW00093230,1968,7,19,,,,-9999.0,0.0,0.0,,-9999.0,-9999.0,-9999.0,,,,,,,,,,,,,,,,,,,,,,,,
USW00093230,1968,7,2,,,,0.0,0.0,0.0,,244.0,22.0,183.0,,,,,,,,,,,,,,,,,,,,,,,,
USW00093230,1968,7,20,,,,-9999.0,0.0,0.0,,-9999.0,-9999.0,-9999.0,,,,,,,,,,,,,,,,,,,,,,,,
USW00093230,1968,7,21,,,,-9999.0,0.0,0.0,,-9999.0,-9999.0,-9999.0,,,,,,,,,,,,,,,,,,,,,,,,
USW00093230,1968,7,22,,,,-9999.0,0.0,0.0,,-9999.0,-9999.0,-9999.0,,,,,,,,,,,,,,,,,,,,,,,,
USW00093230,1968,7,23,,,,-9999.0,0.0,0.0,,-9999.0,-9999.0,-9999.0,,,,,,,,,,,,,,,,,,,,,,,,
USW00093230,1968,7,24,,,,-9999.0,0.0,0.0,,-9999.0,-9999.0,-9999.0,,,,,,,,,,,,,,,,,,,,,,,,
USW00093230,1968,7,25,,,,-9999.0,0.0,0.0,,-9999.0,-9999.0,-9999.0,,,,,,,,,,,,,,,,,,,,,,,,
USW00093230,1968,7,26,,,,-9999.0,0.0,0.0,,-9999.0,-9999.0,-9999.0,,,,,,,,,,,,,,,,,,,,,,,,
USW00093230,1968,7,27,,,,-9999.0,0.0,0.0,,-9999.0,-9999.0,-9999.0,,,,,,,,,,,,,,,,,,,,,,,,
USW00093230,1968,7,28,,,,-9999.0,0.0,0.0,,-9999.0,-9999.0,-9999.0,,,,,,,,,,,,,,,,,,,,,,,,
USW00093230,1968,7,29,,,,-9999.0,0.0,0.0,,-9999.0,-9999.0,-9999.0,,,,,,,,,,,,,,,,,,,,,,,,
USW00093230,1968,7,3,,,,0.0,0.0,0.0,,244.0,33.0,233.0,,,,,,,,,,,,,,,,,,,,,,,,
USW00093230,1968,7,30,,,,-9999.0,0.0,0.0,,-9999.0,-9999.0,-9999.0,,,,,,,,,,,,,,,,,,,,,,,,
USW00093230,1968,7,31,,,,-9999.0,0.0,0.0,,-9999.0,-9999.0,-9999.0,,,,,,,,,,,,,,,,,,,,,,,,
USW00093230,1968,7,4,,,,0.0,0.0,0.0,,261.0,28.0,233.0,,,,,,,,,,,,,,,,,,,,,,,,
USW00093230,1968,7,5,,,,0.0,0.0,0.0,,261.0,44.0,206.0,,,,,,,,,,,,,,,,,,,,,,,,
USW00093230,1968,7,6,,,,0.0,0.0,0.0,,261.0,33.0,206.0,,,,,,,,,,,,,,,,,,,,,,,,
USW00093230,1968,7,7,,,,0.0,0.0,0.0,,267.0,83.0,217.0,,,,,,,,,,,,,,,,,,,,,,,,
USW00093230,1968,7,8,,,,0.0,0.0,0.0,,267.0,100.0,261.0,,,,,,,,,,,,,,,,,,,,,,,,
USW00093230,1968,7,9,,,,0.0,0.0,0.0,,261.0,100.0,228.0,,,,,,,,,,,,,,,,,,,,,,,,
USW00093230,1968,11,1,,,,-9999.0,,,,-9999.0,-9999.0,-9999.0,,,,,,,,,,,,,,,,,,,,,,,,
USW00093230,1968,11,10,,,,-9999.0,,,,156.0,-28.0,139.0,,,,,,,,,,,,,,,,,,,,,,,,
USW00093230,1968,11,11,,,,-9999.0,,,,156.0,-22.0,117.0,,,,,,,,,,,,,,,,,,,,,,,,
USW00093230,1968,11,12,,,,-9999.0,,,,117.0,-56.0,11.0,,,,,,,,,,,,,,,,,,,,,,,,
USW00093230,1968,11,13,,,,-9999.0,,,,11.0,-83.0,-6.0,,,,,,,,,,,,,,,,,,,,,,,,
USW00093230,1968,11,14,,,,-9999.0,,,,17.0,-111.0,-17.0,,,,,,,,,,,,,,,,,,,,,,,,
USW00093230,1968,11,15,,,,-9999.0,,,,61.0,-22.0,33.0,,,,,,,,,,,,,,,,,,,,,,,,
USW00093230,1968,11,16,,,,-9999.0,,,,78.0,-56.0,44.0,,,,,,,,,,,,,,,,,,,,,,,,
USW00093230,1968,11,17,,,,-9999.0,,,,83.0,-28.0,67.0,,,,,,,,,,,,,,,,,,,,,,,,
USW00093230,1968,11,18,,,,-9999.0,,,,83.0,-22.0,61.0,,,,,,,,,,,,,,,,,,,,,,,,
USW00093230,1968,11,19,,,,-9999.0,,,,78.0,-44.0,50.0,,,,,,,,,,,,,,,,,,,,,,,,
USW00093230,1968,11,2,,,,-9999.0,,,,-9999.0,-9999.0,-9999.0,,,,,,,,,,,,,,,,,,,,,,,,
USW00093230,1968,11,20,,,,-9999.0,,,,100.0,-50.0,83.0,,,,,,,,,,,,,,,,,,,,,,,,
USW00093230,1968,11,21,,,,-9999.0,,,,133.0,-44.0,122.0,,,,,,,,,,,,,,,,,,,,,,,,
USW00093230,1968,11,22,,,,-9999.0,,,,117.0,-6.0,83.0,,,,,,,,,,,,,,,,,,,,,,,,
USW00093230,1968,11,23,,,,-9999.0,,,,83.0,-44.0,56.0,,,,,,,,,,,,,,,,,,,,,,,,
USW00093230,1968,11,24,,,,-9999.0,,,,56.0,-28.0,-17.0,,,,,,,,,,,,,,,,,,,,,,,,
USW00093230,1968,11,25,,,,0.0,,,,-11.0,-94.0,-17.0,,,,,,,,,,,,,,,,,,,,,,,,
USW00093230,1968,11,26,,,,0.0,,,,50.0,-106.0,17.0,,,,,,,,,,,,,,,,,,,,,,,,
USW00093230,1968,11,27,,,,0.0,,,,61.0,-111.0,22.0,,,,,,,,,,,,,,,,,,,,,,,,
USW00093230,1968,11,28,,,,0.0,,,,39.0,-133.0,11.0,,,,,,,,,,,,,,,,,,,,,,,,
USW00093230,1968,11,29,,,,0.0,,,,83.0,-122.0,44.0,,,,,,,,,,,,,,,,,,,,,,,,
USW00093230,1968,11,3,,,,-9999.0,,,,78.0,22.0,33.0,,,,,,,,,,,,,,,,,,,,,,,,
USW00093230,1968,11,30,,,,0.0,,,,44.0,-28.0,-22.0,,,,,,,,,,,,,,,,,,,,,,,,
USW00093230,1968,11,31,,,,-9999.0,,,,-9999.0,-9999.0,-9999.0,,,,,,,,,,,,,,,,,,,,,,,,
USW00093230,1968,11,4,,,,-9999.0,,,,72.0,-44.0,56.0,,,,,,,,,,,,,,,,,,,,,,,,
USW00093230,1968,11,5,,,,-9999.0,,,,89.0,-11.0,67.0,,,,,,,,,,,,,,,,,,,,,,,,
USW00093230,1968,11,6,,,,-9999.0,,,,61.0,-61.0,61.0,,,,,,,,,,,,,,,,,,,,,,,,
USW00093230,1968,11,7,,,,-9999.0,,,,94.0,-17.0,83.0,,,,,,,,,,,,,,,,,,,,,,,,
USW00093230,1968,11,8,,,,-9999.0,,,,150.0,-33.0,144.0,,,,,,,,,,,,,,,,,,,,,,,,
USW00093230,1968,11,9,,,,-9999.0,,,,139.0,6.0,111.0,,,,,,,,,,,,,,,,,,,,,,,,
USW00093230,1968,12,1,,,,,,,,-11.0,-44.0,-39.0,,,,,,,,,,,,,,,,,,,,,,,,
USW00093230,1968,12,10,,,,,,,,-9999.0,-6.0,28.0,,,,,,,,,,,,,,,,,,,,,,,,
USW00093230,1968,12,11,,,,,,,,28.0,-67.0,-56.0,,,,,,,,,,,,,,,,,,,,,,,,
USW00093230,1968,12,12,,,,,,,,0.0,-189.0,-28.0,,,,,,,,,,,,,,,,,,,,,,,,
USW00093230,1968,12,13,,,,,,,,61.0,-133.0,33.0,,,,,,,,,,,,,,,,,,,,,,,,
USW00093230,1968,12,14,,,,,,,,39.0,-11.0,28.0,,,,,,,,,,,,,,,,,,,,,,,,
USW00093230,1968,12,15,,,,,,,,17.0,-17.0,-17.0,,,,,,,,,,,,,,,,,,,,,,,,
USW00093230,1968,12,16,,,,,,,,-17.0,-178.0,-67.0,,,,,,,,,,,,,,,,,,,,,,,,
USW00093230,1968,12,17,,,,,,,,-22.0,-156.0,-61.0,,,,,,,,,,,,,,,,,,,,,,,,
USW00093230,1968,12,18,,,,,,,,11.0,-156.0,-22.0,,,,,,,,,,,,,,,,,,,,,,,,
USW00093230,1968,12,19,,,,,,,,-22.0,-156.0,-106.0,,,,,,,,,,,,,,,,,,,,,,,,
USW00093230,1968,12,2,,,,,,,,17.0,-167.0,-6.0,,,,,,,,,,,,,,,,,,,,,,,,
USW00093230,1968,12,20,,,,,,,,-83.0,-183.0,-111.0,,,,,,,,,,,,,,,,,,,,,,,,
USW00093230,1968,12,21,,,,,,,,-11.0,-211.0,-56.0,,,,,,,,,,,,,,,,,,,,,,,,
USW00093230,1968,12,22,,,,,,,,17.0,-233.0,-17.0,,,,,,,,,,,,,,,,,,,,,,,,
USW00093230,1968,12,23,,,,,,,,50.0,-39.0,33.0,,,,,,,,,,,,,,,,,,,,,,,,
USW00093230,1968,12,24,,,,,,,,33.0,-6.0,11.0,,,,,,,,,,,,,,,,,,,,,,,,
USW00093230,1968,12,25,,,,,,,,11.0,-67.0,-50.0,,,,,,,,,,,,,,,,,,,,,,,,
USW00093230,1968,12,26,,,,,,,,-28.0,-161.0,-61.0,,,,,,,,,,,,,,,,,,,,,,,,
USW00093230,1968,12,27,,,,,,,,-17.0,-206.0,-44.0,,,,,,,,,,,,,,,,,,,,,,,,
USW00093230,1968,12,28,,,,,,,,6.0,-44.0,-6.0,,,,,,,,,,,,,,,,,,,,,,,,
USW00093230,1968,12,29,,,,,,,,17.0,-167.0,-17.0,,,,,,,,,,,,,,,,,,,,,,,,
USW00093230,1968,12,3,,,,,,,,61.0,-161.0,11.0,,,,,,,,,,,,,,,,,,,,,,,,
USW00093230,1968,12,30,,,,,,,,33.0,-144.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,
USW00093230,1968,12,31,,,,,,,,78.0,-139.0,39.0,,,,,,,,,,,,,,,,,,,,,,,,
USW00093230,1968,12,4,,,,,,,,89.0,-122.0,44.0,,,,,,,,,,,,,,,,,,,,,,,,
USW00093230,1968,12,5,,,,,,,,94.0,-78.0,44.0,,,,,,,,,,,,,,,,,,,,,,,,
USW00093230,1968,12,6,,,,,,,,67.0,-106.0,44.0,,,,,,,,,,,,,,,,,,,,,,,,
USW00093230,1968,12,7,,,,,,,,106.0,-72.0,72.0,,,,,,,,,,,,,,,,,,,,,,,,
USW00093230,1968,12,8,,,,,,,,83.0,0.0,56.0,,,,,,,,,,,,,,,,,,,,,,,,
USW00093230,1968,12,9,,,,,,,,89.0,-33.0,61.0,,,,,,,,,,,,,,,,,,,,,,,,
USW00093230,1969,1,1,,,,,,,,89.0,-111.0,56.0,,,,,,,,,,,,,,,,,,,,,,,,
USW00093230,1969,1,10,,,,,,,,44.0,-72.0,28.0,,,,,,,,,,,,,,,,,,,,,,,,
USW00093230,1969,1,11,,,,,,,,22.0,-61.0,11.0,,,,,,,,,,,,,,,,,,,,,,,,
USW00093230,1969,1,12,,,,,,,,56.0,6.0,39.0,,,,,,,,,,,,,,,,,,,,,,,,
USW00093230,1969,1,13,,,,,,,,39.0,11.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,
USW00093230,1969,1,14,,,,,,,,39.0,6.0,28.0,,,,,,,,,,,,,,,,,,,,,,,,
USW00093230,1969,1,15,,,,,,,,22.0,-22.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,
USW00093230,1969,1,16,,,,,,,,22.0,-50.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,
USW00093230,1969,1,17,,,,,,,,44.0,-94.0,22.0,,,,,,,,,,,,,,,,,,,,,,,,
USW00093230,1969,1,18,,,,,,,,44.0,-94.0,22.0,,,,,,,,,,,,,,,,,,,,,,,,
USW00093230,1969,1,19,,,,,,,,44.0,11.0,22.0,,,,,,,,,,,,,,,,,,,,,,,,
USW00093230,1969,1,2,,,,,,,,67.0,-78.0,44.0,,,,,,,,,,,,,,,,,,,,,,,,
USW00093230,1969,1,20,,,,,,,,22.0,11.0,17.0,,,,,,,,,,,,,,,,,,,,,,,,
USW00093230,1969,1,21,,,,,,,,11.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
USW00093230,1969,1,22,,,,,,,,0.0,-67.0,-61.0,,,,,,,,,,,,,,,,,,,,,,,,
USW00093230,1969,1,23,,,,,,,,0.0,-122.0,-39.0,,,,,,,,,,,,,,,,,,,,,,,,
USW00093230,1969,1,24,,,,,,,,11.0,-56.0,-9999.0,,,,,,,,,,,,,,,,,,,,,,,,
USW00093230,1969,1,25,,,,,,,,39.0,0.0,22.0,,,,,,,,,,,,,,,,,,,,,,,,
USW00093230,1969,1,26,,,,,,,,22.0,-50.0,-39.0,,,,,,,,,,,,,,,,,,,,,,,,
USW00093230,1969,1,27,,,,,,,,-44.0,-67.0,-61.0,,,,,,,,,,,,,,,,,,,,,,,,
USW00093230,1969,1,28,,,,,,,,-61.0,-94.0,-94.0,,,,,,,,,,,,,,,,,,,,,,,,
USW00093230,1969,1,29,,,,,,,,-56.0,-244.0,-78.0,,,,,,,,,,,,,,,,,,,,,,,,
USW00093230,1969,1,3,,,,,,,,72.0,-67.0,56.0,,,,,,,,,,,,,,,,,,,,,,,,
USW00093230,1969,1,30,,,,,,,,-28.0,-122.0,-56.0,,,,,,,,,,,,,,,,,,,,,,,,
USW00093230,1969,1,31,,,,,,,,0.0,-267.0,-11.0,,,,,,,,,,,,,,,,,,,,,,,,
USW00093230,1969,1,4,,,,,,,,56.0,-122.0,28.0,,,,,,,,,,,,,,,,,,,,,,,,
USW00093230,1969,1,5,,,,,,,,22.0,-89.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
USW00093230,1969,1,6,,,,,,,,44.0,-72.0,44.0,,,,,,,,,,,,,,,,,,,,,,,,
USW00093230,1969,1,7,,,,,,,,106.0,-17.0,83.0,,,,,,,,,,,,,,,,,,,,,,,,
USW00093230,1969,1,8,,,,,,,,83.0,-56.0,-11.0,,,,,,,,,,,,,,,,,,,,,,,,
USW00093230,1969,1,9,,,,,,,,44.0,-167.0,11.0,,,,,,,,,,,,,,,,,,,,,,,,
USW00093230,1969,2,1,,,,,,,,-17.0,-122.0,-33.0,,,,,,,,,,,,,,,,,,,,,,,,
USW00093230,1969,2,10,,,,,,,,78.0,-72.0,61.0,,,,,,,,,,,,,,,,,,,,,,,,
USW00093230,1969,2,11,,,,,,,,61.0,-78.0,22.0,,,,,,,,,,,,,,,,,,,,,,,,
USW00093230,1969,2,12,,,,,,,,22.0,-17.0,-11.0,,,,,,,,,,,,,,,,,,,,,,,,
USW00093230,1969,2,13,,,,,,,,0.0,-189.0,-6.0,,,,,,,,,,,,,,,,,,,,,,,,
USW00093230,1969,2,14,,,,,,,,-11.0,-56.0,-11.0,,,,,,,,,,,,,,,,,,,,,,,,
USW00093230,1969,2,15,,,,,,,,-11.0,-22.0,-22.0,,,,,,,,,,,,,,,,,,,,,,,,
USW00093230,1969,2,16,,,,,,,,6.0,-139.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
USW00093230,1969,2,17,,,,,,,,28.0,-222.0,17.0,,,,,,,,,,,,,,,,,,,,,,,,
USW00093230,1969,2,18,,,,,,,,17.0,-61.0,-11.0,,,,,,,,,,,,,,,,,,,,,,,,
USW00093230,1969,2,19,,,,,,,,0.0,-33.0,-11.0,,,,,,,,,,,,,,,,,,,,,,,,
USW00093230,1969,2,2,,,,,,,,11.0,-217.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
USW00093230,1969,2,20,,,,,,,,-6.0,-50.0,-17.0,,,,,,,,,,,,,,,,,,,,,,,,
USW00093230,1969,2,21,,,,,,,,-11.0,-206.0,-22.0,,,,,,,,,,,,,,,,,,,,,,,,
USW00093230,1969,2,22,,,,,,,,-17.0,-172.0,-22.0,,,,,,,,,,,,,,,,,,,,,,,,
USW00093230,1969,2,23,,,,,,,,-22.0,-67.0,-61.0,,,,,,,,,,,,,,,,,,,,,,,,
USW00093230,1969,2,24,,,,,,,,-22.0,-94.0,-39.0,,,,,,,,,,,,,,,,,,,,,,,,
USW00093230,1969,2,25,,,,,,,,-28.0,-78.0,-44.0,,,,,,,,,,,,,,,,,,,,,,,,
USW00093230,1969,2,26,,,,,,,,-22.0,-144.0,-28.0,,,,,,,,,,,,,,,,,,,,,,,,
USW00093230,1969,2,27,,,,,,,,22.0,-189.0,-17.0,,,,,,,,,,,,,,,,,,,,,,,,
USW00093230,1969,2,28,,,,,,,,6.0,-44.0,-39.0,,,,,,,,,,,,,,,,,,,,,,,,
USW00093230,1969,2,29,,,,,,,,-9999.0,-9999.0,-9999.0,,,,,,,,,,,,,,,,,,,,,,,,
USW00093230,1969,2,3,,,,,,,,17.0,-244.0,11.0,,,,,,,,,,,,,,,,,,,,,,,,
USW00093230,1969,2,30,,,,,,,,-9999.0,-9999.0,-9999.0,,,,,,,,,,,,,,,,,,,,,,,,
USW00093230,1969,2,31,,,,,,,,-9999.0,-9999.0,-9999.0,,,,,,,,,,,,,,,,,,,,,,,,
USW00093230,1969,2,4,,,,,,,,28.0,-194.0,11.0,,,,,,,,,,,,,,,,,,,,,,,,
USW00093230,1969,2,5,,,,,,,,17.0,-44.0,-39.0,,,,,,,,,,,,,,,,,,,,,,,,
USW00093230,1969,2,6,,,,,,,,-22.0,-56.0,-56.0,,,,,,,,,,,,,,,,,,,,,,,,
USW00093230,1969,2,7,,,,,,,,-6.0,-239.0,-6.0,,,,,,,,,,,,,,,,,,,,,,,,
USW00093230,1969,2,8,,,,,,,,33.0,-189.0,11.0,,,,,,,,,,,,,,,,,,,,,,,,
USW00093230,1969,2,9,,,,,,,,33.0,-11.0,22.0,,,,,,,,,,,,,,,,,,,,,,,,
USW00093230,1969,3,1,,,,,,,,11.0,-122.0,-6.0,,,,,,,,,,,,,,,,,,,,,,,,
USW00093230,1969,3,10,,,,,,,,-17.0,-156.0,-22.0,,,,,,,,,,,,,,,,,,,,,,,,
USW00093230,1969,3,11,,,,,,,,0.0,-217.0,-22.0,,,,,,,,,,,,,,,,,,,,,,,,
USW00093230,1969,3,12,,,,,,,,0.0,-106.0,-22.0,,,,,,,,,,,,,,,,,,,,,,,,
USW00093230,1969,3,13,,,,,,,,-17.0,-111.0,-22.0,,,,,,,,,,,,,,,,,,,,,,,,
USW00093230,1969,3,14,,,,,,,,39.0,-189.0,33.0,,,,,,,,,,,,,,,,,,,,,,,,
USW00093230,1969,3,15,,,,,,,,56.0,-144.0,56.0,,,,,,,,,,,,,,,,,,,,,,,,
USW00093230,1969,3,16,,,,,,,,83.0,-133.0,61.0,,,,,,,,,,,,,,,,,,,,,,,,
USW00093230,1969,3,17,,,,,,,,56.0,-11.0,50.0,,,,,,,,,,,,,,,,,,,,,,,,
USW00093230,1969,3,18,,,,,,,,44.0,6.0,28.0,,,,,,,,,,,,,,,,,,,,,,,,
USW00093230,1969,3,19,,,,,,,,50.0,-133.0,50.0,,,,,,,,,,,,,,,,,,,,,,,,
USW00093230,1969,3,2,,,,,,,,39.0,-200.0,-56.0,,,,,,,,,,,,,,,,,,,,,,,,
