ID,YEAR,MONTH,DAY,DAPR,DASF,MDPR,MDSF,PRCP,SNOW,SNWD,TMAX,TMIN,TOBS,WT01,WT03,WT04,WT05,WT11,WT14
USC00045026,1968,11,29,,,,,0.0,0.0,127.0,50.0,-78.0,-61.0,,,,,,
USC00045026,1968,11,3,,,,,-9999.0,5875.0,-9999.0,-9999.0,-9999.0,-9999.0,,,,,,
USC00045026,1968,11,30,,,,,0.0,0.0,102.0,72.0,-72.0,-39.0,,,,,,
USC00045026,1968,11,31,,,,,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,,,,,,
USC00045026,1968,11,4,,,,,-9999.0,5875.0,-9999.0,-9999.0,-9999.0,-9999.0,,,,,,
USC00045026,1968,11,5,,,,,-9999.0,5875.0,-9999.0,-9999.0,-9999.0,-9999.0,,,,,,
USC00045026,1968,11,6,,,,,-9999.0,5875.0,-9999.0,-9999.0,-9999.0,-9999.0,,,,,,
USC00045026,1968,11,7,,,,,-9999.0,5875.0,-9999.0,-9999.0,-9999.0,-9999.0,,,,,,
USC00045026,1968,11,8,,,,,0.0,0.0,0.0,78.0,-22.0,-11.0,,,,,,
USC00045026,1968,11,9,,,,,0.0,0.0,0.0,106.0,-17.0,-6.0,,,,,,
USC00045026,1968,12,1,,,,,23.0,51.0,178.0,22.0,-56.0,-39.0,,-9999.0,-9999.0,,,
USC00045026,1968,12,10,,,,,0.0,0.0,229.0,67.0,-39.0,-11.0,,-9999.0,-9999.0,,,
USC00045026,1968,12,11,,,,,470.0,127.0,356.0,56.0,-72.0,-67.0,,-9999.0,1.0,,,
USC00045026,1968,12,12,,,,,0.0,0.0,330.0,-22.0,-128.0,-117.0,,-9999.0,-9999.0,,,
USC00045026,1968,12,13,,,,,0.0,0.0,330.0,6.0,-117.0,-61.0,,-9999.0,-9999.0,,,
USC00045026,1968,12,14,,,,,155.0,76.0,381.0,22.0,-61.0,0.0,,-9999.0,1.0,,,
USC00045026,1968,12,15,,,,,544.0,102.0,483.0,11.0,-6.0,0.0,,-9999.0,-9999.0,,,
USC00045026,1968,12,16,,,,,297.0,203.0,686.0,39.0,-39.0,-33.0,,-9999.0,-9999.0,,,
USC00045026,1968,12,17,,,,,0.0,0.0,660.0,-6.0,-139.0,-133.0,,-9999.0,-9999.0,,,
USC00045026,1968,12,18,,,,,0.0,0.0,610.0,-33.0,-139.0,-83.0,,-9999.0,-9999.0,,,
USC00045026,1968,12,19,,,,,30.0,13.0,610.0,6.0,-89.0,-56.0,,-9999.0,-9999.0,,,
USC00045026,1968,12,2,,,,,48.0,102.0,279.0,0.0,-128.0,-111.0,,-9999.0,-9999.0,,,
USC00045026,1968,12,20,,,,,109.0,165.0,762.0,-56.0,-167.0,-100.0,,-9999.0,-9999.0,,,
USC00045026,1968,12,21,,,,,25.0,25.0,711.0,-78.0,-206.0,-194.0,,-9999.0,-9999.0,,,
USC00045026,1968,12,22,,,,,0.0,0.0,711.0,-56.0,-194.0,-128.0,,-9999.0,-9999.0,,,
USC00045026,1968,12,23,,,,,0.0,0.0,686.0,11.0,-133.0,-44.0,,-9999.0,-9999.0,,,
USC00045026,1968,12,24,,,,,30.0,25.0,711.0,33.0,-44.0,0.0,,-9999.0,-9999.0,,,
USC00045026,1968,12,25,,,,,706.0,254.0,914.0,6.0,-11.0,-11.0,,-9999.0,-9999.0,,,
USC00045026,1968,12,26,,,,,803.0,457.0,1372.0,-6.0,-83.0,-61.0,,1.0,1.0,,,
USC00045026,1968,12,27,,,,,0.0,0.0,1321.0,-28.0,-161.0,-128.0,,-9999.0,-9999.0,,,
USC00045026,1968,12,28,,,,,0.0,0.0,1270.0,6.0,-133.0,-22.0,,-9999.0,-9999.0,,,
USC00045026,1968,12,29,,,,,140.0,102.0,1372.0,6.0,-128.0,-117.0,,-9999.0,-9999.0,,,
USC00045026,1968,12,3,,,,,0.0,0.0,254.0,17.0,-117.0,-72.0,,-9999.0,-9999.0,,,
USC00045026,1968,12,30,,,,,0.0,0.0,1321.0,-17.0,-122.0,-89.0,,-9999.0,-9999.0,,,
USC00045026,1968,12,31,,,,,0.0,0.0,1321.0,6.0,-94.0,-83.0,,-9999.0,-9999.0,,,
USC00045026,1968,12,4,,,,,0.0,0.0,254.0,28.0,-72.0,-61.0,,-9999.0,-9999.0,,,
USC00045026,1968,12,5,,,,,0.0,0.0,229.0,72.0,-78.0,-72.0,,-9999.0,-9999.0,,,
USC00045026,1968,12,6,,,,,0.0,0.0,229.0,78.0,-72.0,-39.0,,-9999.0,-9999.0,,,
USC00045026,1968,12,7,,,,,0.0,0.0,229.0,89.0,-39.0,-33.0,,-9999.0,-9999.0,,,
USC00045026,1968,12,8,,,,,0.0,0.0,229.0,89.0,-61.0,-50.0,,-9999.0,-9999.0,,,
USC00045026,1968,12,9,,,,,0.0,0.0,229.0,67.0,-56.0,-33.0,,-9999.0,-9999.0,,,
USC00045026,1969,1,1,,,,,0.0,0.0,1270.0,11.0,-89.0,-67.0,,-9999.0,-9999.0,-9999.0,,
USC00045026,1969,1,10,,,,,0.0,0.0,965.0,56.0,-100.0,-89.0,,-9999.0,-9999.0,-9999.0,,
USC00045026,1969,1,11,,,,,0.0,0.0,965.0,50.0,-94.0,-22.0,,-9999.0,-9999.0,-9999.0,,
USC00045026,1969,1,12,,,,,0.0,0.0,965.0,61.0,-33.0,-22.0,,-9999.0,-9999.0,-9999.0,,
USC00045026,1969,1,13,,,,,51.0,0.0,914.0,72.0,-33.0,6.0,,-9999.0,-9999.0,-9999.0,,
USC00045026,1969,1,14,,,,,541.0,127.0,1041.0,28.0,-6.0,0.0,,-9999.0,-9999.0,-9999.0,,
USC00045026,1969,1,15,,,,,0.0,0.0,1041.0,44.0,-94.0,-83.0,,-9999.0,-9999.0,-9999.0,,
USC00045026,1969,1,16,,,,,0.0,0.0,1016.0,17.0,-117.0,-33.0,,-9999.0,-9999.0,-9999.0,,
USC00045026,1969,1,17,,,,,0.0,0.0,1016.0,39.0,-106.0,-100.0,,-9999.0,-9999.0,-9999.0,,
USC00045026,1969,1,18,,,,,0.0,0.0,991.0,33.0,-100.0,-33.0,,-9999.0,-9999.0,-9999.0,,
USC00045026,1969,1,19,,,,,2019.0,279.0,1270.0,44.0,-39.0,11.0,,-9999.0,-9999.0,-9999.0,,
USC00045026,1969,1,2,,,,,0.0,0.0,1219.0,17.0,-72.0,-44.0,,-9999.0,-9999.0,-9999.0,,
USC00045026,1969,1,20,,,,,1928.0,305.0,1575.0,28.0,-6.0,0.0,,-9999.0,-9999.0,-9999.0,,
USC00045026,1969,1,21,,,,,1080.0,127.0,1600.0,44.0,0.0,11.0,,1.0,-9999.0,-9999.0,,
USC00045026,1969,1,22,,,,,1671.0,533.0,2057.0,17.0,-22.0,-17.0,,-9999.0,-9999.0,-9999.0,,
USC00045026,1969,1,23,,,,,234.0,102.0,2134.0,-11.0,-161.0,-94.0,,-9999.0,-9999.0,-9999.0,,
USC00045026,1969,1,24,,,,,594.0,152.0,2210.0,11.0,-106.0,0.0,,-9999.0,-9999.0,-9999.0,,
USC00045026,1969,1,25,,,,,2370.0,0.0,2057.0,39.0,0.0,39.0,,-9999.0,1.0,1.0,,
USC00045026,1969,1,26,,,,,1405.0,127.0,2057.0,39.0,0.0,11.0,,-9999.0,-9999.0,-9999.0,,
USC00045026,1969,1,27,,,,,315.0,127.0,2134.0,11.0,-89.0,-78.0,,-9999.0,-9999.0,-9999.0,,
USC00045026,1969,1,28,,,,,99.0,152.0,2286.0,-11.0,-128.0,-72.0,,-9999.0,-9999.0,-9999.0,,
USC00045026,1969,1,29,,,,,267.0,330.0,2616.0,-50.0,-222.0,-200.0,,-9999.0,-9999.0,-9999.0,,
USC00045026,1969,1,3,,,,,0.0,0.0,1194.0,50.0,-50.0,-33.0,,-9999.0,-9999.0,-9999.0,,
USC00045026,1969,1,30,,,,,0.0,0.0,2438.0,-44.0,-206.0,-106.0,,-9999.0,-9999.0,-9999.0,,
USC00045026,1969,1,31,,,,,13.0,13.0,2438.0,-33.0,-200.0,-161.0,,-9999.0,-9999.0,-9999.0,,
USC00045026,1969,1,4,,,,,0.0,0.0,1194.0,56.0,-56.0,-39.0,,-9999.0,-9999.0,-9999.0,,
USC00045026,1969,1,5,,,,,0.0,0.0,1168.0,72.0,-44.0,-22.0,,-9999.0,-9999.0,-9999.0,,
USC00045026,1969,1,6,,,,,0.0,0.0,1118.0,83.0,-50.0,-44.0,,-9999.0,-9999.0,-9999.0,,
USC00045026,1969,1,7,,,,,0.0,0.0,1067.0,83.0,-50.0,-39.0,,-9999.0,-9999.0,-9999.0,,
USC00045026,1969,1,8,,,,,0.0,0.0,991.0,83.0,-44.0,-11.0,,-9999.0,-9999.0,-9999.0,,
USC00045026,1969,1,9,,,,,0.0,0.0,991.0,72.0,-67.0,-61.0,,-9999.0,-9999.0,-9999.0,,
USC00045026,1969,2,1,,,,,0.0,0.0,2362.0,-28.0,-161.0,-78.0,,,,,,
USC00045026,1969,2,10,,,,,0.0,0.0,2845.0,17.0,-117.0,-100.0,,,,,,
USC00045026,1969,2,11,,,,,0.0,0.0,2819.0,33.0,-100.0,-39.0,,,,,,
USC00045026,1969,2,12,,,,,147.0,152.0,2972.0,0.0,-44.0,0.0,,,,,,
USC00045026,1969,2,13,,,,,0.0,0.0,2896.0,11.0,-150.0,-139.0,,,,,,
USC00045026,1969,2,14,,,,,0.0,0.0,2845.0,6.0,-144.0,-56.0,,,,,,
USC00045026,1969,2,15,,,,,394.0,229.0,3048.0,22.0,-67.0,-11.0,,,,,,
USC00045026,1969,2,16,,,,,447.0,330.0,3353.0,-11.0,-139.0,-117.0,,,,,,
USC00045026,1969,2,17,,,,,0.0,0.0,3200.0,28.0,-167.0,-106.0,,,,,,
USC00045026,1969,2,18,,,,,58.0,51.0,3251.0,33.0,-106.0,-22.0,,,,,,
USC00045026,1969,2,19,,,,,284.0,381.0,3505.0,-6.0,-50.0,-39.0,,,,,,
USC00045026,1969,2,2,,,,,0.0,0.0,2286.0,17.0,-133.0,-117.0,,,,,,
USC00045026,1969,2,20,,,,,23.0,25.0,3454.0,-6.0,-167.0,-122.0,,,,,,
USC00045026,1969,2,21,,,,,86.0,51.0,3429.0,-6.0,-167.0,-156.0,,,,,,
USC00045026,1969,2,22,,,,,188.0,229.0,3581.0,-6.0,-156.0,-61.0,,,,,,
USC00045026,1969,2,23,,,,,180.0,279.0,3734.0,-17.0,-61.0,-44.0,,,,,,
USC00045026,1969,2,24,,,,,744.0,483.0,4216.0,-11.0,-61.0,-33.0,,,,,,
USC00045026,1969,2,25,,,,,2527.0,1168.0,4851.0,17.0,-56.0,-17.0,,,,,,
USC00045026,1969,2,26,,,,,191.0,152.0,5004.0,-11.0,-89.0,-39.0,,,,,,
USC00045026,1969,2,27,,,,,0.0,0.0,4826.0,-17.0,-100.0,-44.0,,,,,,
USC00045026,1969,2,28,,,,,112.0,127.0,4724.0,11.0,-44.0,-22.0,,,,,,
USC00045026,1969,2,29,,,,,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,,,,,,
USC00045026,1969,2,3,,,,,0.0,0.0,2286.0,22.0,-122.0,-111.0,,,,,,
USC00045026,1969,2,30,,,,,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,,,,,,
USC00045026,1969,2,31,,,,,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,,,,,,
USC00045026,1969,2,4,,,,,0.0,0.0,2286.0,33.0,-111.0,-100.0,,,,,,
USC00045026,1969,2,5,,,,,213.0,152.0,2438.0,39.0,-106.0,-28.0,,,,,,
USC00045026,1969,2,6,,,,,752.0,610.0,2946.0,-22.0,-50.0,-39.0,,,,,,
USC00045026,1969,2,7,,,,,312.0,330.0,3124.0,-28.0,-167.0,-161.0,,,,,,
USC00045026,1969,2,8,,,,,0.0,0.0,3048.0,11.0,-167.0,-122.0,,,,,,
USC00045026,1969,2,9,,,,,0.0,0.0,2896.0,0.0,-128.0,-117.0,,,,,,
USC00045026,1969,3,1,,,,,617.0,457.0,4978.0,,,,,,,,,
USC00045026,1969,3,10,,,,,231.0,330.0,4724.0,,,,,,,,,
USC00045026,1969,3,11,,,,,38.0,51.0,4724.0,,,,,,,,,
USC00045026,1969,3,12,,,,,0.0,0.0,4648.0,,,,,,,,,
USC00045026,1969,3,13,,,,,163.0,127.0,4699.0,,,,,,,,,
USC00045026,1969,3,14,,,,,0.0,0.0,4648.0,,,,,,,,,
USC00045026,1969,3,15,,,,,0.0,0.0,4597.0,,,,,,,,,
USC00045026,1969,3,16,,,,,0.0,0.0,4470.0,,,,,,,,,
USC00045026,1969,3,17,,,,,0.0,0.0,4318.0,,,,,,,,,
USC00045026,1969,3,18,,,,,0.0,0.0,4267.0,,,,,,,,,
USC00045026,1969,3,19,,,,,0.0,0.0,4191.0,,,,,,,,,
USC00045026,1969,3,2,,,,,0.0,0.0,4877.0,,,,,,,,,
USC00045026,1969,3,20,,,,,0.0,0.0,4115.0,,,,,,,,,
USC00045026,1969,3,21,,,,,61.0,76.0,4166.0,,,,,,,,,
USC00045026,1969,3,22,,,,,20.0,25.0,4166.0,,,,,,,,,
USC00045026,1969,3,23,,,,,0.0,0.0,4115.0,,,,,,,,,
USC00045026,1969,3,24,,,,,0.0,0.0,3962.0,,,,,,,,,
USC00045026,1969,3,25,,,,,0.0,0.0,3912.0,,,,,,,,,
USC00045026,1969,3,26,,,,,0.0,0.0,3810.0,,,,,,,,,
USC00045026,1969,3,27,,,,,0.0,0.0,3734.0,,,,,,,,,
USC00045026,1969,3,28,,,,,0.0,0.0,3658.0,,,,,,,,,
USC00045026,1969,3,29,,,,,0.0,0.0,3505.0,,,,,,,,,
USC00045026,1969,3,3,,,,,25.0,51.0,4877.0,,,,,,,,,
USC00045026,1969,3,30,,,,,0.0,0.0,3378.0,,,,,,,,,
USC00045026,1969,3,31,,,,,0.0,0.0,3200.0,,,,,,,,,
USC00045026,1969,3,4,,,,,71.0,76.0,4724.0,,,,,,,,,
USC00045026,1969,3,5,,,,,0.0,0.0,4674.0,,,,,,,,,
USC00045026,1969,3,6,,,,,0.0,0.0,4572.0,,,,,,,,,
USC00045026,1969,3,7,,,,,43.0,76.0,4597.0,,,,,,,,,
USC00045026,1969,3,8,,,,,23.0,0.0,4572.0,,,,,,,,,
USC00045026,1969,3,9,,,,,0.0,0.0,4521.0,,,,,,,,,
USC00045026,1969,4,1,,,,,0.0,0.0,3124.0,117.0,-50.0,11.0,,,,,,
USC00045026,1969,4,10,,,,,36.0,0.0,3226.0,50.0,-56.0,22.0,,,,,,
USC00045026,1969,4,11,,,,,0.0,0.0,3124.0,117.0,-44.0,39.0,,,,,,
USC00045026,1969,4,12,,,,,0.0,0.0,3048.0,150.0,-61.0,44.0,,,,,,
USC00045026,1969,4,13,,,,,0.0,0.0,2946.0,94.0,-56.0,-6.0,,,,,,
USC00045026,1969,4,14,,,,,0.0,0.0,2921.0,122.0,-61.0,11.0,,,,,,
USC00045026,1969,4,15,,,,,0.0,0.0,2921.0,50.0,-89.0,-17.0,,,,,,
USC00045026,1969,4,16,,,,,0.0,0.0,2896.0,111.0,-106.0,6.0,,,,,,
USC00045026,1969,4,17,,,,,0.0,0.0,2845.0,133.0,-56.0,-17.0,,,,,,
USC00045026,1969,4,18,,,,,18.0,0.0,2794.0,156.0,-56.0,33.0,,,,,,
USC00045026,1969,4,19,,,,,0.0,0.0,2718.0,139.0,-50.0,61.0,,,,,,
USC00045026,1969,4,2,,,,,0.0,0.0,3048.0,106.0,-44.0,0.0,,,,,,
USC00045026,1969,4,20,,,,,0.0,0.0,2667.0,128.0,-61.0,89.0,,,,,,
USC00045026,1969,4,21,,,,,0.0,0.0,2616.0,161.0,-28.0,44.0,,,,,,
USC00045026,1969,4,22,,,,,0.0,0.0,2438.0,117.0,-50.0,56.0,,,,,,
USC00045026,1969,4,23,,,,,0.0,0.0,2413.0,44.0,-44.0,-11.0,,,,,,
USC00045026,1969,4,24,,,,,69.0,0.0,2362.0,39.0,-72.0,11.0,,,,,,
USC00045026,1969,4,25,,,,,0.0,0.0,2311.0,44.0,-56.0,33.0,,,,,,
USC00045026,1969,4,26,,,,,0.0,0.0,2286.0,56.0,-33.0,44.0,,,,,,
USC00045026,1969,4,27,,,,,0.0,0.0,2286.0,83.0,-39.0,6.0,,,,,,
USC00045026,1969,4,28,,,,,0.0,0.0,2286.0,111.0,-28.0,17.0,,,,,,
USC00045026,1969,4,29,,,,,0.0,0.0,2134.0,139.0,-28.0,28.0,,,,,,
USC00045026,1969,4,3,,,,,249.0,229.0,3251.0,83.0,-89.0,-6.0,,,,,,
USC00045026,1969,4,30,,,,,0.0,0.0,2083.0,122.0,-33.0,33.0,,,,,,
USC00045026,1969,4,31,,,,,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,,,,,,
USC00045026,1969,4,4,,,,,0.0,0.0,3099.0,111.0,-50.0,6.0,,,,,,
USC00045026,1969,4,5,,,,,0.0,0.0,3048.0,78.0,6.0,22.0,,,,,,
USC00045026,1969,4,6,,,,,688.0,457.0,3454.0,72.0,-50.0,-33.0,,,,,,
USC00045026,1969,4,7,,,,,0.0,0.0,3378.0,83.0,-33.0,-11.0,,,,,,
USC00045026,1969,4,8,,,,,0.0,0.0,3353.0,89.0,-44.0,-33.0,,,,,,
USC00045026,1969,4,9,,,,,0.0,0.0,3327.0,128.0,-61.0,17.0,,,,,,
USC00045026,1969,5,1,,,,,0.0,0.0,2032.0,128.0,-44.0,17.0,,,,,,
USC00045026,1969,5,10,,,,,0.0,0.0,1448.0,172.0,0.0,61.0,,,,,,
USC00045026,1969,5,11,,,,,0.0,0.0,1372.0,178.0,-6.0,56.0,,,,,,
USC00045026,1969,5,12,,,,,0.0,0.0,1295.0,172.0,-6.0,61.0,,,,,,
USC00045026,1969,5,13,,,,,0.0,0.0,1219.0,156.0,-17.0,50.0,,,,,,
USC00045026,1969,5,14,,,,,0.0,0.0,1143.0,133.0,-39.0,0.0,,,,,,
USC00045026,1969,5,15,,,,,0.0,0.0,1041.0,111.0,-33.0,39.0,,,,,,
USC00045026,1969,5,16,,,,,0.0,0.0,940.0,144.0,-17.0,67.0,,,,,,
USC00045026,1969,5,17,,,,,0.0,0.0,864.0,189.0,0.0,89.0,,,,,,
USC00045026,1969,5,18,,,,,0.0,0.0,762.0,194.0,-11.0,67.0,,,,,,
USC00045026,1969,5,19,,,,,0.0,0.0,660.0,161.0,-28.0,44.0,,,,,,
USC00045026,1969,5,2,,,,,0.0,0.0,1956.0,100.0,-33.0,39.0,,,,,,
USC00045026,1969,5,20,,,,,0.0,0.0,559.0,156.0,11.0,44.0,,,,,,
USC00045026,1969,5,21,,,,,0.0,0.0,457.0,156.0,-6.0,56.0,,,,,,
USC00045026,1969,5,22,,,,,0.0,0.0,356.0,172.0,-6.0,61.0,,,,,,
USC00045026,1969,5,23,,,,,0.0,0.0,279.0,189.0,0.0,67.0,,,,,,
USC00045026,1969,5,24,,,,,0.0,0.0,178.0,194.0,11.0,67.0,,,,,,
USC00045026,1969,5,25,,,,,0.0,0.0,76.0,167.0,0.0,61.0,,,,,,
USC00045026,1969,5,26,,,,,0.0,0.0,0.0,172.0,-6.0,61.0,,,,,,
USC00045026,1969,5,27,,,,,0.0,0.0,0.0,161.0,-6.0,89.0,,,,,,
USC00045026,1969,5,28,,,,,0.0,0.0,0.0,139.0,0.0,67.0,,,,,,
USC00045026,1969,5,29,,,,,0.0,0.0,0.0,211.0,17.0,78.0,,,,,,
USC00045026,1969,5,3,,,,,0.0,0.0,1829.0,78.0,0.0,6.0,,,,,,
USC00045026,1969,5,30,,,,,0.0,0.0,0.0,228.0,22.0,89.0,,,,,,
USC00045026,1969,5,31,,,,,0.0,0.0,0.0,217.0,-6.0,94.0,,,,,,
USC00045026,1969,5,4,,,,,127.0,76.0,1829.0,67.0,-44.0,-39.0,,,,,,
USC00045026,1969,5,5,,,,,0.0,0.0,1778.0,83.0,-39.0,0.0,,,,,,
USC00045026,1969,5,6,,,,,48.0,0.0,1727.0,133.0,-17.0,39.0,,,,,,
USC00045026,1969,5,7,,,,,0.0,0.0,1676.0,133.0,-6.0,39.0,,,,,,
USC00045026,1969,5,8,,,,,0.0,0.0,1600.0,139.0,-6.0,56.0,,,,,,
USC00045026,1969,5,9,,,,,0.0,0.0,1524.0,167.0,-11.0,50.0,,,,,,
USC00045026,1969,6,1,,,,,0.0,0.0,0.0,222.0,33.0,106.0,,,,,,
USC00045026,1969,6,10,,,,,147.0,0.0,0.0,56.0,6.0,44.0,,,,,,
USC00045026,1969,6,11,,,,,13.0,0.0,0.0,72.0,17.0,50.0,,,,,,
USC00045026,1969,6,12,,,,,15.0,0.0,0.0,111.0,28.0,72.0,,,,,,
USC00045026,1969,6,13,,,,,5.0,0.0,0.0,117.0,11.0,67.0,,,,,,
USC00045026,1969,6,14,,,,,0.0,0.0,0.0,189.0,28.0,100.0,,,,,,
USC00045026,1969,6,15,,,,,0.0,0.0,0.0,183.0,39.0,89.0,,,,,,
USC00045026,1969,6,16,,,,,109.0,0.0,0.0,178.0,22.0,89.0,,,,,,
USC00045026,1969,6,17,,,,,246.0,0.0,0.0,128.0,17.0,94.0,,,,,,
USC00045026,1969,6,18,,,,,13.0,0.0,0.0,133.0,22.0,56.0,,,,,,
USC00045026,1969,6,19,,,,,0.0,0.0,0.0,156.0,28.0,83.0,,,,,,
USC00045026,1969,6,2,,,,,0.0,0.0,0.0,211.0,33.0,89.0,,,,,,
USC00045026,1969,6,20,,,,,0.0,0.0,0.0,183.0,39.0,94.0,,,,,,
USC00045026,1969,6,21,,,,,0.0,0.0,0.0,167.0,44.0,94.0,,,,,,
USC00045026,1969,6,22,,,,,0.0,0.0,0.0,161.0,39.0,111.0,,,,,,
USC00045026,1969,6,23,,,,,0.0,0.0,0.0,200.0,39.0,106.0,,,,,,
USC00045026,1969,6,24,,,,,0.0,0.0,0.0,183.0,28.0,89.0,,,,,,
USC00045026,1969,6,25,,,,,0.0,0.0,0.0,183.0,28.0,89.0,,,,,,
USC00045026,1969,6,26,,,,,0.0,0.0,0.0,144.0,-17.0,61.0,,,,,,
USC00045026,1969,6,27,,,,,0.0,0.0,0.0,139.0,6.0,61.0,,,,,,
USC00045026,1969,6,28,,,,,0.0,0.0,0.0,144.0,-22.0,67.0,,,,,,
USC00045026,1969,6,29,,,,,0.0,0.0,0.0,222.0,0.0,89.0,,,,,,
USC00045026,1969,6,3,,,,,0.0,0.0,0.0,228.0,28.0,83.0,,,,,,
USC00045026,1969,6,30,,,,,0.0,0.0,0.0,239.0,22.0,94.0,,,,,,
USC00045026,1969,6,31,,,,,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,,,,,,
USC00045026,1969,6,4,,,,,0.0,0.0,0.0,239.0,33.0,94.0,,,,,,
USC00045026,1969,6,5,,,,,0.0,0.0,0.0,233.0,28.0,100.0,,,,,,
USC00045026,1969,6,6,,,,,0.0,0.0,0.0,211.0,-6.0,100.0,,,,,,
USC00045026,1969,6,7,,,,,0.0,0.0,0.0,206.0,22.0,106.0,,,,,,
USC00045026,1969,6,8,,,,,0.0,0.0,0.0,178.0,33.0,89.0,,,,,,
USC00045026,1969,6,9,,,,,15.0,0.0,0.0,122.0,28.0,33.0,,,,,,
USC00045026,1969,7,1,,,,,0.0,0.0,0.0,211.0,0.0,83.0,,,,,,
USC00045026,1969,7,10,,,,,0.0,0.0,0.0,228.0,56.0,122.0,,,,,,
USC00045026,1969,7,11,,,,,0.0,0.0,0.0,200.0,50.0,94.0,,,,,,
USC00045026,1969,7,12,,,,,0.0,0.0,0.0,233.0,72.0,139.0,,,,,,
USC00045026,1969,7,13,,,,,3.0,0.0,0.0,189.0,56.0,111.0,,,,,,
USC00045026,1969,7,14,,,,,66.0,0.0,0.0,189.0,56.0,111.0,,,,,,
USC00045026,1969,7,15,,,,,0.0,0.0,0.0,211.0,67.0,133.0,,,,,,
USC00045026,1969,7,16,,,,,0.0,0.0,0.0,228.0,61.0,117.0,,,,,,
USC00045026,1969,7,17,,,,,0.0,0.0,0.0,250.0,72.0,139.0,,,,,,
USC00045026,1969,7,18,,,,,0.0,0.0,0.0,256.0,56.0,161.0,,,,,,
USC00045026,1969,7,19,,,,,0.0,0.0,0.0,250.0,83.0,178.0,,,,,,
USC00045026,1969,7,2,,,,,0.0,0.0,0.0,217.0,28.0,100.0,,,,,,
USC00045026,1969,7,20,,,,,0.0,0.0,0.0,256.0,106.0,167.0,,,,,,
USC00045026,1969,7,21,,,,,5.0,0.0,0.0,267.0,100.0,161.0,,,,,,
USC00045026,1969,7,22,,,,,0.0,0.0,0.0,267.0,111.0,194.0,,,,,,
USC00045026,1969,7,23,,,,,0.0,0.0,0.0,250.0,83.0,161.0,,,,,,
USC00045026,1969,7,24,,,,,0.0,0.0,0.0,239.0,83.0,156.0,,,,,,
USC00045026,1969,7,25,,,,,0.0,0.0,0.0,233.0,89.0,150.0,,,,,,
USC00045026,1969,7,26,,,,,0.0,0.0,0.0,239.0,78.0,156.0,,,,,,
USC00045026,1969,7,27,,,,,0.0,0.0,0.0,244.0,83.0,150.0,,,,,,
USC00045026,1969,7,28,,,,,0.0,0.0,0.0,256.0,94.0,144.0,,,,,,
USC00045026,1969,7,29,,,,,0.0,0.0,0.0,261.0,89.0,156.0,,,,,,
USC00045026,1969,7,3,,,,,0.0,0.0,0.0,244.0,33.0,106.0,,,,,,
