ID,YEAR,MONTH,DAY,AWND,DAPR,FMTM,MDPR,PGTM,PRCP,SNOW,SNWD,TAVG,TMAX,TMIN,TOBS,TSUN,WDF2,WDF5,WSF2,WSF5,WT01,WT02,WT03,WT05,WT08
USW00023259,1968,12,4,,,,,,0.0,0.0,0.0,,167.0,28.0,,,,,,,,,,,
USW00023259,1968,12,5,,,,,,0.0,0.0,0.0,,183.0,39.0,,,,,,,,,,,
USW00023259,1968,12,6,,,,,,0.0,0.0,0.0,,178.0,67.0,,,,,,,,,,,
USW00023259,1968,12,7,,,,,,0.0,0.0,0.0,,139.0,56.0,,,,,,,,,,,
USW00023259,1968,12,8,,,,,,0.0,0.0,0.0,,150.0,83.0,,,,,,,,,,,
USW00023259,1968,12,9,,,,,,0.0,0.0,0.0,,167.0,100.0,,,,,,,,,,,
USW00023259,1969,1,1,,,,,,0.0,0.0,0.0,,206.0,67.0,,,,,,,,,,-9999.0,
USW00023259,1969,1,10,,,,,,0.0,0.0,0.0,,117.0,17.0,,,,,,,,,,-9999.0,
USW00023259,1969,1,11,,,,,,0.0,0.0,0.0,,117.0,72.0,,,,,,,,,,-9999.0,
USW00023259,1969,1,12,,,,,,0.0,0.0,0.0,,156.0,83.0,,,,,,,,,,-9999.0,
USW00023259,1969,1,13,,,,,,165.0,0.0,0.0,,167.0,117.0,,,,,,,,,,-9999.0,
USW00023259,1969,1,14,,,,,,23.0,0.0,0.0,,128.0,89.0,,,,,,,,,,-9999.0,
USW00023259,1969,1,15,,,,,,0.0,0.0,0.0,,122.0,33.0,,,,,,,,,,-9999.0,
USW00023259,1969,1,16,,,,,,0.0,0.0,0.0,,117.0,50.0,,,,,,,,,,-9999.0,
USW00023259,1969,1,17,,,,,,0.0,0.0,0.0,,139.0,39.0,,,,,,,,,,-9999.0,
USW00023259,1969,1,18,,,,,,224.0,0.0,0.0,,167.0,89.0,,,,,,,,,,-9999.0,
USW00023259,1969,1,19,,,,,,107.0,0.0,0.0,,172.0,150.0,,,,,,,,,,-9999.0,
USW00023259,1969,1,2,,,,,,0.0,0.0,0.0,,194.0,33.0,,,,,,,,,,-9999.0,
USW00023259,1969,1,20,,,,,,168.0,0.0,0.0,,183.0,144.0,,,,,,,,,,-9999.0,
USW00023259,1969,1,21,,,,,,203.0,0.0,0.0,,156.0,117.0,,,,,,,,,,-9999.0,
USW00023259,1969,1,22,,,,,,8.0,0.0,0.0,,122.0,44.0,,,,,,,,,,-9999.0,
USW00023259,1969,1,23,,,,,,127.0,0.0,0.0,,94.0,28.0,,,,,,,,,,-9999.0,
USW00023259,1969,1,24,,,,,,287.0,0.0,0.0,,156.0,56.0,,,,,,,,,,-9999.0,
USW00023259,1969,1,25,,,,,,170.0,0.0,0.0,,178.0,139.0,,,,,,,,,,-9999.0,
USW00023259,1969,1,26,,,,,,251.0,0.0,0.0,,161.0,67.0,,,,,,,,,,1.0,
USW00023259,1969,1,27,,,,,,53.0,0.0,0.0,,111.0,56.0,,,,,,,,,,-9999.0,
USW00023259,1969,1,28,,,,,,150.0,0.0,0.0,,83.0,56.0,,,,,,,,,,1.0,
USW00023259,1969,1,29,,,,,,0.0,0.0,0.0,,100.0,11.0,,,,,,,,,,-9999.0,
USW00023259,1969,1,3,,,,,,0.0,0.0,0.0,,161.0,56.0,,,,,,,,,,-9999.0,
USW00023259,1969,1,30,,,,,,122.0,0.0,0.0,,106.0,50.0,,,,,,,,,,-9999.0,
USW00023259,1969,1,31,,,,,,0.0,0.0,0.0,,100.0,11.0,,,,,,,,,,-9999.0,
USW00023259,1969,1,4,,,,,,0.0,0.0,0.0,,200.0,89.0,,,,,,,,,,-9999.0,
USW00023259,1969,1,5,,,,,,0.0,0.0,0.0,,206.0,56.0,,,,,,,,,,-9999.0,
USW00023259,1969,1,6,,,,,,0.0,0.0,0.0,,167.0,56.0,,,,,,,,,,-9999.0,
USW00023259,1969,1,7,,,,,,0.0,0.0,0.0,,111.0,50.0,,,,,,,,,,-9999.0,
USW00023259,1969,1,8,,,,,,0.0,0.0,0.0,,139.0,61.0,,,,,,,,,,-9999.0,
USW00023259,1969,1,9,,,,,,0.0,0.0,0.0,,117.0,39.0,,,,,,,,,,-9999.0,
USW00023259,1969,2,1,,,,,,0.0,0.0,0.0,,122.0,44.0,,,,,,,,,-9999.0,-9999.0,
USW00023259,1969,2,10,,,,,,0.0,0.0,0.0,,172.0,83.0,,,,,,,,,-9999.0,-9999.0,
USW00023259,1969,2,11,,,,,,335.0,0.0,0.0,,150.0,106.0,,,,,,,,,-9999.0,-9999.0,
USW00023259,1969,2,12,,,,,,3.0,0.0,0.0,,117.0,67.0,,,,,,,,,-9999.0,-9999.0,
USW00023259,1969,2,13,,,,,,0.0,0.0,0.0,,122.0,44.0,,,,,,,,,-9999.0,-9999.0,
USW00023259,1969,2,14,,,,,,10.0,0.0,0.0,,144.0,89.0,,,,,,,,,-9999.0,-9999.0,
USW00023259,1969,2,15,,,,,,81.0,0.0,0.0,,150.0,117.0,,,,,,,,,-9999.0,-9999.0,
USW00023259,1969,2,16,,,,,,0.0,0.0,0.0,,150.0,56.0,,,,,,,,,-9999.0,-9999.0,
USW00023259,1969,2,17,,,,,,56.0,0.0,0.0,,144.0,56.0,,,,,,,,,-9999.0,-9999.0,
USW00023259,1969,2,18,,,,,,74.0,0.0,0.0,,128.0,78.0,,,,,,,,,-9999.0,-9999.0,
USW00023259,1969,2,19,,,,,,74.0,0.0,0.0,,117.0,78.0,,,,,,,,,-9999.0,-9999.0,
USW00023259,1969,2,2,,,,,,0.0,0.0,0.0,,156.0,44.0,,,,,,,,,-9999.0,-9999.0,
USW00023259,1969,2,20,,,,,,0.0,0.0,0.0,,111.0,78.0,,,,,,,,,-9999.0,-9999.0,
USW00023259,1969,2,21,,,,,,84.0,0.0,0.0,,122.0,44.0,,,,,,,,,-9999.0,-9999.0,
USW00023259,1969,2,22,,,,,,53.0,0.0,0.0,,117.0,50.0,,,,,,,,,-9999.0,-9999.0,
USW00023259,1969,2,23,,,,,,114.0,0.0,0.0,,111.0,72.0,,,,,,,,,-9999.0,-9999.0,
USW00023259,1969,2,24,,,,,,279.0,0.0,0.0,,128.0,78.0,,,,,,,,,-9999.0,-9999.0,
USW00023259,1969,2,25,,,,,,165.0,0.0,0.0,,122.0,56.0,,,,,,,,,-9999.0,1.0,
USW00023259,1969,2,26,,,,,,3.0,0.0,0.0,,122.0,50.0,,,,,,,,,-9999.0,-9999.0,
USW00023259,1969,2,27,,,,,,0.0,0.0,0.0,,150.0,56.0,,,,,,,,,-9999.0,-9999.0,
USW00023259,1969,2,28,,,,,,168.0,0.0,0.0,,128.0,78.0,,,,,,,,,-9999.0,-9999.0,
USW00023259,1969,2,29,,,,,,-9999.0,-9999.0,-9999.0,,-9999.0,-9999.0,,,,,,,,,-9999.0,-9999.0,
USW00023259,1969,2,3,,,,,,0.0,0.0,0.0,,178.0,11.0,,,,,,,,,-9999.0,-9999.0,
USW00023259,1969,2,30,,,,,,-9999.0,-9999.0,-9999.0,,-9999.0,-9999.0,,,,,,,,,-9999.0,-9999.0,
USW00023259,1969,2,31,,,,,,-9999.0,-9999.0,-9999.0,,-9999.0,-9999.0,,,,,,,,,-9999.0,-9999.0,
USW00023259,1969,2,4,,,,,,0.0,0.0,0.0,,133.0,39.0,,,,,,,,,-9999.0,-9999.0,
USW00023259,1969,2,5,,,,,,53.0,0.0,0.0,,122.0,78.0,,,,,,,,,1.0,-9999.0,
USW00023259,1969,2,6,,,,,,142.0,0.0,0.0,,128.0,78.0,,,,,,,,,-9999.0,1.0,
USW00023259,1969,2,7,,,,,,0.0,0.0,0.0,,122.0,61.0,,,,,,,,,-9999.0,-9999.0,
USW00023259,1969,2,8,,,,,,0.0,0.0,0.0,,144.0,39.0,,,,,,,,,-9999.0,-9999.0,
USW00023259,1969,2,9,,,,,,0.0,0.0,0.0,,172.0,106.0,,,,,,,,,-9999.0,-9999.0,
USW00023259,1969,3,1,,,,,,25.0,0.0,0.0,,128.0,83.0,,,,,,,,,,,
USW00023259,1969,3,10,,,,,,99.0,0.0,0.0,,117.0,39.0,,,,,,,,,,,
USW00023259,1969,3,11,,,,,,0.0,0.0,0.0,,122.0,61.0,,,,,,,,,,,
USW00023259,1969,3,12,,,,,,79.0,0.0,0.0,,106.0,56.0,,,,,,,,,,,
USW00023259,1969,3,13,,,,,,0.0,0.0,0.0,,117.0,33.0,,,,,,,,,,,
USW00023259,1969,3,14,,,,,,0.0,0.0,0.0,,156.0,44.0,,,,,,,,,,,
USW00023259,1969,3,15,,,,,,0.0,0.0,0.0,,150.0,33.0,,,,,,,,,,,
USW00023259,1969,3,16,,,,,,0.0,0.0,0.0,,139.0,44.0,,,,,,,,,,,
USW00023259,1969,3,17,,,,,,0.0,0.0,0.0,,172.0,106.0,,,,,,,,,,,
USW00023259,1969,3,18,,,,,,0.0,0.0,0.0,,144.0,89.0,,,,,,,,,,,
USW00023259,1969,3,19,,,,,,0.0,0.0,0.0,,172.0,56.0,,,,,,,,,,,
USW00023259,1969,3,2,,,,,,0.0,0.0,0.0,,150.0,56.0,,,,,,,,,,,
USW00023259,1969,3,20,,,,,,0.0,0.0,0.0,,139.0,78.0,,,,,,,,,,,
USW00023259,1969,3,21,,,,,,0.0,0.0,0.0,,150.0,39.0,,,,,,,,,,,
USW00023259,1969,3,22,,,,,,0.0,0.0,0.0,,133.0,94.0,,,,,,,,,,,
USW00023259,1969,3,23,,,,,,0.0,0.0,0.0,,189.0,50.0,,,,,,,,,,,
USW00023259,1969,3,24,,,,,,0.0,0.0,0.0,,222.0,94.0,,,,,,,,,,,
USW00023259,1969,3,25,,,,,,0.0,0.0,0.0,,239.0,89.0,,,,,,,,,,,
USW00023259,1969,3,26,,,,,,0.0,0.0,0.0,,278.0,94.0,,,,,,,,,,,
USW00023259,1969,3,27,,,,,,0.0,0.0,0.0,,239.0,111.0,,,,,,,,,,,
USW00023259,1969,3,28,,,,,,0.0,0.0,0.0,,178.0,83.0,,,,,,,,,,,
USW00023259,1969,3,29,,,,,,0.0,0.0,0.0,,156.0,94.0,,,,,,,,,,,
USW00023259,1969,3,3,,,,,,0.0,0.0,0.0,,117.0,78.0,,,,,,,,,,,
USW00023259,1969,3,30,,,,,,0.0,0.0,0.0,,200.0,100.0,,,,,,,,,,,
USW00023259,1969,3,31,,,,,,0.0,0.0,0.0,,161.0,117.0,,,,,,,,,,,
USW00023259,1969,3,4,,,,,,0.0,0.0,0.0,,133.0,89.0,,,,,,,,,,,
USW00023259,1969,3,5,,,,,,0.0,0.0,0.0,,133.0,61.0,,,,,,,,,,,
USW00023259,1969,3,6,,,,,,0.0,0.0,0.0,,117.0,89.0,,,,,,,,,,,
USW00023259,1969,3,7,,,,,,0.0,0.0,0.0,,117.0,78.0,,,,,,,,,,,
USW00023259,1969,3,8,,,,,,0.0,0.0,0.0,,117.0,56.0,,,,,,,,,,,
USW00023259,1969,3,9,,,,,,15.0,0.0,0.0,,117.0,33.0,,,,,,,,,,,
USW00023259,1969,4,1,,,,,,0.0,0.0,0.0,,156.0,83.0,,,,,,,,,,,
USW00023259,1969,4,10,,,,,,0.0,0.0,0.0,,161.0,89.0,,,,,,,,,,,
USW00023259,1969,4,11,,,,,,0.0,0.0,0.0,,144.0,94.0,,,,,,,,,,,
USW00023259,1969,4,12,,,,,,0.0,0.0,0.0,,172.0,100.0,,,,,,,,,,,
USW00023259,1969,4,13,,,,,,0.0,0.0,0.0,,150.0,50.0,,,,,,,,,,,
USW00023259,1969,4,14,,,,,,0.0,0.0,0.0,,150.0,100.0,,,,,,,,,,,
USW00023259,1969,4,15,,,,,,0.0,0.0,0.0,,150.0,83.0,,,,,,,,,,,
USW00023259,1969,4,16,,,,,,0.0,0.0,0.0,,156.0,50.0,,,,,,,,,,,
USW00023259,1969,4,17,,,,,,0.0,0.0,0.0,,156.0,89.0,,,,,,,,,,,
USW00023259,1969,4,18,,,,,,0.0,0.0,0.0,,139.0,94.0,,,,,,,,,,,
USW00023259,1969,4,19,,,,,,0.0,0.0,0.0,,150.0,83.0,,,,,,,,,,,
USW00023259,1969,4,2,,,,,,150.0,0.0,0.0,,178.0,67.0,,,,,,,,,,,
USW00023259,1969,4,20,,,,,,0.0,0.0,0.0,,161.0,83.0,,,,,,,,,,,
USW00023259,1969,4,21,,,,,,0.0,0.0,0.0,,172.0,89.0,,,,,,,,,,,
USW00023259,1969,4,22,,,,,,0.0,0.0,0.0,,172.0,89.0,,,,,,,,,,,
USW00023259,1969,4,23,,,,,,48.0,0.0,0.0,,156.0,94.0,,,,,,,,,,,
USW00023259,1969,4,24,,,,,,28.0,0.0,0.0,,133.0,78.0,,,,,,,,,,,
USW00023259,1969,4,25,,,,,,0.0,0.0,0.0,,133.0,61.0,,,,,,,,,,,
USW00023259,1969,4,26,,,,,,0.0,0.0,0.0,,161.0,67.0,,,,,,,,,,,
USW00023259,1969,4,27,,,,,,0.0,0.0,0.0,,178.0,78.0,,,,,,,,,,,
USW00023259,1969,4,28,,,,,,0.0,0.0,0.0,,161.0,89.0,,,,,,,,,,,
USW00023259,1969,4,29,,,,,,0.0,0.0,0.0,,128.0,94.0,,,,,,,,,,,
USW00023259,1969,4,3,,,,,,5.0,0.0,0.0,,133.0,61.0,,,,,,,,,,,
USW00023259,1969,4,30,,,,,,0.0,0.0,0.0,,128.0,83.0,,,,,,,,,,,
USW00023259,1969,4,31,,,,,,-9999.0,-9999.0,-9999.0,,-9999.0,-9999.0,,,,,,,,,,,
USW00023259,1969,4,4,,,,,,0.0,0.0,0.0,,194.0,61.0,,,,,,,,,,,
USW00023259,1969,4,5,,,,,,312.0,0.0,0.0,,122.0,83.0,,,,,,,,,,,
USW00023259,1969,4,6,,,,,,61.0,0.0,0.0,,133.0,67.0,,,,,,,,,,,
USW00023259,1969,4,7,,,,,,0.0,0.0,0.0,,156.0,56.0,,,,,,,,,,,
USW00023259,1969,4,8,,,,,,0.0,0.0,0.0,,156.0,72.0,,,,,,,,,,,
USW00023259,1969,4,9,,,,,,30.0,0.0,0.0,,144.0,94.0,,,,,,,,,,,
USW00023259,1969,5,1,,,,,,0.0,0.0,0.0,,133.0,72.0,,,,,,,,,,,
USW00023259,1969,5,10,,,,,,0.0,0.0,0.0,,133.0,100.0,,,,,,,,,,,
USW00023259,1969,5,11,,,,,,0.0,0.0,0.0,,128.0,100.0,,,,,,,,,,,
USW00023259,1969,5,12,,,,,,0.0,0.0,0.0,,139.0,106.0,,,,,,,,,,,
USW00023259,1969,5,13,,,,,,0.0,0.0,0.0,,172.0,106.0,,,,,,,,,,,
USW00023259,1969,5,14,,,,,,0.0,0.0,0.0,,167.0,83.0,,,,,,,,,,,
USW00023259,1969,5,15,,,,,,0.0,0.0,0.0,,150.0,83.0,,,,,,,,,,,
USW00023259,1969,5,16,,,,,,0.0,0.0,0.0,,161.0,100.0,,,,,,,,,,,
USW00023259,1969,5,17,,,,,,0.0,0.0,0.0,,183.0,94.0,,,,,,,,,,,
USW00023259,1969,5,18,,,,,,0.0,0.0,0.0,,189.0,111.0,,,,,,,,,,,
USW00023259,1969,5,19,,,,,,0.0,0.0,0.0,,167.0,100.0,,,,,,,,,,,
USW00023259,1969,5,2,,,,,,0.0,0.0,0.0,,150.0,78.0,,,,,,,,,,,
USW00023259,1969,5,20,,,,,,0.0,0.0,0.0,,156.0,111.0,,,,,,,,,,,
USW00023259,1969,5,21,,,,,,0.0,0.0,0.0,,139.0,100.0,,,,,,,,,,,
USW00023259,1969,5,22,,,,,,0.0,0.0,0.0,,144.0,111.0,,,,,,,,,,,
USW00023259,1969,5,23,,,,,,3.0,0.0,0.0,,133.0,106.0,,,,,,,,,,,
USW00023259,1969,5,24,,,,,,0.0,0.0,0.0,,194.0,100.0,,,,,,,,,,,
USW00023259,1969,5,25,,,,,,0.0,0.0,0.0,,222.0,117.0,,,,,,,,,,,
USW00023259,1969,5,26,,,,,,0.0,0.0,0.0,,211.0,122.0,,,,,,,,,,,
USW00023259,1969,5,27,,,,,,0.0,0.0,0.0,,183.0,117.0,,,,,,,,,,,
USW00023259,1969,5,28,,,,,,0.0,0.0,0.0,,178.0,100.0,,,,,,,,,,,
USW00023259,1969,5,29,,,,,,0.0,0.0,0.0,,194.0,100.0,,,,,,,,,,,
USW00023259,1969,5,3,,,,,,3.0,0.0,0.0,,122.0,83.0,,,,,,,,,,,
USW00023259,1969,5,30,,,,,,0.0,0.0,0.0,,178.0,111.0,,,,,,,,,,,
USW00023259,1969,5,31,,,,,,0.0,0.0,0.0,,211.0,100.0,,,,,,,,,,,
USW00023259,1969,5,4,,,,,,3.0,0.0,0.0,,161.0,72.0,,,,,,,,,,,
USW00023259,1969,5,5,,,,,,0.0,0.0,0.0,,244.0,72.0,,,,,,,,,,,
USW00023259,1969,5,6,,,,,,0.0,0.0,0.0,,222.0,100.0,,,,,,,,,,,
USW00023259,1969,5,7,,,,,,0.0,0.0,0.0,,161.0,117.0,,,,,,,,,,,
USW00023259,1969,5,8,,,,,,0.0,0.0,0.0,,156.0,122.0,,,,,,,,,,,
USW00023259,1969,5,9,,,,,,0.0,0.0,0.0,,150.0,89.0,,,,,,,,,,,
USW00023259,1969,6,1,,,,,,0.0,0.0,0.0,,189.0,133.0,,,,,,,,,,,
USW00023259,1969,6,10,,,,,,5.0,0.0,0.0,,183.0,122.0,,,,,,,,,,,
USW00023259,1969,6,11,,,,,,8.0,0.0,0.0,,167.0,128.0,,,,,,,,,,,
USW00023259,1969,6,12,,,,,,0.0,0.0,0.0,,172.0,128.0,,,,,,,,,,,
USW00023259,1969,6,13,,,,,,0.0,0.0,0.0,,178.0,139.0,,,,,,,,,,,
USW00023259,1969,6,14,,,,,,0.0,0.0,0.0,,156.0,128.0,,,,,,,,,,,
USW00023259,1969,6,15,,,,,,0.0,0.0,0.0,,150.0,122.0,,,,,,,,,,,
USW00023259,1969,6,16,,,,,,0.0,0.0,0.0,,211.0,122.0,,,,,,,,,,,
USW00023259,1969,6,17,,,,,,0.0,0.0,0.0,,211.0,144.0,,,,,,,,,,,
USW00023259,1969,6,18,,,,,,0.0,0.0,0.0,,200.0,144.0,,,,,,,,,,,
USW00023259,1969,6,19,,,,,,0.0,0.0,0.0,,183.0,139.0,,,,,,,,,,,
USW00023259,1969,6,2,,,,,,0.0,0.0,0.0,,183.0,133.0,,,,,,,,,,,
USW00023259,1969,6,20,,,,,,0.0,0.0,0.0,,189.0,133.0,,,,,,,,,,,
USW00023259,1969,6,21,,,,,,0.0,0.0,0.0,,167.0,128.0,,,,,,,,,,,
USW00023259,1969,6,22,,,,,,0.0,0.0,0.0,,161.0,117.0,,,,,,,,,,,
USW00023259,1969,6,23,,,,,,0.0,0.0,0.0,,183.0,117.0,,,,,,,,,,,
USW00023259,1969,6,24,,,,,,0.0,0.0,0.0,,167.0,117.0,,,,,,,,,,,
USW00023259,1969,6,25,,,,,,0.0,0.0,0.0,,183.0,111.0,,,,,,,,,,,
USW00023259,1969,6,26,,,,,,0.0,0.0,0.0,,167.0,111.0,,,,,,,,,,,
USW00023259,1969,6,27,,,,,,0.0,0.0,0.0,,167.0,106.0,,,,,,,,,,,
USW00023259,1969,6,28,,,,,,0.0,0.0,0.0,,183.0,83.0,,,,,,,,,,,
USW00023259,1969,6,29,,,,,,0.0,0.0,0.0,,211.0,94.0,,,,,,,,,,,
USW00023259,1969,6,3,,,,,,0.0,0.0,0.0,,189.0,106.0,,,,,,,,,,,
USW00023259,1969,6,30,,,,,,0.0,0.0,0.0,,150.0,106.0,,,,,,,,,,,
USW00023259,1969,6,31,,,,,,-9999.0,-9999.0,-9999.0,,-9999.0,-9999.0,,,,,,,,,,,
USW00023259,1969,6,4,,,,,,0.0,0.0,0.0,,161.0,133.0,,,,,,,,,,,
USW00023259,1969,6,5,,,,,,0.0,0.0,0.0,,172.0,128.0,,,,,,,,,,,
USW00023259,1969,6,6,,,,,,0.0,0.0,0.0,,194.0,100.0,,,,,,,,,,,
USW00023259,1969,6,7,,,,,,0.0,0.0,0.0,,167.0,133.0,,,,,,,,,,,
USW00023259,1969,6,8,,,,,,5.0,0.0,0.0,,150.0,128.0,,,,,,,,,,,
USW00023259,1969,6,9,,,,,,20.0,0.0,0.0,,150.0,122.0,,,,,,,,,,,
USW00023259,1969,7,1,,,,,,0.0,0.0,0.0,,150.0,106.0,,,,,,,,,,,
USW00023259,1969,7,10,,,,,,0.0,0.0,0.0,,150.0,106.0,,,,,,,,,,,
USW00023259,1969,7,11,,,,,,0.0,0.0,0.0,,189.0,106.0,,,,,,,,,,,
USW00023259,1969,7,12,,,,,,0.0,0.0,0.0,,200.0,106.0,,,,,,,,,,,
USW00023259,1969,7,13,,,,,,0.0,0.0,0.0,,178.0,111.0,,,,,,,,,,,
USW00023259,1969,7,14,,,,,,0.0,0.0,0.0,,172.0,122.0,,,,,,,,,,,
USW00023259,1969,7,15,,,,,,0.0,0.0,0.0,,178.0,106.0,,,,,,,,,,,
USW00023259,1969,7,16,,,,,,0.0,0.0,0.0,,200.0,106.0,,,,,,,,,,,
USW00023259,1969,7,17,,,,,,0.0,0.0,0.0,,261.0,106.0,,,,,,,,,,,
USW00023259,1969,7,18,,,,,,0.0,0.0,0.0,,233.0,111.0,,,,,,,,,,,
USW00023259,1969,7,19,,,,,,0.0,0.0,0.0,,228.0,122.0,,,,,,,,,,,
USW00023259,1969,7,2,,,,,,0.0,0.0,0.0,,183.0,100.0,,,,,,,,,,,
USW00023259,1969,7,20,,,,,,0.0,0.0,0.0,,211.0,122.0,,,,,,,,,,,
USW00023259,1969,7,21,,,,,,0.0,0.0,0.0,,206.0,122.0,,,,,,,,,,,
USW00023259,1969,7,22,,,,,,0.0,0.0,0.0,,206.0,122.0,,,,,,,,,,,
USW00023259,1969,7,23,,,,,,0.0,0.0,0.0,,200.0,139.0,,,,,,,,,,,
USW00023259,1969,7,24,,,,,,0.0,0.0,0.0,,206.0,150.0,,,,,,,,,,,
USW00023259,1969,7,25,,,,,,0.0,0.0,0.0,,183.0,139.0,,,,,,,,,,,
USW00023259,1969,7,26,,,,,,0.0,0.0,0.0,,189.0,133.0,,,,,,,,,,,
USW00023259,1969,7,27,,,,,,0.0,0.0,0.0,,172.0,122.0,,,,,,,,,,,
USW00023259,1969,7,28,,,,,,0.0,0.0,0.0,,167.0,122.0,,,,,,,,,,,
USW00023259,1969,7,29,,,,,,0.0,0.0,0.0,,156.0,117.0,,,,,,,,,,,
USW00023259,1969,7,3,,,,,,0.0,0.0,0.0,,217.0,83.0,,,,,,,,,,,
USW00023259,1969,7,30,,,,,,0.0,0.0,0.0,,156.0,111.0,,,,,,,,,,,
USW00023259,1969,7,31,,,,,,0.0,0.0,0.0,,189.0,100.0,,,,,,,,,,,
USW00023259,1969,7,4,,,,,,0.0,0.0,0.0,,172.0,106.0,,,,,,,,,,,
USW00023259,1969,7,5,,,,,,0.0,0.0,0.0,,156.0,117.0,,,,,,,,,,,
USW00023259,1969,7,6,,,,,,0.0,0.0,0.0,,161.0,117.0,,,,,,,,,,,
USW00023259,1969,7,7,,,,,,0.0,0.0,0.0,,161.0,111.0,,,,,,,,,,,
USW00023259,1969,7,8,,,,,,0.0,0.0,0.0,,156.0,122.0,,,,,,,,,,,
USW00023259,1969,7,9,,,,,,0.0,0.0,0.0,,167.0,128.0,,,,,,,,,,,
USW00023259,1969,8,1,,,,,,0.0,0.0,0.0,,161.0,100.0,,,,,,,,,,,
USW00023259,1969,8,10,,,,,,0.0,0.0,0.0,,206.0,94.0,,,,,,,,,,,
USW00023259,1969,8,11,,,,,,0.0,0.0,0.0,,189.0,111.0,,,,,,,,,,,
USW00023259,1969,8,12,,,,,,0.0,0.0,0.0,,189.0,89.0,,,,,,,,,,,
USW00023259,1969,8,13,,,,,,0.0,0.0,0.0,,183.0,100.0,,,,,,,,,,,
USW00023259,1969,8,14,,,,,,0.0,0.0,0.0,,167.0,106.0,,,,,,,,,,,
USW00023259,1969,8,15,,,,,,0.0,0.0,0.0,,200.0,94.0,,,,,,,,,,,
USW00023259,1969,8,16,,,,,,0.0,0.0,0.0,,178.0,111.0,,,,,,,,,,,
USW00023259,1969,8,17,,,,,,0.0,0.0,0.0,,167.0,111.0,,,,,,,,,,,
USW00023259,1969,8,18,,,,,,0.0,0.0,0.0,,172.0,117.0,,,,,,,,,,,
USW00023259,1969,8,19,,,,,,0.0,0.0,0.0,,161.0,106.0,,,,,,,,,,,
USW00023259,1969,8,2,,,,,,0.0,0.0,0.0,,211.0,106.0,,,,,,,,,,,
USW00023259,1969,8,20,,,,,,0.0,0.0,0.0,,222.0,106.0,,,,,,,,,,,
USW00023259,1969,8,21,,,,,,0.0,0.0,0.0,,233.0,100.0,,,,,,,,,,,
USW00023259,1969,8,22,,,,,,0.0,0.0,0.0,,206.0,94.0,,,,,,,,,,,
USW00023259,1969,8,23,,,,,,0.0,0.0,0.0,,172.0,111.0,,,,,,,,,,,
USW00023259,1969,8,24,,,,,,0.0,0.0,0.0,,183.0,106.0,,,,,,,,,,,
