ID,YEAR,MONTH,DAY,DAEV,DAPR,DAWM,EVAP,MDEV,MDPR,MDWM,MNPN,MXPN,PRCP,SNOW,SNWD,TMAX,TMIN,TOBS,WDMV
USC00049111,1962,5,22,,,,66.0,,,,,,0.0,0.0,0.0,206.0,72.0,183.0,127.0
USC00049111,1962,5,23,,,,-9999.0,,,,,,0.0,0.0,0.0,189.0,56.0,161.0,-9999.0
USC00049111,1962,5,24,,,,66.0,,,,,,0.0,0.0,0.0,172.0,56.0,156.0,109.0
USC00049111,1962,5,25,,,,28.0,,,,,,0.0,0.0,0.0,161.0,78.0,144.0,93.0
USC00049111,1962,5,26,,,,33.0,,,,,,13.0,0.0,0.0,172.0,72.0,150.0,-9999.0
USC00049111,1962,5,27,,,,46.0,,,,,,0.0,0.0,0.0,178.0,50.0,167.0,105.0
USC00049111,1962,5,28,,,,51.0,,,,,,0.0,0.0,0.0,189.0,61.0,172.0,109.0
USC00049111,1962,5,29,,,,51.0,,,,,,0.0,0.0,0.0,194.0,83.0,167.0,16.0
USC00049111,1962,5,3,,,,66.0,,,,,,0.0,0.0,0.0,300.0,83.0,244.0,122.0
USC00049111,1962,5,30,,,,46.0,,,,,,0.0,0.0,0.0,200.0,72.0,178.0,58.0
USC00049111,1962,5,31,,,,76.0,,,,,,0.0,0.0,0.0,211.0,61.0,206.0,103.0
USC00049111,1962,5,4,,,,84.0,,,,,,0.0,0.0,0.0,261.0,83.0,233.0,116.0
USC00049111,1962,5,5,,,,66.0,,,,,,0.0,0.0,0.0,239.0,94.0,222.0,-9999.0
USC00049111,1962,5,6,,,,61.0,,,,,,0.0,0.0,0.0,228.0,94.0,200.0,97.0
USC00049111,1962,5,7,,,,64.0,,,,,,0.0,0.0,0.0,222.0,89.0,194.0,103.0
USC00049111,1962,5,8,,,,-9999.0,,,,,,0.0,0.0,0.0,228.0,78.0,189.0,-9999.0
USC00049111,1962,5,9,,,,61.0,,,,,,0.0,0.0,0.0,217.0,67.0,167.0,92.0
USC00049111,1962,6,1,,,,114.0,,,,,,0.0,0.0,0.0,311.0,111.0,278.0,-9999.0
USC00049111,1962,6,10,,,,56.0,,,,,,0.0,0.0,0.0,200.0,94.0,178.0,-9999.0
USC00049111,1962,6,11,,,,51.0,,,,,,0.0,0.0,0.0,194.0,78.0,178.0,82.0
USC00049111,1962,6,12,,,,58.0,,,,,,0.0,0.0,0.0,194.0,94.0,167.0,90.0
USC00049111,1962,6,13,,,,38.0,,,,,,0.0,0.0,0.0,178.0,100.0,150.0,77.0
USC00049111,1962,6,14,,,,23.0,,,,,,3.0,0.0,0.0,156.0,94.0,133.0,93.0
USC00049111,1962,6,15,,,,25.0,,,,,,0.0,0.0,0.0,189.0,106.0,161.0,76.0
USC00049111,1962,6,16,,,,38.0,,,,,,0.0,0.0,0.0,178.0,111.0,178.0,97.0
USC00049111,1962,6,17,,,,76.0,,,,,,0.0,0.0,0.0,222.0,94.0,200.0,109.0
USC00049111,1962,6,18,,,,89.0,,,,,,0.0,0.0,0.0,300.0,111.0,283.0,111.0
USC00049111,1962,6,19,,,,91.0,,,,,,0.0,0.0,0.0,306.0,150.0,272.0,82.0
USC00049111,1962,6,2,,,,89.0,,,,,,0.0,0.0,0.0,289.0,78.0,244.0,121.0
USC00049111,1962,6,20,,,,89.0,,,,,,0.0,0.0,0.0,289.0,128.0,261.0,101.0
USC00049111,1962,6,21,,,,89.0,,,,,,0.0,0.0,0.0,289.0,122.0,239.0,97.0
USC00049111,1962,6,22,,,,69.0,,,,,,0.0,0.0,0.0,244.0,106.0,206.0,89.0
USC00049111,1962,6,23,,,,71.0,,,,,,0.0,0.0,0.0,250.0,111.0,250.0,90.0
USC00049111,1962,6,24,,,,74.0,,,,,,0.0,0.0,0.0,256.0,100.0,206.0,177.0
USC00049111,1962,6,25,,,,81.0,,,,,,0.0,0.0,0.0,278.0,89.0,261.0,95.0
USC00049111,1962,6,26,,,,102.0,,,,,,0.0,0.0,0.0,261.0,94.0,233.0,153.0
USC00049111,1962,6,27,,,,76.0,,,,,,0.0,0.0,0.0,256.0,83.0,222.0,84.0
USC00049111,1962,6,28,,,,64.0,,,,,,0.0,0.0,0.0,239.0,94.0,200.0,-9999.0
USC00049111,1962,6,29,,,,53.0,,,,,,0.0,0.0,0.0,222.0,117.0,194.0,95.0
USC00049111,1962,6,3,,,,71.0,,,,,,0.0,0.0,0.0,261.0,78.0,189.0,98.0
USC00049111,1962,6,30,,,,66.0,,,,,,0.0,0.0,0.0,211.0,89.0,194.0,108.0
USC00049111,1962,6,31,,,,-9999.0,,,,,,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
USC00049111,1962,6,4,,,,64.0,,,,,,0.0,0.0,0.0,194.0,39.0,178.0,85.0
USC00049111,1962,6,5,,,,71.0,,,,,,0.0,0.0,0.0,200.0,56.0,161.0,106.0
USC00049111,1962,6,6,,,,56.0,,,,,,0.0,0.0,0.0,206.0,83.0,189.0,93.0
USC00049111,1962,6,7,,,,64.0,,,,,,0.0,0.0,0.0,200.0,100.0,178.0,100.0
USC00049111,1962,6,8,,,,71.0,,,,,,0.0,0.0,0.0,206.0,94.0,167.0,124.0
USC00049111,1962,6,9,,,,58.0,,,,,,0.0,0.0,0.0,206.0,89.0,172.0,93.0
USC00049111,1962,7,1,,,,64.0,,,,,,0.0,0.0,0.0,211.0,94.0,194.0,117.0
USC00049111,1962,7,10,,,,84.0,,,,,,0.0,0.0,0.0,261.0,83.0,239.0,124.0
USC00049111,1962,7,11,,,,69.0,,,,,,0.0,0.0,0.0,239.0,94.0,211.0,89.0
USC00049111,1962,7,12,,,,56.0,,,,,,0.0,0.0,0.0,222.0,100.0,172.0,108.0
USC00049111,1962,7,13,,,,56.0,,,,,,0.0,0.0,0.0,206.0,111.0,183.0,98.0
USC00049111,1962,7,14,,,,74.0,,,,,,0.0,0.0,0.0,228.0,100.0,200.0,98.0
USC00049111,1962,7,15,,,,76.0,,,,,,0.0,0.0,0.0,222.0,100.0,178.0,127.0
USC00049111,1962,7,16,,,,51.0,,,,,,0.0,0.0,0.0,228.0,106.0,217.0,85.0
USC00049111,1962,7,17,,,,56.0,,,,,,0.0,0.0,0.0,233.0,122.0,206.0,95.0
USC00049111,1962,7,18,,,,64.0,,,,,,0.0,0.0,0.0,233.0,122.0,211.0,103.0
USC00049111,1962,7,19,,,,61.0,,,,,,0.0,0.0,0.0,233.0,106.0,211.0,100.0
USC00049111,1962,7,2,,,,81.0,,,,,,0.0,0.0,0.0,217.0,72.0,194.0,111.0
USC00049111,1962,7,20,,,,76.0,,,,,,0.0,0.0,0.0,250.0,106.0,222.0,122.0
USC00049111,1962,7,21,,,,76.0,,,,,,0.0,0.0,0.0,244.0,106.0,211.0,103.0
USC00049111,1962,7,22,,,,76.0,,,,,,0.0,0.0,0.0,244.0,117.0,228.0,-9999.0
USC00049111,1962,7,23,,,,76.0,,,,,,0.0,0.0,0.0,250.0,117.0,189.0,122.0
USC00049111,1962,7,24,,,,89.0,,,,,,0.0,0.0,0.0,250.0,111.0,200.0,117.0
USC00049111,1962,7,25,,,,66.0,,,,,,0.0,0.0,0.0,244.0,100.0,211.0,92.0
USC00049111,1962,7,26,,,,76.0,,,,,,0.0,0.0,0.0,244.0,106.0,217.0,116.0
USC00049111,1962,7,27,,,,74.0,,,,,,0.0,0.0,0.0,256.0,106.0,211.0,97.0
USC00049111,1962,7,28,,,,-9999.0,,,,,,0.0,0.0,0.0,250.0,106.0,217.0,114.0
USC00049111,1962,7,29,,,,76.0,,,,,,0.0,0.0,0.0,256.0,100.0,211.0,100.0
USC00049111,1962,7,3,,,,84.0,,,,,,0.0,0.0,0.0,222.0,89.0,183.0,132.0
USC00049111,1962,7,30,,,,81.0,,,,,,0.0,0.0,0.0,261.0,106.0,217.0,117.0
USC00049111,1962,7,31,,,,64.0,,,,,,0.0,0.0,0.0,228.0,106.0,206.0,124.0
USC00049111,1962,7,4,,,,76.0,,,,,,0.0,0.0,0.0,244.0,94.0,228.0,117.0
USC00049111,1962,7,5,,,,69.0,,,,,,0.0,0.0,0.0,228.0,83.0,206.0,95.0
USC00049111,1962,7,6,,,,69.0,,,,,,0.0,0.0,0.0,244.0,94.0,228.0,106.0
USC00049111,1962,7,7,,,,81.0,,,,,,0.0,0.0,0.0,267.0,150.0,239.0,-9999.0
USC00049111,1962,7,8,,,,89.0,,,,,,0.0,0.0,0.0,239.0,106.0,217.0,114.0
USC00049111,1962,7,9,,,,94.0,,,,,,0.0,0.0,0.0,233.0,94.0,222.0,117.0
USC00049111,1962,8,1,,,,76.0,,,,,,0.0,0.0,0.0,228.0,111.0,200.0,132.0
USC00049111,1962,8,10,,,,69.0,,,,,,0.0,0.0,0.0,261.0,100.0,222.0,130.0
USC00049111,1962,8,11,,,,76.0,,,,,,0.0,0.0,0.0,256.0,106.0,217.0,97.0
USC00049111,1962,8,12,,,,84.0,,,,,,0.0,0.0,0.0,311.0,94.0,244.0,80.0
USC00049111,1962,8,13,,,,114.0,,,,,,0.0,0.0,0.0,350.0,89.0,306.0,95.0
USC00049111,1962,8,14,,,,91.0,,,,,,0.0,0.0,0.0,328.0,122.0,294.0,72.0
USC00049111,1962,8,15,,,,-9999.0,,,,,,0.0,0.0,0.0,322.0,128.0,289.0,-9999.0
USC00049111,1962,8,16,,,,79.0,,,,,,3.0,0.0,0.0,306.0,150.0,289.0,85.0
USC00049111,1962,8,17,,,,76.0,,,,,,0.0,0.0,0.0,306.0,106.0,272.0,90.0
USC00049111,1962,8,18,,,,79.0,,,,,,0.0,0.0,0.0,294.0,111.0,261.0,85.0
USC00049111,1962,8,19,,,,76.0,,,,,,0.0,0.0,0.0,289.0,117.0,256.0,95.0
USC00049111,1962,8,2,,,,58.0,,,,,,0.0,0.0,0.0,222.0,106.0,194.0,98.0
USC00049111,1962,8,20,,,,74.0,,,,,,0.0,0.0,0.0,272.0,78.0,244.0,113.0
USC00049111,1962,8,21,,,,76.0,,,,,,0.0,0.0,0.0,261.0,78.0,222.0,-9999.0
USC00049111,1962,8,22,,,,71.0,,,,,,0.0,0.0,0.0,228.0,111.0,206.0,98.0
USC00049111,1962,8,23,,,,48.0,,,,,,0.0,0.0,0.0,244.0,111.0,217.0,92.0
USC00049111,1962,8,24,,,,71.0,,,,,,0.0,0.0,0.0,250.0,78.0,211.0,-9999.0
USC00049111,1962,8,25,,,,48.0,,,,,,0.0,0.0,0.0,289.0,100.0,233.0,98.0
USC00049111,1962,8,26,,,,86.0,,,,,,0.0,0.0,0.0,272.0,117.0,233.0,103.0
USC00049111,1962,8,27,,,,76.0,,,,,,0.0,0.0,0.0,411.0,100.0,389.0,72.0
USC00049111,1962,8,28,,,,175.0,,,,,,0.0,0.0,0.0,406.0,239.0,389.0,148.0
USC00049111,1962,8,29,,,,119.0,,,,,,0.0,0.0,0.0,-9999.0,83.0,-9999.0,124.0
USC00049111,1962,8,3,,,,61.0,,,,,,0.0,0.0,0.0,222.0,106.0,211.0,97.0
USC00049111,1962,8,30,,,,51.0,,,,,,0.0,0.0,0.0,239.0,100.0,206.0,66.0
USC00049111,1962,8,31,,,,56.0,,,,,,0.0,0.0,0.0,272.0,89.0,222.0,82.0
USC00049111,1962,8,4,,,,64.0,,,,,,0.0,0.0,0.0,233.0,106.0,211.0,97.0
USC00049111,1962,8,5,,,,66.0,,,,,,0.0,0.0,0.0,244.0,111.0,211.0,89.0
USC00049111,1962,8,6,,,,71.0,,,,,,0.0,0.0,0.0,233.0,117.0,217.0,-9999.0
USC00049111,1962,8,7,,,,76.0,,,,,,0.0,0.0,0.0,250.0,72.0,222.0,100.0
USC00049111,1962,8,8,,,,76.0,,,,,,0.0,0.0,0.0,272.0,94.0,233.0,77.0
USC00049111,1962,8,9,,,,-9999.0,,,,,,0.0,0.0,0.0,267.0,94.0,228.0,58.0
USC00049111,1962,9,1,,,,61.0,,,,,,0.0,0.0,0.0,283.0,100.0,233.0,117.0
USC00049111,1962,9,10,,,,43.0,,,,,,0.0,0.0,0.0,228.0,83.0,194.0,80.0
USC00049111,1962,9,11,,,,56.0,,,,,,0.0,0.0,0.0,239.0,111.0,211.0,82.0
USC00049111,1962,9,12,,,,51.0,,,,,,0.0,0.0,0.0,228.0,94.0,200.0,84.0
USC00049111,1962,9,13,,,,64.0,,,,,,0.0,0.0,0.0,250.0,83.0,228.0,97.0
USC00049111,1962,9,14,,,,64.0,,,,,,0.0,0.0,0.0,272.0,83.0,239.0,63.0
USC00049111,1962,9,15,,,,69.0,,,,,,0.0,0.0,0.0,256.0,106.0,211.0,151.0
USC00049111,1962,9,16,,,,76.0,,,,,,0.0,0.0,0.0,278.0,83.0,228.0,89.0
USC00049111,1962,9,17,,,,61.0,,,,,,0.0,0.0,0.0,239.0,106.0,228.0,82.0
USC00049111,1962,9,18,,,,64.0,,,,,,0.0,0.0,0.0,278.0,89.0,222.0,92.0
USC00049111,1962,9,19,,,,66.0,,,,,,0.0,0.0,0.0,283.0,78.0,228.0,95.0
USC00049111,1962,9,2,,,,64.0,,,,,,0.0,0.0,0.0,267.0,94.0,211.0,-9999.0
USC00049111,1962,9,20,,,,66.0,,,,,,0.0,0.0,0.0,239.0,67.0,211.0,69.0
USC00049111,1962,9,21,,,,51.0,,,,,,0.0,0.0,0.0,244.0,89.0,228.0,77.0
USC00049111,1962,9,22,,,,64.0,,,,,,0.0,0.0,0.0,272.0,89.0,228.0,101.0
USC00049111,1962,9,23,,,,51.0,,,,,,0.0,0.0,0.0,256.0,89.0,211.0,130.0
USC00049111,1962,9,24,,,,48.0,,,,,,0.0,0.0,0.0,239.0,94.0,183.0,143.0
USC00049111,1962,9,25,,,,38.0,,,,,,0.0,0.0,0.0,200.0,111.0,172.0,74.0
USC00049111,1962,9,26,,,,43.0,,,,,,0.0,0.0,0.0,211.0,89.0,183.0,105.0
USC00049111,1962,9,27,,,,66.0,,,,,,0.0,0.0,0.0,228.0,100.0,206.0,69.0
USC00049111,1962,9,28,,,,61.0,,,,,,0.0,0.0,0.0,294.0,50.0,228.0,113.0
USC00049111,1962,9,29,,,,69.0,,,,,,0.0,0.0,0.0,294.0,94.0,233.0,100.0
USC00049111,1962,9,3,,,,69.0,,,,,,0.0,0.0,0.0,272.0,89.0,217.0,117.0
USC00049111,1962,9,30,,,,66.0,,,,,,0.0,0.0,0.0,289.0,89.0,222.0,93.0
USC00049111,1962,9,31,,,,-9999.0,,,,,,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
USC00049111,1962,9,4,,,,61.0,,,,,,0.0,0.0,0.0,256.0,89.0,206.0,97.0
USC00049111,1962,9,5,,,,48.0,,,,,,0.0,0.0,0.0,250.0,100.0,211.0,-9999.0
USC00049111,1962,9,6,,,,48.0,,,,,,0.0,0.0,0.0,267.0,89.0,200.0,93.0
USC00049111,1962,9,7,,,,64.0,,,,,,0.0,0.0,0.0,206.0,72.0,161.0,105.0
USC00049111,1962,9,8,,,,61.0,,,,,,0.0,0.0,0.0,222.0,106.0,183.0,100.0
USC00049111,1962,9,9,,,,46.0,,,,,,0.0,0.0,0.0,239.0,78.0,200.0,89.0
USC00049111,1962,10,1,,,-9999.0,58.0,,,-9999.0,,,0.0,0.0,0.0,306.0,111.0,272.0,-9999.0
USC00049111,1962,10,10,,,-9999.0,43.0,,,-9999.0,,,0.0,0.0,0.0,244.0,72.0,206.0,84.0
USC00049111,1962,10,11,,,-9999.0,41.0,,,-9999.0,,,0.0,0.0,0.0,233.0,128.0,200.0,79.0
USC00049111,1962,10,12,,,-9999.0,38.0,,,-9999.0,,,0.0,0.0,0.0,233.0,167.0,206.0,64.0
USC00049111,1962,10,13,,,-9999.0,43.0,,,-9999.0,,,0.0,0.0,0.0,233.0,150.0,200.0,109.0
USC00049111,1962,10,14,,,-9999.0,28.0,,,-9999.0,,,168.0,0.0,0.0,211.0,128.0,189.0,134.0
USC00049111,1962,10,15,,,-9999.0,69.0,,,-9999.0,,,0.0,0.0,0.0,222.0,128.0,206.0,164.0
USC00049111,1962,10,16,,,-9999.0,64.0,,,-9999.0,,,0.0,0.0,0.0,256.0,78.0,228.0,150.0
USC00049111,1962,10,17,,,-9999.0,76.0,,,-9999.0,,,0.0,0.0,0.0,256.0,111.0,211.0,153.0
USC00049111,1962,10,18,,,-9999.0,56.0,,,-9999.0,,,0.0,0.0,0.0,239.0,100.0,183.0,90.0
USC00049111,1962,10,19,,,-9999.0,38.0,,,-9999.0,,,0.0,0.0,0.0,206.0,67.0,183.0,69.0
USC00049111,1962,10,2,,,-9999.0,48.0,,,-9999.0,,,0.0,0.0,0.0,278.0,117.0,211.0,-9999.0
USC00049111,1962,10,20,,,-9999.0,38.0,,,-9999.0,,,0.0,0.0,0.0,228.0,56.0,194.0,101.0
USC00049111,1962,10,21,,,-9999.0,38.0,,,-9999.0,,,0.0,0.0,0.0,283.0,67.0,244.0,77.0
USC00049111,1962,10,22,,,-9999.0,38.0,,,-9999.0,,,0.0,0.0,0.0,278.0,72.0,200.0,89.0
USC00049111,1962,10,23,,,-9999.0,43.0,,,-9999.0,,,0.0,0.0,0.0,206.0,94.0,161.0,-9999.0
USC00049111,1962,10,24,,,-9999.0,38.0,,,-9999.0,,,0.0,0.0,0.0,206.0,100.0,178.0,69.0
USC00049111,1962,10,25,,,-9999.0,25.0,,,-9999.0,,,0.0,0.0,0.0,200.0,100.0,183.0,72.0
USC00049111,1962,10,26,,,-9999.0,38.0,,,-9999.0,,,0.0,0.0,0.0,261.0,61.0,206.0,74.0
USC00049111,1962,10,27,,,-9999.0,38.0,,,-9999.0,,,0.0,0.0,0.0,267.0,61.0,239.0,101.0
USC00049111,1962,10,28,,,-9999.0,56.0,,,-9999.0,,,0.0,0.0,0.0,306.0,94.0,261.0,106.0
USC00049111,1962,10,29,,,-9999.0,64.0,,,-9999.0,,,0.0,0.0,0.0,294.0,78.0,200.0,109.0
USC00049111,1962,10,3,,,3.0,51.0,,,134.0,,,0.0,0.0,0.0,222.0,111.0,200.0,-9999.0
USC00049111,1962,10,30,,,-9999.0,43.0,,,-9999.0,,,0.0,0.0,0.0,356.0,89.0,239.0,93.0
USC00049111,1962,10,31,,,-9999.0,71.0,,,-9999.0,,,0.0,0.0,0.0,339.0,150.0,278.0,108.0
USC00049111,1962,10,4,,,-9999.0,48.0,,,-9999.0,,,0.0,0.0,0.0,211.0,72.0,172.0,89.0
USC00049111,1962,10,5,,,-9999.0,43.0,,,-9999.0,,,0.0,0.0,0.0,194.0,44.0,156.0,90.0
USC00049111,1962,10,6,,,-9999.0,43.0,,,-9999.0,,,0.0,0.0,0.0,222.0,44.0,189.0,84.0
USC00049111,1962,10,7,,,-9999.0,46.0,,,-9999.0,,,0.0,0.0,0.0,233.0,44.0,211.0,89.0
USC00049111,1962,10,8,,,-9999.0,89.0,,,-9999.0,,,0.0,0.0,0.0,306.0,100.0,233.0,138.0
USC00049111,1962,10,9,,,-9999.0,69.0,,,-9999.0,,,0.0,0.0,0.0,294.0,56.0,239.0,105.0
USC00049111,1962,11,1,-9999.0,,-9999.0,58.0,-9999.0,,-9999.0,,,0.0,0.0,0.0,283.0,139.0,194.0,117.0
USC00049111,1962,11,10,-9999.0,,-9999.0,38.0,-9999.0,,-9999.0,,,0.0,0.0,0.0,283.0,83.0,233.0,108.0
USC00049111,1962,11,11,-9999.0,,-9999.0,58.0,-9999.0,,-9999.0,,,0.0,0.0,0.0,289.0,44.0,239.0,130.0
